Código Dane departamento,Departamento,Código Dane municipio,Municipio,Código del cultivo,Cultivo,Desagregación cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,area_cosechada_sobre_sembrada,diferencia_hectareas
15,Boyacá,15276,Floresta,1080701,Papa,Papa todas las variedades,2023,2023B,Transitorio,"0,00","45,00","675,00","15,00",inf,45.0
15,Boyacá,15276,Floresta,1080701,Papa,Papa todas las variedades,2024,2024B,Transitorio,"0,00","47,00","705,00","15,00",inf,47.0
15,Boyacá,15276,Floresta,1010800,Trigo,Trigo,2022,2022B,Transitorio,"0,00","21,00","10,50","0,50",inf,21.0
15,Boyacá,15276,Floresta,1010800,Trigo,Trigo,2023,2023B,Transitorio,"0,00","13,00","10,40","0,80",inf,13.0
15,Boyacá,15276,Floresta,1010800,Trigo,Trigo,2024,2024B,Transitorio,"0,00","14,00","11,20","0,80",inf,14.0
15,Boyacá,15276,Floresta,1010800,Trigo,Trigo,2025,2025B,Transitorio,"0,00","10,00","8,00","0,80",inf,10.0
15,Boyacá,15293,Gachantivá,1080200,Arracacha,Arracacha,2023,2023A,Transitorio,"5,00","7,00","56,00","8,00",1.4,2.0
15,Boyacá,15293,Gachantivá,1080200,Arracacha,Arracacha,2024,2024A,Transitorio,"3,00","4,00","32,00","8,00",1.3333333333333333,1.0
15,Boyacá,15293,Gachantivá,1080200,Arracacha,Arracacha,2025,2025A,Transitorio,"0,00","3,00","24,00","8,00",inf,3.0
15,Boyacá,15293,Gachantivá,1010402,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","37,00","17,59","0,48",inf,37.0
15,Boyacá,15293,Gachantivá,1010402,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","9,00","4,28","0,48",inf,9.0
15,Boyacá,15293,Gachantivá,1080701,Papa,Papa todas las variedades,2022,2022B,Transitorio,"94,00","98,00","1.372,00","14,00",1.0425531914893618,4.0
15,Boyacá,15293,Gachantivá,1080701,Papa,Papa todas las variedades,2023,2023B,Transitorio,"120,00","148,00","2.960,00","20,00",1.2333333333333334,28.0
15,Boyacá,15293,Gachantivá,1080701,Papa,Papa todas las variedades,2024,2024A,Transitorio,"70,00","80,00","1.600,00","20,00",1.1428571428571428,10.0
15,Boyacá,15293,Gachantivá,1081001,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"40,00","45,00","517,50","11,50",1.125,5.0
15,Boyacá,15296,Gámeza,1060100,Arveja,Arveja,2022,2022A,Transitorio,"8,00","18,00","25,23","1,40",2.25,10.0
15,Boyacá,15296,Gámeza,1060100,Arveja,Arveja,2023,2023A,Transitorio,"6,00","18,00","29,44","1,64",3.0,12.0
15,Boyacá,15296,Gámeza,1060100,Arveja,Arveja,2024,2024A,Transitorio,"6,00","16,00","26,17","1,64",2.6666666666666665,10.0
15,Boyacá,15296,Gámeza,1060100,Arveja,Arveja,2025,2025A,Transitorio,"4,00","16,00","26,17","1,64",4.0,12.0
15,Boyacá,15296,Gámeza,1051100,Cebolla de bulbo,Cebolla de bulbo,2022,2022B,Transitorio,"25,00","35,00","630,00","18,00",1.4,10.0
15,Boyacá,15296,Gámeza,1051100,Cebolla de bulbo,Cebolla de bulbo,2025,2025A,Transitorio,"30,00","45,00","810,00","18,00",1.5,15.0
15,Boyacá,15296,Gámeza,1060200,Frijol,Frijol,2022,2022B,Transitorio,"0,00","19,00","24,70","1,30",inf,19.0
15,Boyacá,15296,Gámeza,1060200,Frijol,Frijol,2023,2023B,Transitorio,"0,00","18,00","19,80","1,10",inf,18.0
15,Boyacá,15296,Gámeza,1060200,Frijol,Frijol,2025,2025B,Transitorio,"0,00","12,00","13,20","1,10",inf,12.0
15,Boyacá,15296,Gámeza,1060500,Haba,Haba,2022,2022B,Transitorio,"0,00","9,00","18,00","2,00",inf,9.0
15,Boyacá,15296,Gámeza,1060500,Haba,Haba,2023,2023B,Transitorio,"0,00","10,00","20,00","2,00",inf,10.0
15,Boyacá,15296,Gámeza,1060500,Haba,Haba,2024,2024B,Transitorio,"0,00","10,00","20,00","2,00",inf,10.0
15,Boyacá,15296,Gámeza,1060500,Haba,Haba,2025,2025B,Transitorio,"0,00","8,00","16,00","2,00",inf,8.0
15,Boyacá,15296,Gámeza,1010402,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","19,00","21,25","1,12",inf,19.0
15,Boyacá,15296,Gámeza,1010402,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","18,00","20,14","1,12",inf,18.0
15,Boyacá,15296,Gámeza,1010402,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","12,00","13,42","1,12",inf,12.0
15,Boyacá,15296,Gámeza,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","12,00","24,00","2,00",inf,12.0
15,Boyacá,15296,Gámeza,1080701,Papa,Papa todas las variedades,2023,2023B,Transitorio,"170,00","410,00","6.150,00","15,00",2.411764705882353,240.0
15,Boyacá,15296,Gámeza,1080701,Papa,Papa todas las variedades,2024,2024B,Transitorio,"180,00","420,00","6.300,00","15,00",2.3333333333333335,240.0
15,Boyacá,15296,Gámeza,1080701,Papa,Papa todas las variedades,2025,2025B,Transitorio,"180,00","430,00","6.450,00","15,00",2.388888888888889,250.0
15,Boyacá,15299,Garagoa,1050200,Ahuyama,Ahuyama,2022,2022B,Transitorio,"4,00","5,00","25,00","5,00",1.25,1.0
15,Boyacá,15299,Garagoa,1050200,Ahuyama,Ahuyama,2025,2025B,Transitorio,"0,00","2,00","9,00","4,50",inf,2.0
15,Boyacá,15299,Garagoa,1060100,Arveja,Arveja,2022,2022B,Transitorio,"6,00","8,00","4,86","0,61",1.3333333333333333,2.0
15,Boyacá,15299,Garagoa,1060100,Arveja,Arveja,2023,2023B,Transitorio,"6,00","8,00","4,86","0,61",1.3333333333333333,2.0
15,Boyacá,15299,Garagoa,1060100,Arveja,Arveja,2025,2025B,Transitorio,"3,00","5,00","3,04","0,61",1.6666666666666667,2.0
15,Boyacá,15299,Garagoa,1060200,Frijol,Frijol,2022,2022A,Transitorio,"25,00","95,00","265,73","2,80",3.8,70.0
15,Boyacá,15299,Garagoa,1060200,Frijol,Frijol,2023,2023A,Transitorio,"25,00","100,00","280,00","2,80",4.0,75.0
15,Boyacá,15299,Garagoa,1060200,Frijol,Frijol,2024,2024B,Transitorio,"0,00","18,00","43,20","2,40",inf,18.0
15,Boyacá,15299,Garagoa,1060600,Habichuela,Habichuela,2024,2024A,Transitorio,"5,00","13,00","91,00","7,00",2.6,8.0
15,Boyacá,15299,Garagoa,1010402,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"10,00","120,00","167,80","1,40",12.0,110.0
15,Boyacá,15299,Garagoa,1010402,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"10,00","120,00","201,36","1,68",12.0,110.0
15,Boyacá,15299,Garagoa,1010402,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"5,00","90,00","151,02","1,68",18.0,85.0
15,Boyacá,15299,Garagoa,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"5,00","90,00","180,00","2,00",18.0,85.0
15,Boyacá,15299,Garagoa,1080701,Papa,Papa todas las variedades,2025,2025B,Transitorio,"2,00","3,00","24,00","8,00",1.5,1.0
15,Boyacá,15299,Garagoa,1052901,Tomate,Tomate,2022,2022B,Transitorio,"4,00","16,00","304,00","19,00",4.0,12.0
15,Boyacá,15299,Garagoa,1052901,Tomate,Tomate,2023,2023B,Transitorio,"2,00","17,00","340,00","20,00",8.5,15.0
15,Boyacá,15299,Garagoa,1052901,Tomate,Tomate,2024,2024A,Transitorio,"1,00","3,00","60,00","20,00",3.0,2.0
15,Boyacá,15317,Guacamayas,1060100,Arveja,Arveja,2025,2025A,Transitorio,"0,00","2,50","2,69","1,08",inf,2.5
15,Boyacá,15317,Guacamayas,1060200,Frijol,Frijol,2024,2024B,Transitorio,"0,00","35,00","31,50","0,90",inf,35.0
15,Boyacá,15317,Guacamayas,1060200,Frijol,Frijol,2025,2025B,Transitorio,"0,00","37,00","44,40","1,20",inf,37.0
15,Boyacá,15317,Guacamayas,1010401,Maíz,Maíz amarillo tecnificado,2022,2022B,Transitorio,"0,00","69,00","124,20","1,80",inf,69.0
15,Boyacá,15317,Guacamayas,1010401,Maíz,Maíz amarillo tecnificado,2023,2023B,Transitorio,"0,00","60,00","114,00","1,90",inf,60.0
15,Boyacá,15317,Guacamayas,1010401,Maíz,Maíz amarillo tecnificado,2024,2024B,Transitorio,"0,00","50,00","95,00","1,90",inf,50.0
15,Boyacá,15317,Guacamayas,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","48,00","52,80","1,10",inf,48.0
15,Boyacá,15317,Guacamayas,1010403,Maíz,Maíz blanco tecnificado,2022,2022B,Transitorio,"0,00","2,00","3,60","1,80",inf,2.0
15,Boyacá,15317,Guacamayas,1010403,Maíz,Maíz blanco tecnificado,2023,2023B,Transitorio,"0,00","2,00","4,00","2,00",inf,2.0
15,Boyacá,15317,Guacamayas,1080701,Papa,Papa todas las variedades,2025,2025A,Transitorio,"10,00","24,00","216,00","9,00",2.4,14.0
15,Boyacá,15317,Guacamayas,1010800,Trigo,Trigo,2022,2022A,Transitorio,"0,00","9,00","9,00","1,00",inf,9.0
15,Boyacá,15317,Guacamayas,1010800,Trigo,Trigo,2023,2023A,Transitorio,"0,00","20,00","20,00","1,00",inf,20.0
15,Boyacá,15317,Guacamayas,1010800,Trigo,Trigo,2024,2024A,Transitorio,"0,00","13,00","13,00","1,00",inf,13.0
15,Boyacá,15317,Guacamayas,1010800,Trigo,Trigo,2025,2025A,Transitorio,"0,00","8,00","8,00","1,00",inf,8.0
15,Boyacá,15322,Guateque,1050200,Ahuyama,Ahuyama,2025,2025B,Transitorio,"0,00","1,00","9,00","9,00",inf,1.0
15,Boyacá,15322,Guateque,1060100,Arveja,Arveja,2022,2022A,Transitorio,"7,00","13,00","19,44","1,50",1.8571428571428572,6.0
15,Boyacá,15322,Guateque,1060100,Arveja,Arveja,2024,2024B,Transitorio,"16,00","18,50","27,66","1,50",1.15625,2.5
15,Boyacá,15322,Guateque,1060200,Frijol,Frijol,2022,2022A,Transitorio,"3,50","24,00","52,03","2,17",6.857142857142857,20.5
15,Boyacá,15322,Guateque,1060200,Frijol,Frijol,2025,2025A,Transitorio,"3,50","25,50","17,85","0,70",7.285714285714286,22.0
15,Boyacá,15322,Guateque,1060300,Garbanzo,Garbanzo,2025,2025A,Transitorio,"0,00","1,60","1,60","1,00",inf,1.6
15,Boyacá,15322,Guateque,1010402,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"1,50","4,50","7,02","1,56",3.0,3.0
15,Boyacá,15322,Guateque,1010402,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"4,00","7,00","10,50","1,50",1.75,3.0
15,Boyacá,15325,Guayatá,1080100,Achira,Achira,2023,2023B,Transitorio,"1,00","5,00","12,50","2,50",5.0,4.0
15,Boyacá,15325,Guayatá,1080100,Achira,Achira,2024,2024B,Transitorio,"1,00","5,00","12,50","2,50",5.0,4.0
15,Boyacá,15325,Guayatá,1080100,Achira,Achira,2025,2025B,Transitorio,"1,00","4,50","9,00","2,00",4.5,3.5
15,Boyacá,15325,Guayatá,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"4,00","62,00","99,20","1,60",15.5,58.0
15,Boyacá,15332,Güicán de La Sierra,1060200,Frijol,Frijol,2022,2022B,Transitorio,"0,00","35,00","42,00","1,20",inf,35.0
15,Boyacá,15332,Güicán de La Sierra,1060200,Frijol,Frijol,2023,2023B,Transitorio,"0,00","40,00","48,00","1,20",inf,40.0
15,Boyacá,15332,Güicán de La Sierra,1060200,Frijol,Frijol,2024,2024A,Transitorio,"40,00","80,00","83,92","1,05",2.0,40.0
15,Boyacá,15332,Güicán de La Sierra,1060500,Haba,Haba,2022,2022B,Transitorio,"0,00","4,00","4,00","1,00",inf,4.0
15,Boyacá,15332,Güicán de La Sierra,1060500,Haba,Haba,2023,2023B,Transitorio,"0,00","4,00","3,89","0,97",inf,4.0
15,Boyacá,15332,Güicán de La Sierra,1060500,Haba,Haba,2024,2024A,Transitorio,"0,00","4,00","3,54","0,88",inf,4.0
15,Boyacá,15332,Güicán de La Sierra,1060500,Haba,Haba,2025,2025B,Transitorio,"0,00","1,00","0,88","0,88",inf,1.0
15,Boyacá,15332,Güicán de La Sierra,1010402,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","40,00","52,00","1,30",inf,40.0
15,Boyacá,15332,Güicán de La Sierra,1010402,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","40,00","52,00","1,30",inf,40.0
15,Boyacá,15332,Güicán de La Sierra,1010402,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","40,00","60,00","1,50",inf,40.0
15,Boyacá,15332,Güicán de La Sierra,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","34,50","44,85","1,30",inf,34.5
15,Boyacá,15332,Güicán de La Sierra,1080701,Papa,Papa todas las variedades,2022,2022B,Transitorio,"18,00","22,00","220,00","10,00",1.2222222222222223,4.0
15,Boyacá,15332,Güicán de La Sierra,1080701,Papa,Papa todas las variedades,2023,2023B,Transitorio,"18,00","25,00","300,00","12,00",1.3888888888888888,7.0
15,Boyacá,15332,Güicán de La Sierra,1080701,Papa,Papa todas las variedades,2024,2024B,Transitorio,"20,00","25,00","300,00","12,00",1.25,5.0
15,Boyacá,15332,Güicán de La Sierra,1080701,Papa,Papa todas las variedades,2025,2025B,Transitorio,"25,00","40,00","720,00","18,00",1.6,15.0
15,Boyacá,15362,Iza,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","2,00","1,68","0,84",inf,2.0
15,Boyacá,15362,Iza,1080701,Papa,Papa todas las variedades,2022,2022B,Transitorio,"10,00","13,00","260,00","20,00",1.3,3.0
15,Boyacá,15362,Iza,1080701,Papa,Papa todas las variedades,2023,2023B,Transitorio,"10,00","12,00","240,00","20,00",1.2,2.0
15,Boyacá,15362,Iza,1080701,Papa,Papa todas las variedades,2025,2025B,Transitorio,"10,00","23,00","460,00","20,00",2.3,13.0
15,Boyacá,15367,Jenesano,1080200,Arracacha,Arracacha,2024,2024A,Transitorio,"12,00","14,00","126,00","9,00",1.1666666666666667,2.0
15,Boyacá,15367,Jenesano,1060100,Arveja,Arveja,2022,2022A,Transitorio,"16,00","30,00","42,00","1,40",1.875,14.0
15,Boyacá,15367,Jenesano,1060100,Arveja,Arveja,2025,2025B,Transitorio,"25,00","43,00","36,17","0,84",1.72,18.0
15,Boyacá,15367,Jenesano,1060200,Frijol,Frijol,2022,2022B,Transitorio,"21,00","29,00","40,60","1,40",1.380952380952381,8.0
15,Boyacá,15367,Jenesano,1010402,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","44,00","35,20","0,80",inf,44.0
15,Boyacá,15367,Jenesano,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"20,00","30,00","25,17","0,84",1.5,10.0
15,Boyacá,15367,Jenesano,1080701,Papa,Papa todas las variedades,2022,2022B,Transitorio,"350,00","395,00","7.505,00","19,00",1.1285714285714286,45.0
15,Boyacá,15368,Jericó,1060100,Arveja,Arveja,2022,2022B,Transitorio,"8,00","8,40","9,24","1,10",1.05,0.40000000000000036
15,Boyacá,15368,Jericó,1060100,Arveja,Arveja,2023,2023B,Transitorio,"8,00","8,80","5,76","0,65",1.1,0.8000000000000007
15,Boyacá,15368,Jericó,1010300,Cebada,Cebada,2023,2023B,Transitorio,"0,00","2,00","1,00","0,50",inf,2.0
15,Boyacá,15368,Jericó,1010300,Cebada,Cebada,2024,2024B,Transitorio,"0,00","2,50","1,25","0,50",inf,2.5
15,Boyacá,15368,Jericó,1010300,Cebada,Cebada,2025,2025B,Transitorio,"0,00","2,50","2,50","1,00",inf,2.5
15,Boyacá,15368,Jericó,1060200,Frijol,Frijol,2022,2022B,Transitorio,"6,00","7,00","6,65","0,95",1.1666666666666667,1.0
15,Boyacá,15368,Jericó,1060200,Frijol,Frijol,2023,2023B,Transitorio,"2,00","8,00","7,20","0,90",4.0,6.0
15,Boyacá,15368,Jericó,1060200,Frijol,Frijol,2024,2024B,Transitorio,"3,00","9,00","8,10","0,90",3.0,6.0
15,Boyacá,15368,Jericó,1060200,Frijol,Frijol,2025,2025B,Transitorio,"3,00","9,00","9,00","1,00",3.0,6.0
15,Boyacá,15368,Jericó,1060500,Haba,Haba,2022,2022B,Transitorio,"0,00","8,70","4,35","0,50",inf,8.7
15,Boyacá,15368,Jericó,1060500,Haba,Haba,2023,2023B,Transitorio,"0,00","9,00","5,40","0,60",inf,9.0
15,Boyacá,15368,Jericó,1060500,Haba,Haba,2024,2024B,Transitorio,"0,00","6,00","3,60","0,60",inf,6.0
15,Boyacá,15368,Jericó,1060500,Haba,Haba,2025,2025B,Transitorio,"0,00","6,00","3,60","0,60",inf,6.0
15,Boyacá,15368,Jericó,1010402,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"7,00","10,00","5,00","0,50",1.4285714285714286,3.0
15,Boyacá,15368,Jericó,1010402,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"5,00","10,00","5,00","0,50",2.0,5.0
15,Boyacá,15368,Jericó,1010402,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"5,00","10,50","8,40","0,80",2.1,5.5
15,Boyacá,15368,Jericó,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"5,00","10,00","10,00","1,00",2.0,5.0
15,Boyacá,15368,Jericó,1080701,Papa,Papa todas las variedades,2022,2022B,Transitorio,"200,00","280,00","4.200,00","15,00",1.4,80.0
15,Boyacá,15368,Jericó,1080701,Papa,Papa todas las variedades,2023,2023B,Transitorio,"200,00","300,00","4.500,00","15,00",1.5,100.0
15,Boyacá,15368,Jericó,1080701,Papa,Papa todas las variedades,2024,2024B,Transitorio,"250,00","350,00","5.250,00","15,00",1.4,100.0
15,Boyacá,15368,Jericó,1080701,Papa,Papa todas las variedades,2025,2025B,Transitorio,"250,00","350,00","7.000,00","20,00",1.4,100.0
15,Boyacá,15368,Jericó,1010800,Trigo,Trigo,2022,2022B,Transitorio,"3,00","9,00","4,50","0,50",3.0,6.0
15,Boyacá,15368,Jericó,1010800,Trigo,Trigo,2023,2023B,Transitorio,"3,00","10,00","7,00","0,70",3.3333333333333335,7.0
15,Boyacá,15368,Jericó,1010800,Trigo,Trigo,2024,2024B,Transitorio,"3,00","6,00","4,20","0,70",2.0,3.0
15,Boyacá,15368,Jericó,1010800,Trigo,Trigo,2025,2025B,Transitorio,"3,00","6,00","6,00","1,00",2.0,3.0
15,Boyacá,15377,Labranzagrande,1080200,Arracacha,Arracacha,2022,2022A,Transitorio,"8,00","14,00","70,00","5,00",1.75,6.0
15,Boyacá,15377,Labranzagrande,1080200,Arracacha,Arracacha,2023,2023A,Transitorio,"4,00","7,00","35,00","5,00",1.75,3.0
15,Boyacá,15377,Labranzagrande,1060100,Arveja,Arveja,2022,2022A,Transitorio,"0,00","15,00","24,53","1,64",inf,15.0
15,Boyacá,15377,Labranzagrande,1060100,Arveja,Arveja,2023,2023A,Transitorio,"0,00","15,00","24,53","1,64",inf,15.0
15,Boyacá,15377,Labranzagrande,1060100,Arveja,Arveja,2024,2024A,Transitorio,"0,00","15,00","24,53","1,64",inf,15.0
15,Boyacá,15377,Labranzagrande,1060100,Arveja,Arveja,2025,2025A,Transitorio,"0,00","0,90","1,26","1,40",inf,0.9
15,Boyacá,15377,Labranzagrande,1051800,Guatila,Guatila,2023,2023B,Transitorio,"0,00","1,00","2,00","2,00",inf,1.0
15,Boyacá,15377,Labranzagrande,1051800,Guatila,Guatila,2024,2024B,Transitorio,"0,00","0,50","1,00","2,00",inf,0.5
15,Boyacá,15377,Labranzagrande,1051800,Guatila,Guatila,2025,2025B,Transitorio,"0,00","0,80","1,20","1,50",inf,0.8
15,Boyacá,15377,Labranzagrande,1080701,Papa,Papa todas las variedades,2022,2022A,Transitorio,"0,00","8,00","80,00","10,00",inf,8.0
15,Boyacá,15377,Labranzagrande,1080701,Papa,Papa todas las variedades,2023,2023A,Transitorio,"3,00","9,50","95,00","10,00",3.1666666666666665,6.5
15,Boyacá,15377,Labranzagrande,1080701,Papa,Papa todas las variedades,2024,2024A,Transitorio,"3,00","7,00","70,00","10,00",2.3333333333333335,4.0
15,Boyacá,15377,Labranzagrande,1080701,Papa,Papa todas las variedades,2025,2025A,Transitorio,"5,00","8,00","80,00","10,00",1.6,3.0
15,Boyacá,15377,Labranzagrande,1081001,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"10,00","39,50","671,50","17,00",3.95,29.5
15,Boyacá,15380,La Capilla,1080200,Arracacha,Arracacha,2024,2024A,Transitorio,"13,00","14,00","154,00","11,00",1.0769230769230769,1.0
15,Boyacá,15380,La Capilla,1060100,Arveja,Arveja,2025,2025A,Transitorio,"8,00","40,00","56,07","1,40",5.0,32.0
15,Boyacá,15380,La Capilla,1060200,Frijol,Frijol,2022,2022A,Transitorio,"12,00","315,00","636,61","2,02",26.25,303.0
15,Boyacá,15380,La Capilla,1060200,Frijol,Frijol,2023,2023A,Transitorio,"14,00","300,00","606,29","2,02",21.428571428571427,286.0
15,Boyacá,15380,La Capilla,1060200,Frijol,Frijol,2024,2024A,Transitorio,"12,00","320,00","646,71","2,02",26.666666666666668,308.0
15,Boyacá,15380,La Capilla,1060200,Frijol,Frijol,2025,2025A,Transitorio,"12,00","320,00","960,00","3,00",26.666666666666668,308.0
15,Boyacá,15380,La Capilla,1010402,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","17,00","23,58","1,39",inf,17.0
15,Boyacá,15380,La Capilla,1010402,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","16,00","17,90","1,12",inf,16.0
15,Boyacá,15380,La Capilla,1010402,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"8,00","15,00","12,58","0,84",1.875,7.0
15,Boyacá,15380,La Capilla,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"8,00","16,00","13,42","0,84",2.0,8.0
15,Boyacá,15401,La Victoria,1060200,Frijol,Frijol,2022,2022A,Transitorio,"0,00","1,00","1,20","1,20",inf,1.0
15,Boyacá,15401,La Victoria,1010402,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"1,00","2,00","2,00","1,00",2.0,1.0
15,Boyacá,15401,La Victoria,1081001,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"8,00","10,00","80,00","8,00",1.25,2.0
15,Boyacá,15401,La Victoria,1081001,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"6,00","10,00","90,00","9,00",1.6666666666666667,4.0
15,Boyacá,15401,La Victoria,1081001,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"6,00","7,00","63,00","9,00",1.1666666666666667,1.0
15,Boyacá,15401,La Victoria,1081001,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"4,00","6,00","54,00","9,00",1.5,2.0
15,Boyacá,15401,La Victoria,1081001,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"4,00","6,00","54,00","9,00",1.5,2.0
15,Boyacá,15403,La Uvita,1060100,Arveja,Arveja,2022,2022B,Transitorio,"5,00","9,00","14,72","1,64",1.8,4.0
15,Boyacá,15403,La Uvita,1060100,Arveja,Arveja,2023,2023B,Transitorio,"5,00","7,00","8,18","1,17",1.4,2.0
15,Boyacá,15403,La Uvita,1060100,Arveja,Arveja,2024,2024B,Transitorio,"5,00","9,00","10,51","1,17",1.8,4.0
15,Boyacá,15403,La Uvita,1060100,Arveja,Arveja,2025,2025B,Transitorio,"5,00","9,00","10,51","1,17",1.8,4.0
15,Boyacá,15403,La Uvita,1060200,Frijol,Frijol,2022,2022B,Transitorio,"7,00","15,00","25,17","1,68",2.142857142857143,8.0
15,Boyacá,15403,La Uvita,1060200,Frijol,Frijol,2023,2023B,Transitorio,"7,00","16,00","27,97","1,75",2.2857142857142856,9.0
15,Boyacá,15403,La Uvita,1060200,Frijol,Frijol,2024,2024B,Transitorio,"8,00","17,00","29,72","1,75",2.125,9.0
15,Boyacá,15403,La Uvita,1060200,Frijol,Frijol,2025,2025B,Transitorio,"3,00","13,00","22,73","1,75",4.333333333333333,10.0
15,Boyacá,15403,La Uvita,1060500,Haba,Haba,2022,2022B,Transitorio,"3,00","5,00","3,54","0,71",1.6666666666666667,2.0
15,Boyacá,15403,La Uvita,1060500,Haba,Haba,2023,2023B,Transitorio,"3,00","5,00","4,42","0,88",1.6666666666666667,2.0
15,Boyacá,15403,La Uvita,1060500,Haba,Haba,2024,2024B,Transitorio,"4,00","5,00","4,42","0,88",1.25,1.0
15,Boyacá,15403,La Uvita,1060500,Haba,Haba,2025,2025B,Transitorio,"2,00","5,00","4,42","0,88",2.5,3.0
15,Boyacá,15403,La Uvita,1010402,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"3,00","15,00","15,52","1,03",5.0,12.0
15,Boyacá,15403,La Uvita,1010402,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"3,00","16,00","11,19","0,70",5.333333333333333,13.0
15,Boyacá,15403,La Uvita,1010402,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"3,00","20,00","13,98","0,70",6.666666666666667,17.0
15,Boyacá,15403,La Uvita,1010402,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"3,00","18,00","12,58","0,70",6.0,15.0
15,Boyacá,15403,La Uvita,1080702,Papa,Papa criolla,2023,2023B,Transitorio,"4,00","5,50","82,50","15,00",1.375,1.5
15,Boyacá,15403,La Uvita,1080702,Papa,Papa criolla,2024,2024B,Transitorio,"5,00","5,50","82,50","15,00",1.1,0.5
15,Boyacá,15403,La Uvita,1080702,Papa,Papa criolla,2025,2025B,Transitorio,"5,00","5,50","82,50","15,00",1.1,0.5
15,Boyacá,15403,La Uvita,1080701,Papa,Papa todas las variedades,2022,2022B,Transitorio,"10,00","18,00","504,00","28,00",1.8,8.0
15,Boyacá,15403,La Uvita,1080701,Papa,Papa todas las variedades,2023,2023B,Transitorio,"10,00","15,00","375,00","25,00",1.5,5.0
15,Boyacá,15403,La Uvita,1080701,Papa,Papa todas las variedades,2024,2024B,Transitorio,"14,00","20,00","500,00","25,00",1.4285714285714286,6.0
15,Boyacá,15403,La Uvita,1080701,Papa,Papa todas las variedades,2025,2025B,Transitorio,"10,00","20,00","500,00","25,00",2.0,10.0
15,Boyacá,15403,La Uvita,1052901,Tomate,Tomate,2025,2025B,Transitorio,"10,00","13,00","234,00","18,00",1.3,3.0
15,Boyacá,15403,La Uvita,1010800,Trigo,Trigo,2022,2022B,Transitorio,"4,00","5,50","16,50","3,00",1.375,1.5
15,Boyacá,15403,La Uvita,1010800,Trigo,Trigo,2023,2023B,Transitorio,"4,00","5,00","12,50","2,50",1.25,1.0
15,Boyacá,15403,La Uvita,1010800,Trigo,Trigo,2024,2024B,Transitorio,"5,00","7,00","17,50","2,50",1.4,2.0
15,Boyacá,15403,La Uvita,1010800,Trigo,Trigo,2025,2025B,Transitorio,"3,00","15,00","37,50","2,50",5.0,12.0
15,Boyacá,15403,La Uvita,1081001,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","2,50","15,00","6,00",inf,2.5
15,Boyacá,15403,La Uvita,1081001,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"2,00","2,50","15,00","6,00",1.25,0.5
