Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,Código del cultivo,area_sembrada_num,area_cosechada_num,produccion_num,rendimiento_num
05,Antioquia,05004,Abriaquí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","3,00","12,00","4,00",1081001,0.0,3.0,12.0,4.0
05,Antioquia,05030,Amagá,Hortalizas,Hortalizas de tallo,Cebolla de rama,Cebolla de rama,2024,2024B,Transitorio,"0,00","2,00","22,60","11,30",1051200,0.0,2.0,22.6,11.3
05,Antioquia,05030,Amagá,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","6,80","8,16","1,20",1060200,0.0,6.8,8.16,1.2
05,Antioquia,05030,Amagá,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","15,00","225,00","15,00",1081001,0.0,15.0,225.0,15.0
05,Antioquia,05030,Amagá,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","13,50","202,50","15,00",1081001,0.0,13.5,202.5,15.0
05,Antioquia,05031,Amalfi,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","100,00","110,00","1,10",1010402,0.0,100.0,110.0,1.1
05,Antioquia,05031,Amalfi,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","140,00","154,00","1,10",1010402,0.0,140.0,154.0,1.1
05,Antioquia,05031,Amalfi,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","160,00","176,00","1,10",1010402,0.0,160.0,176.0,1.1
05,Antioquia,05031,Amalfi,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","158,00","173,80","1,10",1010402,0.0,158.0,173.8,1.1
05,Antioquia,05038,Angostura,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","0,50","2,50","5,00",1081001,0.0,0.5,2.5,5.0
05,Antioquia,05040,Anorí,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024B,Transitorio,"0,00","12,00","9,00","0,75",1010404,0.0,12.0,9.0,0.75
05,Antioquia,05042,Santa Fé de Antioquia,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","12,00","16,80","1,40",1060200,0.0,12.0,16.8,1.4
05,Antioquia,05042,Santa Fé de Antioquia,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","12,00","16,80","1,40",1060200,0.0,12.0,16.8,1.4
05,Antioquia,05042,Santa Fé de Antioquia,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","11,50","16,10","1,40",1060200,0.0,11.5,16.1,1.4
05,Antioquia,05042,Santa Fé de Antioquia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","12,00","14,40","1,20",1010402,0.0,12.0,14.4,1.2
05,Antioquia,05042,Santa Fé de Antioquia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","12,00","14,40","1,20",1010402,0.0,12.0,14.4,1.2
05,Antioquia,05042,Santa Fé de Antioquia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","14,00","16,80","1,20",1010402,0.0,14.0,16.8,1.2
05,Antioquia,05042,Santa Fé de Antioquia,Hortalizas,Hortalizas de fruto,Tomate,Tomate invernadero,2024,2024B,Transitorio,"0,00","1,00","50,00","50,00",1052902,0.0,1.0,50.0,50.0
05,Antioquia,05045,Apartadó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","394,00","4.334,00","11,00",1081001,0.0,394.0,4334.0,11.0
05,Antioquia,05045,Apartadó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","526,00","5.786,00","11,00",1081001,0.0,526.0,5786.0,11.0
05,Antioquia,05045,Apartadó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","448,00","4.928,00","11,00",1081001,0.0,448.0,4928.0,11.0
05,Antioquia,05045,Apartadó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","277,20","3.049,20","11,00",1081001,0.0,277.2,3049.2,11.0
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022A,Transitorio,"0,00","309,00","4.326,00","14,00",1080699,0.0,309.0,4326.0,14.0
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023A,Transitorio,"0,00","378,00","5.292,00","14,00",1080699,0.0,378.0,5292.0,14.0
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"0,00","400,00","6.000,00","15,00",1081001,0.0,400.0,6000.0,15.0
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"0,00","529,00","7.935,00","15,00",1081001,0.0,529.0,7935.0,15.0
05,Antioquia,05055,Argelia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","33,00","231,00","7,00",1081001,0.0,33.0,231.0,7.0
05,Antioquia,05055,Argelia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","37,50","262,50","7,00",1081001,0.0,37.5,262.5,7.0
05,Antioquia,05055,Argelia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","8,00","56,00","7,00",1081001,0.0,8.0,56.0,7.0
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025A,Transitorio,"0,00","20,00","40,00","2,00",1010404,0.0,20.0,40.0,2.0
05,Antioquia,05086,Belmira,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025A,Transitorio,"0,00","50,00","450,00","9,00",1080702,0.0,50.0,450.0,9.0
05,Antioquia,05091,Betania,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"0,00","8,00","144,00","18,00",1081001,0.0,8.0,144.0,18.0
05,Antioquia,05091,Betania,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"0,00","5,00","75,00","15,00",1081001,0.0,5.0,75.0,15.0
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"0,00","19,00","13,30","0,70",1060200,0.0,19.0,13.3,0.7
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","19,00","13,30","0,70",1060200,0.0,19.0,13.3,0.7
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","9,00","6,30","0,70",1060200,0.0,9.0,6.3,0.7
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","20,00","14,00","0,70",1060200,0.0,20.0,14.0,0.7
05,Antioquia,05093,Betulia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","23,00","57,50","2,50",1010402,0.0,23.0,57.5,2.5
05,Antioquia,05093,Betulia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","23,00","57,50","2,50",1010402,0.0,23.0,57.5,2.5
05,Antioquia,05093,Betulia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","11,00","27,50","2,50",1010402,0.0,11.0,27.5,2.5
05,Antioquia,05093,Betulia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","30,00","75,00","2,50",1010402,0.0,30.0,75.0,2.5
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2022,2022B,Transitorio,"0,00","4,00","10,00","2,50",1080702,0.0,4.0,10.0,2.5
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2023,2023B,Transitorio,"0,00","4,00","12,00","3,00",1080702,0.0,4.0,12.0,3.0
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2024,2024B,Transitorio,"0,00","2,00","6,00","3,00",1080702,0.0,2.0,6.0,3.0
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025B,Transitorio,"0,00","4,00","12,00","3,00",1080702,0.0,4.0,12.0,3.0
05,Antioquia,05101,Ciudad Bolívar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","40,00","480,00","12,00",1081001,0.0,40.0,480.0,12.0
05,Antioquia,05101,Ciudad Bolívar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","30,00","300,00","10,00",1081001,0.0,30.0,300.0,10.0
05,Antioquia,05101,Ciudad Bolívar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","25,00","300,00","12,00",1081001,0.0,25.0,300.0,12.0
05,Antioquia,05107,Briceño,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"0,00","3,50","3,15","0,90",1010404,0.0,3.5,3.15,0.9
05,Antioquia,05107,Briceño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","12,00","36,00","3,00",1081001,0.0,12.0,36.0,3.0
05,Antioquia,05107,Briceño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","12,00","60,00","5,00",1081001,0.0,12.0,60.0,5.0
05,Antioquia,05107,Briceño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","14,00","70,00","5,00",1081001,0.0,14.0,70.0,5.0
05,Antioquia,05120,Cáceres,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023A,Transitorio,"0,00","127,00","190,50","1,50",1010404,0.0,127.0,190.5,1.5
05,Antioquia,05120,Cáceres,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023A,Transitorio,"0,00","100,00","1.400,00","14,00",1080699,0.0,100.0,1400.0,14.0
05,Antioquia,05120,Cáceres,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","750,00","13.500,00","18,00",1081001,0.0,750.0,13500.0,18.0
05,Antioquia,05120,Cáceres,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","900,00","16.200,00","18,00",1081001,0.0,900.0,16200.0,18.0
05,Antioquia,05125,Caicedo,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2023,2023B,Transitorio,"0,00","0,50","5,00","10,00",1080200,0.0,0.5,5.0,10.0
05,Antioquia,05125,Caicedo,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2024,2024B,Transitorio,"0,00","0,50","5,00","10,00",1080200,0.0,0.5,5.0,10.0
05,Antioquia,05125,Caicedo,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025B,Transitorio,"0,00","0,50","5,00","10,00",1080200,0.0,0.5,5.0,10.0
05,Antioquia,05142,Caracolí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","9,00","54,00","6,00",1081001,0.0,9.0,54.0,6.0
05,Antioquia,05142,Caracolí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","9,00","56,70","6,30",1081001,0.0,9.0,56.7,6.3
05,Antioquia,05142,Caracolí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","9,00","56,70","6,30",1081001,0.0,9.0,56.7,6.3
05,Antioquia,05142,Caracolí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","5,00","31,50","6,30",1081001,0.0,5.0,31.5,6.3
05,Antioquia,05145,Caramanta,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","5,00","50,00","10,00",1081001,0.0,5.0,50.0,10.0
05,Antioquia,05145,Caramanta,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","5,80","58,00","10,00",1081001,0.0,5.8,58.0,10.0
05,Antioquia,05145,Caramanta,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","6,00","60,00","10,00",1081001,0.0,6.0,60.0,10.0
05,Antioquia,05145,Caramanta,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","4,00","40,00","10,00",1081001,0.0,4.0,40.0,10.0
05,Antioquia,05147,Carepa,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","25,00","250,00","10,00",1081001,0.0,25.0,250.0,10.0
05,Antioquia,05147,Carepa,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","25,00","250,00","10,00",1081001,0.0,25.0,250.0,10.0
05,Antioquia,05147,Carepa,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","40,00","400,00","10,00",1081001,0.0,40.0,400.0,10.0
05,Antioquia,05148,El Carmen de Viboral,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2023,2023A,Transitorio,"0,00","15,00","135,00","9,00",1080200,0.0,15.0,135.0,9.0
05,Antioquia,05148,El Carmen de Viboral,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2023,2023B,Transitorio,"0,00","15,00","135,00","9,00",1080200,0.0,15.0,135.0,9.0
05,Antioquia,05154,Caucasia,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2025,2025B,Transitorio,"0,00","10,00","220,00","22,00",1080699,0.0,10.0,220.0,22.0
05,Antioquia,05154,Caucasia,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2023,2023A,Transitorio,"0,00","5,00","125,00","25,00",1052200,0.0,5.0,125.0,25.0
05,Antioquia,05154,Caucasia,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2025,2025A,Transitorio,"0,00","8,00","280,00","35,00",1052200,0.0,8.0,280.0,35.0
05,Antioquia,05154,Caucasia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","215,00","3.440,00","16,00",1081001,0.0,215.0,3440.0,16.0
05,Antioquia,05154,Caucasia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","205,00","3.280,00","16,00",1081001,0.0,205.0,3280.0,16.0
05,Antioquia,05154,Caucasia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca industrial,2025,2025A,Transitorio,"0,00","15,00","360,00","24,00",1081002,0.0,15.0,360.0,24.0
05,Antioquia,05172,Chigorodó,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"0,00","71,00","113,60","1,60",1010404,0.0,71.0,113.6,1.6
05,Antioquia,05172,Chigorodó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","38,00","456,00","12,00",1081001,0.0,38.0,456.0,12.0
05,Antioquia,05172,Chigorodó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","52,00","624,00","12,00",1081001,0.0,52.0,624.0,12.0
05,Antioquia,05190,Cisneros,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024A,Transitorio,"0,00","2,00","2,00","1,00",1010404,0.0,2.0,2.0,1.0
05,Antioquia,05190,Cisneros,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","13,00","104,00","8,00",1081001,0.0,13.0,104.0,8.0
05,Antioquia,05190,Cisneros,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","15,00","120,00","8,00",1081001,0.0,15.0,120.0,8.0
05,Antioquia,05190,Cisneros,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","16,00","128,00","8,00",1081001,0.0,16.0,128.0,8.0
05,Antioquia,05197,Cocorná,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,Transitorio,"0,00","3,00","5,00","1,67",1010102,0.0,3.0,5.0,1.67
05,Antioquia,05197,Cocorná,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","51,50","618,00","12,00",1081001,0.0,51.5,618.0,12.0
05,Antioquia,05197,Cocorná,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","46,50","558,00","12,00",1081001,0.0,46.5,558.0,12.0
05,Antioquia,05197,Cocorná,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","49,00","588,00","12,00",1081001,0.0,49.0,588.0,12.0
05,Antioquia,05197,Cocorná,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","47,00","564,00","12,00",1081001,0.0,47.0,564.0,12.0
05,Antioquia,05209,Concordia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"0,00","15,00","60,00","4,00",1081001,0.0,15.0,60.0,4.0
05,Antioquia,05234,Dabeiba,Hortalizas,Hortalizas de fruto,Ají,Ají,2025,2025B,Transitorio,"0,00","10,00","20,00","2,00",1050300,0.0,10.0,20.0,2.0
05,Antioquia,05234,Dabeiba,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","260,00","4.420,00","17,00",1081001,0.0,260.0,4420.0,17.0
05,Antioquia,05237,Donmatías,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"0,00","1,00","2,00","2,00",1010402,0.0,1.0,2.0,2.0
05,Antioquia,05237,Donmatías,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"0,00","2,00","4,00","2,00",1010404,0.0,2.0,4.0,2.0
05,Antioquia,05237,Donmatías,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025B,Transitorio,"0,00","2,68","26,80","10,00",1080702,0.0,2.68,26.8,10.0
05,Antioquia,05237,Donmatías,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2025,2025B,Transitorio,"0,00","0,50","31,15","62,30",1052901,0.0,0.5,31.15,62.3
05,Antioquia,05237,Donmatías,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","5,40","108,00","20,00",1081001,0.0,5.4,108.0,20.0
05,Antioquia,05240,Ebéjico,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"0,00","5,40","7,78","1,44",1060200,0.0,5.4,7.78,1.44
05,Antioquia,05240,Ebéjico,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","5,50","8,03","1,46",1060200,0.0,5.5,8.03,1.46
05,Antioquia,05240,Ebéjico,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","20,00","29,20","1,46",1060200,0.0,20.0,29.2,1.46
05,Antioquia,05240,Ebéjico,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","25,00","25,52","1,02",1060200,0.0,25.0,25.52,1.02
05,Antioquia,05240,Ebéjico,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","97,00","97,00","1,00",1010402,0.0,97.0,97.0,1.0
05,Antioquia,05240,Ebéjico,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","85,00","127,50","1,50",1010402,0.0,85.0,127.5,1.5
05,Antioquia,05240,Ebéjico,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2022,2022B,Transitorio,"0,00","0,30","9,00","30,00",1052901,0.0,0.3,9.0,30.0
05,Antioquia,05240,Ebéjico,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2023,2023B,Transitorio,"0,00","0,30","9,00","30,00",1052901,0.0,0.3,9.0,30.0
05,Antioquia,05240,Ebéjico,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","6,00","120,00","20,00",1081001,0.0,6.0,120.0,20.0
05,Antioquia,05240,Ebéjico,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","6,00","27,00","4,50",1081001,0.0,6.0,27.0,4.5
05,Antioquia,05240,Ebéjico,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","8,00","36,00","4,50",1081001,0.0,8.0,36.0,4.5
05,Antioquia,05250,El Bagre,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","457,00","3.427,50","7,50",1081001,0.0,457.0,3427.5,7.5
05,Antioquia,05250,El Bagre,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","337,50","2.261,25","6,70",1081001,0.0,337.5,2261.25,6.7
05,Antioquia,05250,El Bagre,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","420,00","2.814,00","6,70",1081001,0.0,420.0,2814.0,6.7
05,Antioquia,05284,Frontino,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","12,75","140,25","11,00",1081001,0.0,12.75,140.25,11.0
05,Antioquia,05284,Frontino,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","15,00","165,00","11,00",1081001,0.0,15.0,165.0,11.0
05,Antioquia,05284,Frontino,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","14,00","154,00","11,00",1081001,0.0,14.0,154.0,11.0
05,Antioquia,05306,Giraldo,Hortalizas,Hortalizas de tallo,Cebolla de rama,Cebolla de rama,2022,2022B,Transitorio,"0,00","1,00","43,00","43,00",1051200,0.0,1.0,43.0,43.0
05,Antioquia,05306,Giraldo,Hortalizas,Hortalizas de tallo,Cebolla de rama,Cebolla de rama,2023,2023B,Transitorio,"0,00","1,25","37,50","30,00",1051200,0.0,1.25,37.5,30.0
05,Antioquia,05306,Giraldo,Hortalizas,Hortalizas de tallo,Cebolla de rama,Cebolla de rama,2024,2024B,Transitorio,"0,00","2,00","60,00","30,00",1051200,0.0,2.0,60.0,30.0
05,Antioquia,05306,Giraldo,Hortalizas,Hortalizas de tallo,Cebolla de rama,Cebolla de rama,2025,2025B,Transitorio,"0,00","2,20","66,00","30,00",1051200,0.0,2.2,66.0,30.0
05,Antioquia,05306,Giraldo,Hortalizas,Hortalizas de hoja,Cilantro,Cilantro,2024,2024B,Transitorio,"0,00","3,00","39,00","13,00",1051300,0.0,3.0,39.0,13.0
05,Antioquia,05306,Giraldo,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"0,00","2,50","2,75","1,10",1060200,0.0,2.5,2.75,1.1
05,Antioquia,05306,Giraldo,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","3,00","3,30","1,10",1060200,0.0,3.0,3.3,1.1
05,Antioquia,05306,Giraldo,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","4,00","4,40","1,10",1060200,0.0,4.0,4.4,1.1
05,Antioquia,05306,Giraldo,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","4,30","4,73","1,10",1060200,0.0,4.3,4.73,1.1
05,Antioquia,05306,Giraldo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","1,00","0,90","0,90",1010402,0.0,1.0,0.9,0.9
05,Antioquia,05306,Giraldo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","1,50","1,35","0,90",1010402,0.0,1.5,1.35,0.9
05,Antioquia,05306,Giraldo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","2,00","1,80","0,90",1010402,0.0,2.0,1.8,0.9
05,Antioquia,05306,Giraldo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","2,50","2,25","0,90",1010402,0.0,2.5,2.25,0.9
05,Antioquia,05306,Giraldo,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2022,2022B,Transitorio,"0,00","1,00","17,00","17,00",1052901,0.0,1.0,17.0,17.0
05,Antioquia,05310,Gómez Plata,Hortalizas,Hortalizas de fruto,Tomate,Tomate invernadero,2023,2023A,Transitorio,"0,00","1,65","33,00","20,00",1052902,0.0,1.65,33.0,20.0
05,Antioquia,05310,Gómez Plata,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","28,00","266,00","9,50",1081001,0.0,28.0,266.0,9.5
05,Antioquia,05315,Guadalupe,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","28,00","42,00","1,50",1060200,0.0,28.0,42.0,1.5
05,Antioquia,05315,Guadalupe,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","25,00","87,50","3,50",1010402,0.0,25.0,87.5,3.5
05,Antioquia,05315,Guadalupe,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025A,Transitorio,"0,00","2,50","8,75","3,50",1010404,0.0,2.5,8.75,3.5
05,Antioquia,05347,Heliconia,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","4,50","5,08","1,13",1060200,0.0,4.5,5.08,1.13
05,Antioquia,05347,Heliconia,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","4,00","5,20","1,30",1060200,0.0,4.0,5.2,1.3
05,Antioquia,05347,Heliconia,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"0,00","1,00","1,68","1,68",1010404,0.0,1.0,1.68,1.68
