Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,Código del cultivo,area_sembrada_num,area_cosechada_num,diferencia_ha,ratio_cosechada_sembrada
13,Bolívar,13673,Santa Catalina,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023B,Transitorio,"0,00","8,00","32,00","4,00",1080699,0.0,8.0,8.0,inf
13,Bolívar,13673,Santa Catalina,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2024,2024B,Transitorio,"0,00","50,00","200,00","4,00",1080699,0.0,50.0,50.0,inf
13,Bolívar,13673,Santa Catalina,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"250,00","400,00","3.600,00","9,00",1081001,250.0,400.0,150.0,1.6
13,Bolívar,13673,Santa Catalina,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"200,00","300,00","2.700,00","9,00",1081001,200.0,300.0,100.0,1.5
13,Bolívar,13683,Santa Rosa,Cereales,Cereales,Arroz,Arroz secano manual,2025,2025B,Transitorio,"8,00","19,00","58,79","3,09",1010102,8.0,19.0,11.0,2.375
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Berenjena,Berenjena,2022,2022B,Transitorio,"18,00","37,00","296,00","8,00",1050800,18.0,37.0,19.0,2.0555555555555554
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Berenjena,Berenjena,2023,2023B,Transitorio,"14,00","90,00","720,00","8,00",1050800,14.0,90.0,76.0,6.428571428571429
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Berenjena,Berenjena,2024,2024B,Transitorio,"10,00","60,00","480,00","8,00",1050800,10.0,60.0,50.0,6.0
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Berenjena,Berenjena,2025,2025B,Transitorio,"12,00","100,00","1.200,00","12,00",1050800,12.0,100.0,88.0,8.333333333333334
13,Bolívar,13683,Santa Rosa,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"6,00","14,00","14,69","1,05",1060200,6.0,14.0,8.0,2.3333333333333335
13,Bolívar,13683,Santa Rosa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"70,00","186,00","279,00","1,50",1010402,70.0,186.0,116.0,2.657142857142857
13,Bolívar,13683,Santa Rosa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"55,00","196,00","431,20","2,20",1010402,55.0,196.0,141.0,3.5636363636363635
13,Bolívar,13683,Santa Rosa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"64,00","160,00","98,44","0,62",1010402,64.0,160.0,96.0,2.5
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Melón,Melón,2022,2022A,Transitorio,"0,00","13,00","117,00","9,00",1052000,0.0,13.0,13.0,inf
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Melón,Melón,2023,2023A,Transitorio,"18,00","22,00","198,00","9,00",1052000,18.0,22.0,4.0,1.2222222222222223
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Melón,Melón,2025,2025A,Transitorio,"20,00","24,00","216,00","9,00",1052000,20.0,24.0,4.0,1.2
13,Bolívar,13683,Santa Rosa,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2025,2025B,Transitorio,"5,00","40,00","480,00","12,00",1080699,5.0,40.0,35.0,8.0
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2022,2022A,Transitorio,"7,00","12,00","96,00","8,00",1052200,7.0,12.0,5.0,1.7142857142857142
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2023,2023A,Transitorio,"14,00","18,00","144,00","8,00",1052200,14.0,18.0,4.0,1.2857142857142858
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2025,2025A,Transitorio,"15,00","20,00","160,00","8,00",1052200,15.0,20.0,5.0,1.3333333333333333
13,Bolívar,13683,Santa Rosa,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2025,2025A,Transitorio,"0,00","1,00","8,00","8,00",1052901,0.0,1.0,1.0,inf
13,Bolívar,13683,Santa Rosa,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"34,00","85,00","850,00","10,00",1081001,34.0,85.0,51.0,2.5
13,Bolívar,13683,Santa Rosa,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"20,00","118,00","1.416,00","12,00",1081001,20.0,118.0,98.0,5.9
13,Bolívar,13683,Santa Rosa,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"80,00","250,00","3.000,00","12,00",1081001,80.0,250.0,170.0,3.125
13,Bolívar,13688,Santa Rosa del Sur,Cereales,Cereales,Arroz,Arroz secano manual,2025,2025A,Transitorio,"20,00","110,00","176,00","1,60",1010102,20.0,110.0,90.0,5.5
13,Bolívar,13688,Santa Rosa del Sur,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"200,00","258,00","206,40","0,80",1060200,200.0,258.0,58.0,1.29
13,Bolívar,13688,Santa Rosa del Sur,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"100,00","190,00","93,01","0,49",1060200,100.0,190.0,90.0,1.9
13,Bolívar,13688,Santa Rosa del Sur,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"525,00","1.124,00","1.686,00","1,50",1010402,525.0,1124.0,599.0,2.140952380952381
13,Bolívar,13688,Santa Rosa del Sur,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024A,Transitorio,"428,00","450,00","675,00","1,50",1010402,428.0,450.0,22.0,1.0514018691588785
13,Bolívar,13688,Santa Rosa del Sur,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"427,00","445,00","667,50","1,50",1010402,427.0,445.0,18.0,1.0421545667447307
13,Bolívar,13688,Santa Rosa del Sur,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2024,2024B,Transitorio,"15,00","20,00","80,00","4,00",1052901,15.0,20.0,5.0,1.3333333333333333
13,Bolívar,13688,Santa Rosa del Sur,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2025,2025A,Transitorio,"0,00","10,00","40,00","4,00",1052901,0.0,10.0,10.0,inf
13,Bolívar,13688,Santa Rosa del Sur,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"500,00","574,00","8.610,00","15,00",1081001,500.0,574.0,74.0,1.148
13,Bolívar,13688,Santa Rosa del Sur,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"323,00","500,00","7.500,00","15,00",1081001,323.0,500.0,177.0,1.5479876160990713
13,Bolívar,13688,Santa Rosa del Sur,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"150,00","323,00","4.845,00","15,00",1081001,150.0,323.0,173.0,2.1533333333333333
13,Bolívar,13688,Santa Rosa del Sur,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"70,00","150,00","1.800,00","12,00",1081001,70.0,150.0,80.0,2.142857142857143
13,Bolívar,13744,Simití,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,Transitorio,"25,00","150,00","535,50","3,57",1010102,25.0,150.0,125.0,6.0
13,Bolívar,13744,Simití,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023B,Transitorio,"50,00","200,00","714,00","3,57",1010102,50.0,200.0,150.0,4.0
13,Bolívar,13744,Simití,Cereales,Cereales,Arroz,Arroz secano manual,2024,2024B,Transitorio,"60,00","150,00","535,50","3,57",1010102,60.0,150.0,90.0,2.5
13,Bolívar,13744,Simití,Cereales,Cereales,Arroz,Arroz secano manual,2025,2025B,Transitorio,"71,00","166,00","498,00","3,00",1010102,71.0,166.0,95.0,2.3380281690140845
13,Bolívar,13744,Simití,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022A,Transitorio,"5,00","11,00","45,82","4,17",1010103,5.0,11.0,6.0,2.2
13,Bolívar,13744,Simití,Cereales,Cereales,Arroz,Arroz secano mecanizado,2024,2024A,Transitorio,"5,00","7,00","29,15","4,16",1010103,5.0,7.0,2.0,1.4
13,Bolívar,13744,Simití,Cereales,Cereales,Arroz,Arroz secano mecanizado,2024,2024B,Transitorio,"4,00","5,00","20,82","4,16",1010103,4.0,5.0,1.0,1.25
13,Bolívar,13744,Simití,Cereales,Cereales,Arroz,Arroz secano mecanizado,2025,2025B,Transitorio,"7,00","12,00","42,00","3,50",1010103,7.0,12.0,5.0,1.7142857142857142
13,Bolívar,13744,Simití,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"60,00","110,00","308,00","2,80",1010402,60.0,110.0,50.0,1.8333333333333333
13,Bolívar,13744,Simití,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"40,00","60,00","168,00","2,80",1010402,40.0,60.0,20.0,1.5
13,Bolívar,13744,Simití,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"180,00","200,00","560,00","2,80",1010402,180.0,200.0,20.0,1.1111111111111112
13,Bolívar,13744,Simití,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"300,00","420,00","1.176,00","2,80",1010402,300.0,420.0,120.0,1.4
13,Bolívar,13744,Simití,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"30,00","109,00","305,20","2,80",1010404,30.0,109.0,79.0,3.6333333333333333
13,Bolívar,13744,Simití,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"20,00","30,00","84,00","2,80",1010404,20.0,30.0,10.0,1.5
13,Bolívar,13744,Simití,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024B,Transitorio,"25,00","30,00","23,49","0,78",1010404,25.0,30.0,5.0,1.2
13,Bolívar,13744,Simití,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025B,Transitorio,"35,00","60,00","168,00","2,80",1010404,35.0,60.0,25.0,1.7142857142857142
13,Bolívar,13744,Simití,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"20,00","60,00","600,00","10,00",1081001,20.0,60.0,40.0,3.0
13,Bolívar,13744,Simití,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"40,00","80,00","800,00","10,00",1081001,40.0,80.0,40.0,2.0
13,Bolívar,13744,Simití,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"65,00","140,00","1.400,00","10,00",1081001,65.0,140.0,75.0,2.1538461538461537
13,Bolívar,13760,Soplaviento,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"52,00","65,00","325,00","5,00",1081001,52.0,65.0,13.0,1.25
13,Bolívar,13760,Soplaviento,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"90,00","120,00","600,00","5,00",1081001,90.0,120.0,30.0,1.3333333333333333
13,Bolívar,13760,Soplaviento,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"100,00","120,00","600,00","5,00",1081001,100.0,120.0,20.0,1.2
13,Bolívar,13760,Soplaviento,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"100,00","115,00","575,00","5,00",1081001,100.0,115.0,15.0,1.15
13,Bolívar,13780,Talaigua Nuevo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"45,00","150,00","225,00","1,50",1010402,45.0,150.0,105.0,3.3333333333333335
13,Bolívar,13780,Talaigua Nuevo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,Transitorio,"35,00","45,00","67,50","1,50",1010402,35.0,45.0,10.0,1.2857142857142858
13,Bolívar,13780,Talaigua Nuevo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"10,00","35,00","52,50","1,50",1010402,10.0,35.0,25.0,3.5
13,Bolívar,13780,Talaigua Nuevo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","20,00","8,39","0,42",1010402,0.0,20.0,20.0,inf
13,Bolívar,13780,Talaigua Nuevo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"50,00","100,00","190,00","1,90",1010402,50.0,100.0,50.0,2.0
13,Bolívar,13780,Talaigua Nuevo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"11,00","150,00","270,00","1,80",1010404,11.0,150.0,139.0,13.636363636363637
13,Bolívar,13780,Talaigua Nuevo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"10,00","11,00","19,80","1,80",1010404,10.0,11.0,1.0,1.1
13,Bolívar,13780,Talaigua Nuevo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023A,Transitorio,"0,00","10,00","15,00","1,50",1010404,0.0,10.0,10.0,inf
13,Bolívar,13780,Talaigua Nuevo,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","150,00","1.200,00","8,00",1081001,0.0,150.0,150.0,inf
13,Bolívar,13780,Talaigua Nuevo,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","150,00","675,00","4,50",1081001,0.0,150.0,150.0,inf
13,Bolívar,13780,Talaigua Nuevo,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","190,00","855,00","4,50",1081001,0.0,190.0,190.0,inf
13,Bolívar,13780,Talaigua Nuevo,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","170,00","765,00","4,50",1081001,0.0,170.0,170.0,inf
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,Transitorio,"900,00","1.500,00","3.450,00","2,30",1010102,900.0,1500.0,600.0,1.6666666666666667
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023B,Transitorio,"950,00","1.850,00","4.255,00","2,30",1010102,950.0,1850.0,900.0,1.9473684210526316
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Arroz,Arroz secano manual,2025,2025B,Transitorio,"460,00","910,00","1.624,35","1,78",1010102,460.0,910.0,450.0,1.9782608695652173
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Arroz,Arroz secano mecanizado,2025,2025B,Transitorio,"160,00","300,00","1.249,50","4,16",1010103,160.0,300.0,140.0,1.875
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"45,00","160,00","320,00","2,00",1010402,45.0,160.0,115.0,3.5555555555555554
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"60,00","180,00","360,00","2,00",1010402,60.0,180.0,120.0,3.0
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"180,00","455,00","819,00","1,80",1010402,180.0,455.0,275.0,2.5277777777777777
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"45,00","173,00","346,00","2,00",1010404,45.0,173.0,128.0,3.8444444444444446
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,Transitorio,"40,00","165,00","330,00","2,00",1010404,40.0,165.0,125.0,4.125
13,Bolívar,13810,Tiquisio,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025B,Transitorio,"3,00","5,50","9,90","1,80",1010404,3.0,5.5,2.5,1.8333333333333333
13,Bolívar,13810,Tiquisio,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023A,Transitorio,"80,00","95,00","1.045,00","11,00",1080699,80.0,95.0,15.0,1.1875
13,Bolívar,13810,Tiquisio,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2025,2025A,Transitorio,"80,00","85,00","935,00","11,00",1080699,80.0,85.0,5.0,1.0625
13,Bolívar,13810,Tiquisio,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2025,2025B,Transitorio,"0,00","80,00","880,00","11,00",1080699,0.0,80.0,80.0,inf
13,Bolívar,13810,Tiquisio,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","125,00","1.500,00","12,00",1081001,0.0,125.0,125.0,inf
13,Bolívar,13810,Tiquisio,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","140,00","1.680,00","12,00",1081001,0.0,140.0,140.0,inf
13,Bolívar,13810,Tiquisio,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","183,00","2.196,00","12,00",1081001,0.0,183.0,183.0,inf
13,Bolívar,13810,Tiquisio,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","195,00","2.340,00","12,00",1081001,0.0,195.0,195.0,inf
13,Bolívar,13836,Turbaco,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"300,00","600,00","899,39","1,50",1010402,300.0,600.0,300.0,2.0
13,Bolívar,13836,Turbaco,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022B,Transitorio,"0,00","369,00","1.291,50","3,50",1080699,0.0,369.0,369.0,inf
13,Bolívar,13836,Turbaco,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023B,Transitorio,"0,00","234,00","819,00","3,50",1080699,0.0,234.0,234.0,inf
13,Bolívar,13836,Turbaco,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2024,2024B,Transitorio,"0,00","390,00","1.365,00","3,50",1080699,0.0,390.0,390.0,inf
13,Bolívar,13836,Turbaco,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2025,2025B,Transitorio,"0,00","404,00","1.414,00","3,50",1080699,0.0,404.0,404.0,inf
13,Bolívar,13836,Turbaco,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"250,00","600,00","2.400,00","4,00",1081001,250.0,600.0,350.0,2.4
13,Bolívar,13836,Turbaco,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","756,00","3.024,00","4,00",1081001,0.0,756.0,756.0,inf
13,Bolívar,13836,Turbaco,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","860,00","3.440,00","4,00",1081001,0.0,860.0,860.0,inf
13,Bolívar,13836,Turbaco,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","945,00","3.780,00","4,00",1081001,0.0,945.0,945.0,inf
13,Bolívar,13838,Turbaná,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"270,00","450,00","450,00","1,00",1010402,270.0,450.0,180.0,1.6666666666666667
13,Bolívar,13838,Turbaná,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,Transitorio,"257,70","420,00","420,00","1,00",1010402,257.7,420.0,162.3,1.6298020954598371
13,Bolívar,13838,Turbaná,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024A,Transitorio,"300,00","539,30","701,09","1,30",1010402,300.0,539.3,239.29999999999995,1.7976666666666665
13,Bolívar,13838,Turbaná,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"270,00","300,00","300,00","1,00",1010404,270.0,300.0,30.0,1.1111111111111112
13,Bolívar,13838,Turbaná,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023A,Transitorio,"257,70","300,00","300,00","1,00",1010404,257.7,300.0,42.30000000000001,1.1641443538998837
13,Bolívar,13838,Turbaná,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,Transitorio,"196,20","257,70","257,70","1,00",1010404,196.2,257.7,61.5,1.3134556574923548
13,Bolívar,13838,Turbaná,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024A,Transitorio,"185,20","196,20","196,20","1,00",1010404,185.2,196.2,11.0,1.0593952483801297
13,Bolívar,13838,Turbaná,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"250,00","450,00","4.500,00","10,00",1081001,250.0,450.0,200.0,1.8
13,Bolívar,13838,Turbaná,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"189,45","442,05","4.420,50","10,00",1081001,189.45,442.05,252.60000000000002,2.3333333333333335
13,Bolívar,13838,Turbaná,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"185,45","189,45","1.894,50","10,00",1081001,185.45,189.45,4.0,1.0215691561067672
13,Bolívar,13838,Turbaná,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"170,00","178,00","1.780,00","10,00",1081001,170.0,178.0,8.0,1.0470588235294118
13,Bolívar,13873,Villanueva,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024A,Transitorio,"1.400,00","1.500,00","1.500,00","1,00",1010404,1400.0,1500.0,100.0,1.0714285714285714
13,Bolívar,13873,Villanueva,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023A,Transitorio,"576,00","610,00","6.100,00","10,00",1080699,576.0,610.0,34.0,1.0590277777777777
13,Bolívar,13873,Villanueva,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2025,2025B,Transitorio,"510,00","525,00","5.250,00","10,00",1080699,510.0,525.0,15.0,1.0294117647058822
13,Bolívar,13873,Villanueva,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"930,00","2.720,00","21.760,00","8,00",1081001,930.0,2720.0,1790.0,2.924731182795699
13,Bolívar,13873,Villanueva,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"1.000,00","2.800,00","19.600,00","7,00",1081001,1000.0,2800.0,1800.0,2.8
13,Bolívar,13894,Zambrano,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2022,2022B,Transitorio,"20,00","45,00","540,00","12,00",1050200,20.0,45.0,25.0,2.25
13,Bolívar,13894,Zambrano,Oleaginosas,Oleaginosas,Ajonjolí,Ajonjolí,2022,2022B,Transitorio,"0,00","45,00","45,00","1,00",1070100,0.0,45.0,45.0,inf
13,Bolívar,13894,Zambrano,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"180,00","250,00","500,00","2,00",1060200,180.0,250.0,70.0,1.3888888888888888
13,Bolívar,13894,Zambrano,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"210,00","330,00","330,00","1,00",1060200,210.0,330.0,120.0,1.5714285714285714
13,Bolívar,13894,Zambrano,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"350,00","360,00","216,00","0,60",1010402,350.0,360.0,10.0,1.0285714285714285
13,Bolívar,13894,Zambrano,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"300,00","360,00","684,00","1,90",1010404,300.0,360.0,60.0,1.2
13,Bolívar,13894,Zambrano,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Tabaco,Tabaco,2022,2022B,Transitorio,"0,00","20,00","40,00","2,00",1030700,0.0,20.0,20.0,inf
13,Bolívar,13894,Zambrano,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Tabaco,Tabaco,2025,2025A,Transitorio,"35,00","150,00","270,00","1,80",1030700,35.0,150.0,115.0,4.285714285714286
13,Bolívar,13894,Zambrano,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"370,00","1.000,00","4.000,00","4,00",1081001,370.0,1000.0,630.0,2.7027027027027026
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2022,2022A,Transitorio,"160,00","180,00","4.500,00","25,00",1080200,160.0,180.0,20.0,1.125
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2023,2023A,Transitorio,"50,00","150,00","3.750,00","25,00",1080200,50.0,150.0,100.0,3.0
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2024,2024A,Transitorio,"20,00","50,00","1.250,00","25,00",1080200,20.0,50.0,30.0,2.5
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025A,Transitorio,"15,00","20,00","500,00","25,00",1080200,15.0,20.0,5.0,1.3333333333333333
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025B,Transitorio,"20,00","40,00","1.000,00","25,00",1080200,20.0,40.0,20.0,2.0
15,Boyacá,15001,Tunja,Cereales,Cereales,Avena,Avena,2022,2022B,Transitorio,"40,00","77,00","231,00","3,00",1010200,40.0,77.0,37.0,1.925
15,Boyacá,15001,Tunja,Cereales,Cereales,Cebada,Cebada,2022,2022B,Transitorio,"30,00","48,00","144,00","3,00",1010300,30.0,48.0,18.0,1.6
15,Boyacá,15001,Tunja,Hortalizas,Hortalizas de raíz,Cebolla de bulbo,Cebolla de bulbo,2022,2022B,Transitorio,"80,00","90,00","1.800,00","20,00",1051100,80.0,90.0,10.0,1.125
15,Boyacá,15001,Tunja,Hortalizas,Hortalizas de raíz,Cebolla de bulbo,Cebolla de bulbo,2023,2023A,Transitorio,"40,00","75,00","1.725,00","23,00",1051100,40.0,75.0,35.0,1.875
15,Boyacá,15001,Tunja,Hortalizas,Hortalizas de raíz,Cebolla de bulbo,Cebolla de bulbo,2024,2024B,Transitorio,"60,00","70,00","1.610,00","23,00",1051100,60.0,70.0,10.0,1.1666666666666667
15,Boyacá,15001,Tunja,Hortalizas,Hortalizas de raíz,Cebolla de bulbo,Cebolla de bulbo,2025,2025A,Transitorio,"30,00","60,00","1.380,00","23,00",1051100,30.0,60.0,30.0,2.0
15,Boyacá,15001,Tunja,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","5,00","5,24","1,05",1060200,0.0,5.0,5.0,inf
