Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,Código del cultivo,area_sembrada_num,area_cosechada_num,diferencia_ha,ratio_cosechada_sembrada
52,Nariño,52381,La Florida,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025B,Transitorio,"0,00","20,00","17,00","0,85",1010404,0.0,20.0,20.0,inf
52,Nariño,52381,La Florida,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025A,Transitorio,"2,50","4,50","45,00","10,00",1080702,2.5,4.5,2.0,1.8
52,Nariño,52381,La Florida,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023B,Transitorio,"2,00","8,00","112,00","14,00",1080701,2.0,8.0,6.0,4.0
52,Nariño,52381,La Florida,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","14,00","70,00","5,00",1081001,0.0,14.0,14.0,inf
52,Nariño,52381,La Florida,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,50","15,00","180,00","12,00",1081001,0.5,15.0,14.5,30.0
52,Nariño,52385,La Llanada,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025A,Transitorio,"1,00","1,20","5,40","4,50",1080200,1.0,1.2,0.19999999999999996,1.2
52,Nariño,52385,La Llanada,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"14,00","17,20","20,64","1,20",1060200,14.0,17.2,3.1999999999999993,1.2285714285714284
52,Nariño,52385,La Llanada,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"13,00","17,00","20,40","1,20",1060200,13.0,17.0,4.0,1.3076923076923077
52,Nariño,52385,La Llanada,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"14,00","15,00","18,00","1,20",1060200,14.0,15.0,1.0,1.0714285714285714
52,Nariño,52385,La Llanada,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"14,00","15,00","18,00","1,20",1060200,14.0,15.0,1.0,1.0714285714285714
52,Nariño,52385,La Llanada,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"3,00","9,00","27,00","3,00",1081001,3.0,9.0,6.0,3.0
52,Nariño,52385,La Llanada,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"3,00","9,00","27,00","3,00",1081001,3.0,9.0,6.0,3.0
52,Nariño,52385,La Llanada,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"5,00","8,00","32,00","4,00",1081001,5.0,8.0,3.0,1.6
52,Nariño,52385,La Llanada,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"3,50","8,50","59,50","7,00",1081001,3.5,8.5,5.0,2.4285714285714284
52,Nariño,52390,La Tola,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2024,2024A,Transitorio,"5,00","6,00","24,00","4,00",1080400,5.0,6.0,1.0,1.2
52,Nariño,52390,La Tola,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2024,2024A,Transitorio,"5,00","9,00","54,00","6,00",1080699,5.0,9.0,4.0,1.8
52,Nariño,52399,La Unión,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024A,Transitorio,"0,00","40,00","69,93","1,75",1060200,0.0,40.0,40.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022A,Transitorio,"220,00","250,00","725,00","2,90",1010401,220.0,250.0,30.0,1.1363636363636365
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023A,Transitorio,"220,00","225,00","652,50","2,90",1010401,220.0,225.0,5.0,1.0227272727272727
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024A,Transitorio,"0,00","225,00","652,50","2,90",1010401,0.0,225.0,225.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2025,2025A,Transitorio,"0,00","20,00","60,00","3,00",1010401,0.0,20.0,20.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","50,00","100,00","2,00",1010402,0.0,50.0,50.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","52,00","98,80","1,90",1010402,0.0,52.0,52.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"0,00","30,00","36,00","1,20",1010402,0.0,30.0,30.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2024,2024A,Transitorio,"0,00","52,00","156,00","3,00",1010403,0.0,52.0,52.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2025,2025B,Transitorio,"0,00","10,00","8,39","0,84",1010403,0.0,10.0,10.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"0,00","20,00","40,00","2,00",1010404,0.0,20.0,20.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,Transitorio,"20,00","25,00","40,00","1,60",1010404,20.0,25.0,5.0,1.25
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024A,Transitorio,"0,00","20,00","32,00","1,60",1010404,0.0,20.0,20.0,inf
52,Nariño,52399,La Unión,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025B,Transitorio,"0,00","20,00","32,00","1,60",1010404,0.0,20.0,20.0,inf
52,Nariño,52399,La Unión,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2024,2024A,Transitorio,"0,00","5,00","35,00","7,00",1052901,0.0,5.0,5.0,inf
52,Nariño,52399,La Unión,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"17,00","20,00","160,00","8,00",1081001,17.0,20.0,3.0,1.1764705882352942
52,Nariño,52399,La Unión,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"10,00","35,00","280,00","8,00",1081001,10.0,35.0,25.0,3.5
52,Nariño,52399,La Unión,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"10,00","15,00","120,00","8,00",1081001,10.0,15.0,5.0,1.5
52,Nariño,52405,Leiva,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2024,2024A,Transitorio,"1,00","1,50","16,50","11,00",1080200,1.0,1.5,0.5,1.5
52,Nariño,52405,Leiva,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025B,Transitorio,"1,00","2,00","22,00","11,00",1080200,1.0,2.0,1.0,2.0
52,Nariño,52405,Leiva,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"7,00","8,00","16,22","2,03",1060200,7.0,8.0,1.0,1.1428571428571428
52,Nariño,52405,Leiva,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"4,00","8,00","8,95","1,12",1060200,4.0,8.0,4.0,2.0
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"23,00","25,00","52,50","2,10",1010402,23.0,25.0,2.0,1.0869565217391304
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"19,00","22,00","12,92","0,59",1010402,19.0,22.0,3.0,1.1578947368421053
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,Transitorio,"10,00","19,00","17,00","0,89",1010402,10.0,19.0,9.0,1.9
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"9,00","10,00","7,55","0,76",1010402,9.0,10.0,1.0,1.1111111111111112
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024A,Transitorio,"6,00","9,00","7,55","0,84",1010402,6.0,9.0,3.0,1.5
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"6,00","8,00","5,59","0,70",1010402,6.0,8.0,2.0,1.3333333333333333
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"6,00","7,00","14,00","2,00",1010404,6.0,7.0,1.0,1.1666666666666667
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,Transitorio,"5,00","6,00","4,53","0,76",1010404,5.0,6.0,1.0,1.2
52,Nariño,52405,Leiva,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024A,Transitorio,"4,00","5,00","4,19","0,84",1010404,4.0,5.0,1.0,1.25
52,Nariño,52405,Leiva,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"8,00","15,00","30,00","2,00",1081001,8.0,15.0,7.0,1.875
52,Nariño,52405,Leiva,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"7,00","8,00","96,00","12,00",1081001,7.0,8.0,1.0,1.1428571428571428
52,Nariño,52411,Linares,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025B,Transitorio,"5,00","10,00","70,00","7,00",1080200,5.0,10.0,5.0,2.0
52,Nariño,52411,Linares,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"300,00","500,00","500,00","1,00",1060200,300.0,500.0,200.0,1.6666666666666667
52,Nariño,52411,Linares,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"250,00","400,00","279,72","0,70",1060200,250.0,400.0,150.0,1.6
52,Nariño,52411,Linares,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023A,Transitorio,"245,00","260,00","780,00","3,00",1010401,245.0,260.0,15.0,1.0612244897959184
52,Nariño,52411,Linares,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024A,Transitorio,"243,00","265,00","795,00","3,00",1010401,243.0,265.0,22.0,1.0905349794238683
52,Nariño,52411,Linares,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024B,Transitorio,"200,00","243,00","729,00","3,00",1010401,200.0,243.0,43.0,1.215
52,Nariño,52411,Linares,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2025,2025B,Transitorio,"200,00","243,00","680,40","2,80",1010401,200.0,243.0,43.0,1.215
52,Nariño,52411,Linares,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,Transitorio,"130,00","140,00","280,00","2,00",1010402,130.0,140.0,10.0,1.0769230769230769
52,Nariño,52411,Linares,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024A,Transitorio,"125,00","143,00","286,00","2,00",1010402,125.0,143.0,18.0,1.144
52,Nariño,52411,Linares,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"100,00","125,00","112,50","0,90",1010402,100.0,125.0,25.0,1.25
52,Nariño,52411,Linares,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"100,00","125,00","200,00","1,60",1010402,100.0,125.0,25.0,1.25
52,Nariño,52411,Linares,Leguminosas,Leguminosas,Maní,Maní,2024,2024B,Transitorio,"40,00","90,00","90,00","1,00",1060700,40.0,90.0,50.0,2.25
52,Nariño,52411,Linares,Leguminosas,Leguminosas,Maní,Maní,2025,2025B,Transitorio,"40,00","70,00","80,50","1,15",1060700,40.0,70.0,30.0,1.75
52,Nariño,52411,Linares,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","88,00","1.760,00","20,00",1081001,0.0,88.0,88.0,inf
52,Nariño,52411,Linares,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"20,00","88,00","1.584,00","18,00",1081001,20.0,88.0,68.0,4.4
52,Nariño,52411,Linares,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"20,00","50,00","750,00","15,00",1081001,20.0,50.0,30.0,2.5
52,Nariño,52411,Linares,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"20,00","60,00","900,00","15,00",1081001,20.0,60.0,40.0,3.0
52,Nariño,52418,Los Andes,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025B,Transitorio,"0,00","2,00","18,00","9,00",1080200,0.0,2.0,2.0,inf
52,Nariño,52418,Los Andes,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"0,00","26,50","33,13","1,25",1060200,0.0,26.5,26.5,inf
52,Nariño,52418,Los Andes,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","25,00","25,00","1,00",1060200,0.0,25.0,25.0,inf
52,Nariño,52418,Los Andes,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"10,00","12,00","10,80","0,90",1060200,10.0,12.0,2.0,1.2
52,Nariño,52418,Los Andes,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2025,2025A,Transitorio,"10,00","12,00","14,40","1,20",1010401,10.0,12.0,2.0,1.2
52,Nariño,52418,Los Andes,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022B,Transitorio,"0,00","4,00","36,00","9,00",1080701,0.0,4.0,4.0,inf
52,Nariño,52418,Los Andes,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023B,Transitorio,"0,00","4,00","32,00","8,00",1080701,0.0,4.0,4.0,inf
52,Nariño,52418,Los Andes,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"0,00","2,00","18,00","9,00",1080701,0.0,2.0,2.0,inf
52,Nariño,52418,Los Andes,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","9,00","49,50","5,50",1081001,0.0,9.0,9.0,inf
52,Nariño,52418,Los Andes,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","10,00","55,00","5,50",1081001,0.0,10.0,10.0,inf
52,Nariño,52427,Magüí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","5,00","45,00","9,00",1081001,0.0,5.0,5.0,inf
52,Nariño,52427,Magüí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"80,00","100,00","1.000,00","10,00",1081001,80.0,100.0,20.0,1.25
52,Nariño,52435,Mallama,Leguminosas,Leguminosas,Haba,Haba,2022,2022A,Transitorio,"6,00","8,00","17,70","2,21",1060500,6.0,8.0,2.0,1.3333333333333333
52,Nariño,52435,Mallama,Leguminosas,Leguminosas,Haba,Haba,2022,2022B,Transitorio,"1,00","6,00","13,27","2,21",1060500,1.0,6.0,5.0,6.0
52,Nariño,52435,Mallama,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025A,Transitorio,"75,00","80,00","800,00","10,00",1080701,75.0,80.0,5.0,1.0666666666666667
52,Nariño,52435,Mallama,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"5,00","20,00","64,00","3,20",1081001,5.0,20.0,15.0,4.0
52,Nariño,52473,Mosquera,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2022,2022B,Transitorio,"0,00","5,00","20,00","4,00",1080400,0.0,5.0,5.0,inf
52,Nariño,52473,Mosquera,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2023,2023B,Transitorio,"0,00","6,00","24,00","4,00",1080400,0.0,6.0,6.0,inf
52,Nariño,52473,Mosquera,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2025,2025B,Transitorio,"0,00","4,00","12,00","3,00",1080400,0.0,4.0,4.0,inf
52,Nariño,52473,Mosquera,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"5,00","6,80","34,00","5,00",1081001,5.0,6.8,1.7999999999999998,1.3599999999999999
52,Nariño,52473,Mosquera,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"3,00","10,00","10,00","1,00",1081001,3.0,10.0,7.0,3.3333333333333335
52,Nariño,52473,Mosquera,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"3,00","9,00","45,00","5,00",1081001,3.0,9.0,6.0,3.0
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2022,2022B,Transitorio,"0,00","2,00","3,40","1,70",1080200,0.0,2.0,2.0,inf
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2023,2023B,Transitorio,"1,00","2,00","20,00","10,00",1080200,1.0,2.0,1.0,2.0
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2024,2024A,Transitorio,"0,00","1,00","10,00","10,00",1080200,0.0,1.0,1.0,inf
52,Nariño,52480,Nariño,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"0,00","2,00","2,40","1,20",1060200,0.0,2.0,2.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022A,Transitorio,"0,00","17,50","43,75","2,50",1010401,0.0,17.5,17.5,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023A,Transitorio,"0,00","18,00","36,00","2,00",1010401,0.0,18.0,18.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024A,Transitorio,"0,00","9,00","18,00","2,00",1010401,0.0,9.0,9.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","11,50","17,25","1,50",1010402,0.0,11.5,11.5,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","12,00","24,00","2,00",1010402,0.0,12.0,12.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","7,00","10,50","1,50",1010402,0.0,7.0,7.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2022,2022A,Transitorio,"0,00","2,00","4,00","2,00",1010403,0.0,2.0,2.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2023,2023A,Transitorio,"0,00","2,00","4,00","2,00",1010403,0.0,2.0,2.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2024,2024A,Transitorio,"0,00","1,00","2,00","2,00",1010403,0.0,1.0,1.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2025,2025A,Transitorio,"0,00","1,00","2,00","2,00",1010403,0.0,1.0,1.0,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"0,00","5,50","8,25","1,50",1010404,0.0,5.5,5.5,inf
52,Nariño,52480,Nariño,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,Transitorio,"0,00","6,00","9,00","1,50",1010404,0.0,6.0,6.0,inf
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022A,Transitorio,"12,00","13,00","169,00","13,00",1080701,12.0,13.0,1.0,1.0833333333333333
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023A,Transitorio,"6,00","15,00","180,00","12,00",1080701,6.0,15.0,9.0,2.5
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024A,Transitorio,"0,00","10,00","100,00","10,00",1080701,0.0,10.0,10.0,inf
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025A,Transitorio,"1,50","6,00","72,00","12,00",1080701,1.5,6.0,4.5,4.0
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025B,Transitorio,"0,50","1,50","18,00","12,00",1080701,0.5,1.5,1.0,3.0
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Ulluco,Ulluco,2022,2022B,Transitorio,"0,00","1,00","1,50","1,50",1080900,0.0,1.0,1.0,inf
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Ulluco,Ulluco,2024,2024A,Transitorio,"0,00","1,00","10,00","10,00",1080900,0.0,1.0,1.0,inf
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"0,00","2,50","4,25","1,70",1081001,0.0,2.5,2.5,inf
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"1,00","2,50","30,00","12,00",1081001,1.0,2.5,1.5,2.5
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"1,50","2,50","30,00","12,00",1081001,1.5,2.5,1.0,1.6666666666666667
52,Nariño,52480,Nariño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"1,00","1,50","15,00","10,00",1081001,1.0,1.5,0.5,1.5
52,Nariño,52490,Olaya Herrera,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"8,00","10,00","11,19","1,12",1010402,8.0,10.0,2.0,1.25
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2022,2022A,Transitorio,"210,00","280,00","2.240,00","8,00",1080400,210.0,280.0,70.0,1.3333333333333333
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2023,2023A,Transitorio,"100,00","220,00","1.760,00","8,00",1080400,100.0,220.0,120.0,2.2
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2024,2024A,Transitorio,"40,00","100,00","600,00","6,00",1080400,40.0,100.0,60.0,2.5
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2025,2025A,Transitorio,"40,00","80,00","480,00","6,00",1080400,40.0,80.0,40.0,2.0
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022A,Transitorio,"12,00","42,00","252,00","6,00",1080699,12.0,42.0,30.0,3.5
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023A,Transitorio,"12,00","32,00","192,00","6,00",1080699,12.0,32.0,20.0,2.6666666666666665
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2024,2024A,Transitorio,"12,00","15,00","90,00","6,00",1080699,12.0,15.0,3.0,1.25
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2025,2025A,Transitorio,"12,00","15,00","90,00","6,00",1080699,12.0,15.0,3.0,1.25
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"72,00","90,00","900,00","10,00",1081001,72.0,90.0,18.0,1.25
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"69,00","72,00","864,00","12,00",1081001,69.0,72.0,3.0,1.0434782608695652
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"70,00","78,00","936,00","12,00",1081001,70.0,78.0,8.0,1.1142857142857143
52,Nariño,52490,Olaya Herrera,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"40,00","70,00","840,00","12,00",1081001,40.0,70.0,30.0,1.75
52,Nariño,52506,Ospina,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025B,Transitorio,"12,00","25,00","40,89","1,64",1060100,12.0,25.0,13.0,2.0833333333333335
52,Nariño,52506,Ospina,Cereales,Cereales,Cebada,Cebada,2024,2024B,Transitorio,"5,00","20,00","60,00","3,00",1010300,5.0,20.0,15.0,4.0
52,Nariño,52506,Ospina,Cereales,Cereales,Cebada,Cebada,2025,2025B,Transitorio,"0,00","30,00","90,00","3,00",1010300,0.0,30.0,30.0,inf
52,Nariño,52506,Ospina,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"5,00","10,00","10,00","1,00",1060200,5.0,10.0,5.0,2.0
52,Nariño,52506,Ospina,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"2,00","5,00","3,50","0,70",1060200,2.0,5.0,3.0,2.5
52,Nariño,52506,Ospina,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022A,Transitorio,"600,00","1.350,00","33.750,00","25,00",1080701,600.0,1350.0,750.0,2.25
52,Nariño,52506,Ospina,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023A,Transitorio,"650,00","930,00","26.040,00","28,00",1080701,650.0,930.0,280.0,1.4307692307692308
52,Nariño,52506,Ospina,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024A,Transitorio,"800,00","1.200,00","24.000,00","20,00",1080701,800.0,1200.0,400.0,1.5
52,Nariño,52506,Ospina,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025A,Transitorio,"300,00","1.000,00","28.000,00","28,00",1080701,300.0,1000.0,700.0,3.3333333333333335
52,Nariño,52506,Ospina,Cereales,Cereales,Quinua,Quinua,2023,2023B,Transitorio,"0,00","15,00","37,50","2,50",1010600,0.0,15.0,15.0,inf
52,Nariño,52506,Ospina,Cereales,Cereales,Quinua,Quinua,2024,2024B,Transitorio,"0,00","13,00","32,50","2,50",1010600,0.0,13.0,13.0,inf
