metrica,valor_original,cantidad
Producción,"1.398,60",1
Producción,"1.398,73",1
Producción,"1.399,00",1
Producción,"1.399,20",1
Producción,"1.399,90",1
Producción,"1.400,20",1
Producción,"1.400,80",1
Producción,"1.401,00",1
Producción,"1.401,25",1
Producción,"1.401,40",1
Producción,"1.401,87",1
Producción,"1.403,00",1
Producción,"1.403,29",1
Producción,"1.403,30",1
Producción,"1.403,83",1
Producción,"1.404,43",1
Producción,"1.404,96",1
Producción,"1.406,00",1
Producción,"1.406,29",1
Producción,"1.406,50",1
Producción,"1.406,51",1
Producción,"1.407,38",1
Producción,"1.407,41",1
Producción,"1.407,43",1
Producción,"1.407,92",1
Producción,"1.408,64",1
Producción,"1.409,70",1
Producción,"1.409,90",1
Producción,"1.409,98",1
Producción,"1.410,52",1
Producción,"1.411,34",1
Producción,"1.412,00",1
Producción,"1.413,12",1
Producción,"1.413,60",1
Producción,"1.414,33",1
Producción,"1.415,34",1
Producción,"1.415,75",1
Producción,"1.416,10",1
Producción,"1.416,95",1
Producción,"1.417,16",1
Producción,"1.418,04",1
Producción,"1.418,75",1
Producción,"1.419,50",1
Producción,"1.420,48",1
Producción,"1.420,90",1
Producción,"1.421,20",1
Producción,"1.421,35",1
Producción,"1.422,00",1
Producción,"1.422,96",1
Producción,"1.423,00",1
Producción,"1.424,65",1
Producción,"1.426,52",1
Producción,"1.426,57",1
Producción,"1.427,20",1
Producción,"1.428,70",1
Producción,"1.428,83",1
Producción,"1.429,56",1
Producción,"1.430,04",1
Producción,"1.430,80",1
Producción,"1.431,00",1
Producción,"1.431,34",1
Producción,"1.431,50",1
Producción,"1.432,50",1
Producción,"1.432,60",1
Producción,"1.433,08",1
Producción,"1.433,25",1
Producción,"1.433,61",1
Producción,"1.433,73",1
Producción,"1.434,00",1
Producción,"1.434,50",1
Producción,"1.434,60",1
Producción,"1.435,34",1
Producción,"1.436,29",1
Producción,"1.436,40",1
Producción,"1.438,00",1
Producción,"1.438,08",1
Producción,"1.438,50",1
Producción,"1.438,80",1
Producción,"1.439,30",1
Producción,"1.440,33",1
Producción,"1.441,00",1
Producción,"1.442,76",1
Producción,"1.443,40",1
Producción,"1.444,13",1
Producción,"1.444,50",1
Producción,"1.444,94",1
Producción,"1.445,34",1
Producción,"1.445,64",1
Producción,"1.445,82",1
Producción,"1.446,32",1
Producción,"1.446,79",1
Producción,"1.447,16",1
Producción,"1.448,44",1
Producción,"1.449,00",1
Producción,"1.449,60",1
Producción,"1.450,08",1
Producción,"1.450,33",1
Producción,"1.451,00",1
Producción,"1.451,30",1
Producción,"1.451,53",1
Producción,"1.451,65",1
Producción,"1.452,22",1
Producción,"1.452,25",1
Producción,"1.452,50",1
Producción,"1.452,60",1
Producción,"1.453,20",1
Producción,"1.453,50",1
Producción,"1.454,00",1
Producción,"1.455,03",1
Producción,"1.455,35",1
Producción,"1.458,40",1
Producción,"1.459,00",1
Producción,"1.460,50",1
Producción,"1.461,00",1
Producción,"1.461,78",1
Producción,"1.462,98",1
Producción,"1.463,32",1
Producción,"1.463,40",1
Producción,"1.463,70",1
Producción,"1.464,40",1
Producción,"1.464,98",1
Producción,"1.465,45",1
Producción,"1.465,50",1
Producción,"1.466,08",1
Producción,"1.466,24",1
Producción,"1.466,50",1
Producción,"1.466,67",1
Producción,"1.468,00",1
Producción,"1.468,69",1
Producción,"1.468,80",1
Producción,"1.469,48",1
Producción,"1.469,70",1
Producción,"1.469,75",1
Producción,"1.470,32",1
Producción,"1.470,50",1
Producción,"1.470,52",1
Producción,"1.470,60",1
Producción,"1.471,00",1
Producción,"1.472,03",1
Producción,"1.472,62",1
Producción,"1.472,69",1
Producción,"1.473,04",1
Producción,"1.474,41",1
Producción,"1.475,50",1
Producción,"1.475,60",1
Producción,"1.475,80",1
Producción,"1.476,50",1
Producción,"1.477,50",1
Producción,"1.479,00",1
Producción,"1.479,87",1
Producción,"1.480,04",1
Producción,"1.480,50",1
Producción,"1.480,94",1
Producción,"1.481,62",1
Producción,"1.482,68",1
Producción,"1.483,36",1
Producción,"1.483,50",1
Producción,"1.483,76",1
Producción,"1.484,04",1
Producción,"1.484,72",1
Producción,"1.485,90",1
Producción,"1.486,62",1
Producción,"1.487,15",1
Producción,"1.488,50",1
Producción,"1.488,81",1
Producción,"1.489,92",1
Producción,"1.492,05",1
Producción,"1.492,20",1
Producción,"1.492,40",1
Producción,"1.492,50",1
Producción,"1.492,92",1
Producción,"1.494,83",1
Producción,"1.495,33",1
Producción,"1.495,80",1
Producción,"1.496,40",1
Producción,"1.496,88",1
Producción,"1.497,60",1
Producción,"1.498,00",1
Producción,"1.498,91",1
Producción,"1.499,94",1
Producción,"1.500,60",1
Producción,"1.500,64",1
Producción,"1.501,00",1
Producción,"1.503,64",1
Producción,"1.504,50",1
Producción,"1.505,03",1
Producción,"1.505,35",1
Producción,"1.506,00",1
Producción,"1.506,79",1
Producción,"1.506,91",1
Producción,"1.506,94",1
Producción,"1.506,95",1
Producción,"1.507,00",1
Producción,"1.507,20",1
Producción,"1.507,49",1
Producción,"1.507,50",1
Producción,"1.507,53",1
Producción,"1.509,00",1
Producción,"1.509,75",1
Producción,"1.509,79",1
Producción,"1.510,17",1
Producción,"1.510,49",1
Producción,"1.510,50",1
Producción,"1.510.499,80",1
Producción,"1.511,00",1
Producción,"1.511,47",1
Producción,"1.512,81",1
Producción,"1.514,16",1
Producción,"1.515,60",1
Producción,"1.515,80",1
Producción,"1.516,68",1
Producción,"1.516,70",1
Producción,"1.517,00",1
Producción,"1.518,00",1
Producción,"1.518,69",1
Producción,"1.519,80",1
Producción,"1.520,94",1
Producción,"1.521,70",1
Producción,"1.522,28",1
Producción,"1.522,30",1
Producción,"1.522,60",1
Producción,"1.522,80",1
Producción,"1.523,02",1
Producción,"1.523,11",1
Producción,"1.523,70",1
Producción,"1.523,78",1
Producción,"1.523,80",1
Producción,"1.524,66",1
Producción,"1.524,80",1
Producción,"1.525,18",1
Producción,"1.525,23",1
Producción,"1.525,54",1
Producción,"1.525,96",1
Producción,"1.526,00",1
Producción,"1.526,20",1
Producción,"1.527,00",1
Producción,"1.527,40",1
Producción,"1.529,02",1
Producción,"1.529,19",1
Producción,"1.529,50",1
Producción,"1.530,39",1
Producción,"1.530,41",1
Producción,"1.530,82",1
Producción,"1.531,20",1
Producción,"1.531,89",1
Producción,"1.532,71",1
Producción,"1.533,00",1
Producción,"1.533,25",1
Producción,"1.533,28",1
Producción,"1.533,75",1
Producción,"1.534,72",1
Producción,"1.535,20",1
Producción,"1.535,60",1
Producción,"1.536,50",1
Producción,"1.536,80",1
Producción,"1.537,26",1
Producción,"1.537,50",1
Producción,"1.537,80",1
Producción,"1.538,46",1
Producción,"1.538,50",1
Producción,"1.540,50",1
Producción,"1.540,80",1
Producción,"1.541,05",1
Producción,"1.541,12",1
Producción,"1.541,25",1
Producción,"1.543,65",1
Producción,"1.544,76",1
Producción,"1.544,90",1
Producción,"1.546,16",1
Producción,"1.546,69",1
Producción,"1.547,20",1
Producción,"1.547,35",1
Producción,"1.547,60",1
Producción,"1.548,80",1
Producción,"1.549,68",1
Producción,"1.550,40",1
Producción,"1.551,00",1
Producción,"1.551,18",1
Producción,"1.551,42",1
Producción,"1.551,88",1
Producción,"1.551,95",1
Producción,"1.552,07",1
Producción,"1.552,12",1
Producción,"1.552,68",1
Producción,"1.552,80",1
Producción,"1.553,00",1
Producción,"1.553,50",1
Producción,"1.553,64",1
Producción,"1.555,70",1
Producción,"1.557,92",1
Producción,"1.558,40",1
Producción,"1.559,70",1
Producción,"1.559,99",1
Producción,"1.562,61",1
Producción,"1.562,75",1
Producción,"1.562,97",1
Producción,"1.563,00",1
Producción,"1.563,25",1
Producción,"1.563,66",1
Producción,"1.563,75",1
Producción,"1.563,94",1
Producción,"1.564,50",1
Producción,"1.564,53",1
Producción,"1.565,20",1
Producción,"1.565,29",1
Producción,"1.566,68",1
Producción,"1.567,65",1
Producción,"1.567,95",1
Producción,"1.569,60",1
Producción,"1.571,00",1
Producción,"1.572,35",1
Producción,"1.573,02",1
Producción,"1.575,39",1
Producción,"1.576,04",1
Producción,"1.576,25",1
Producción,"1.576,75",1
Producción,"1.577,25",1
Producción,"1.577,42",1
Producción,"1.577,60",1
Producción,"1.578,00",1
Producción,"1.579,00",1
Producción,"1.582,25",1
Producción,"1.582,70",1
Producción,"1.582,90",1
Producción,"1.584,70",1
Producción,"1.587,08",1
Producción,"1.587,60",1
Producción,"1.588,40",1
Producción,"1.589,50",1
Producción,"1.589,84",1
Producción,"1.590,25",1
Producción,"1.591,00",1
Producción,"1.591,20",1
Producción,"1.591,37",1
Producción,"1.592,50",1
Producción,"1.594,41",1
Producción,"1.595,00",1
Producción,"1.595,20",1
Producción,"1.595,41",1
Producción,"1.596,53",1
Producción,"1.597,20",1
Producción,"1.599,80",1
Producción,"1.599,96",1
Producción,"1.600,39",1
Producción,"1.601,60",1
Producción,"1.601,84",1
Producción,"1.601.019,80",1
Producción,"1.602,32",1
Producción,"1.602,49",1
Producción,"1.602,60",1
Producción,"1.603,00",1
Producción,"1.604,20",1
Producción,"1.605,85",1
Producción,"1.606,00",1
Producción,"1.606,25",1
Producción,"1.607,63",1
Producción,"1.607,70",1
Producción,"1.608,21",1
Producción,"1.608,60",1
Producción,"1.609,20",1
Producción,"1.609,40",1
Producción,"1.611,00",1
Producción,"1.611,20",1
Producción,"1.612,40",1
Producción,"1.612,56",1
Producción,"1.613,40",1
Producción,"1.613,49",1
Producción,"1.613,52",1
Producción,"1.614,20",1
Producción,"1.615,40",1
Producción,"1.616,12",1
Producción,"1.616,50",1
Producción,"1.617,00",1
Producción,"1.617,32",1
Producción,"1.617,65",1
Producción,"1.618,00",1
Producción,"1.618,34",1
Producción,"1.618,71",1
Producción,"1.619,00",1
Producción,"1.619,42",1
Producción,"1.621,50",1
Producción,"1.621,60",1
Producción,"1.622,50",1
Producción,"1.622,51",1
Producción,"1.622,70",1
Producción,"1.622,77",1
Producción,"1.623,00",1
Producción,"1.623,90",1
Producción,"1.624,30",1
Producción,"1.624,35",1
Producción,"1.624,95",1
Producción,"1.625,17",1
Producción,"1.625,40",1
Producción,"1.626,10",1
Producción,"1.626,29",1
Producción,"1.628,40",1
Producción,"1.628,79",1
Producción,"1.629,18",1
Producción,"1.629,55",1
Producción,"1.630,20",1
Producción,"1.631,26",1
Producción,"1.631,34",1
Producción,"1.631,35",1
Producción,"1.631,86",1
Producción,"1.635,90",1
Producción,"1.637,00",1
Producción,"1.637,50",1
Producción,"1.638,62",1
Producción,"1.638,73",1
Producción,"1.639,00",1
Producción,"1.641,00",1
Producción,"1.641,24",1
Producción,"1.641,60",1
Producción,"1.642,05",1
Producción,"1.642,20",1
Producción,"1.642,23",1
Producción,"1.642,60",1
Producción,"1.643,00",1
Producción,"1.643,65",1
Producción,"1.644,96",1
Producción,"1.646,21",1
Producción,"1.646,29",1
Producción,"1.646,58",1
Producción,"1.649,34",1
Producción,"1.649,44",1
Producción,"1.649,70",1
Producción,"1.650,32",1
Producción,"1.651,00",1
Producción,"1.651,90",1
Producción,"1.652,10",1
Producción,"1.652,33",1
Producción,"1.653,00",1
Producción,"1.653,48",1
Producción,"1.653,75",1
Producción,"1.654,08",1
Producción,"1.656,60",1
Producción,"1.657,75",1
Producción,"1.658,95",1
Producción,"1.659,14",1
Producción,"1.659,20",1
Producción,"1.660,05",1
Producción,"1.660,50",1
Producción,"1.661,45",1
Producción,"1.661,99",1
Producción,"1.662,00",1
Producción,"1.662,40",1
Producción,"1.663,19",1
Producción,"1.664,04",1
Producción,"1.664,75",1
Producción,"1.664,81",1
Producción,"1.665,40",1
Producción,"1.666,50",1
Producción,"1.667,50",1
Producción,"1.668,20",1
Producción,"1.668,80",1
Producción,"1.668,87",1
Producción,"1.669,20",1
Producción,"1.669,50",1
Producción,"1.669,69",1
Producción,"1.671,70",1
Producción,"1.672,05",1
Producción,"1.673,25",1
Producción,"1.674,59",1
Producción,"1.677,60",1
Producción,"1.678,00",1
Producción,"1.679,00",1
Producción,"1.681,35",1
Producción,"1.682,24",1
Producción,"1.682,67",1
Producción,"1.683,18",1
Producción,"1.683,50",1
Producción,"1.683,70",1
Producción,"1.683,99",1
Producción,"1.683.649,80",1
Producción,"1.683.968,00",1
Producción,"1.684,00",1
Producción,"1.684,15",1
Producción,"1.684,75",1
Producción,"1.685,51",1
Producción,"1.686,60",1
Producción,"1.688,00",1
Producción,"1.688,61",1
Producción,"1.688,70",1
Producción,"1.688.704,00",1
Producción,"1.689,00",1
Producción,"1.690,50",1
Producción,"1.691,25",1
Producción,"1.692,06",1
Producción,"1.692,35",1
Producción,"1.692,36",1
Producción,"1.694,35",1
Producción,"1.694,40",1
Producción,"1.696,17",1
Producción,"1.697,60",1
Producción,"1.699,00",1
Producción,"1.699,11",1
Producción,"1.699,25",1
Producción,"1.700,40",1
Producción,"1.701,26",1
Producción,"1.701,50",1
Producción,"1.702,32",1
Producción,"1.702,66",1
Producción,"1.703,25",1
Producción,"1.703.808,00",1
Producción,"1.705,42",1
Producción,"1.705,99",1
Producción,"1.706,00",1
Producción,"1.708,00",1
Producción,"1.708,60",1
Producción,"1.709,40",1
Producción,"1.710,20",1
Producción,"1.711,90",1
Producción,"1.712,00",1
Producción,"1.713,84",1
Producción,"1.714,49",1
Producción,"1.714,50",1
Producción,"1.716,97",1
Producción,"1.717,00",1
Producción,"1.717,48",1
Producción,"1.717,60",1
Producción,"1.718,58",1
Producción,"1.720,24",1
Producción,"1.721,15",1
Producción,"1.723,18",1
Producción,"1.725,01",1
Producción,"1.725,20",1
Producción,"1.725,50",1
Producción,"1.726,35",1
Producción,"1.727,62",1
Producción,"1.728,80",1
Producción,"1.729,00",1
Producción,"1.729,50",1
Producción,"1.729,60",1
Producción,"1.730.040,00",1
Producción,"1.732,00",1
Producción,"1.733,00",1
Producción,"1.734,20",1
Producción,"1.735,59",1
Producción,"1.737,95",1
Producción,"1.739,00",1
Producción,"1.740,53",1
Producción,"1.741,01",1
Producción,"1.741,13",1
Producción,"1.743,00",1
Producción,"1.744,00",1
Producción,"1.744,06",1
Producción,"1.744,20",1
Producción,"1.744,50",1
Producción,"1.745,88",1
Producción,"1.746,23",1
Producción,"1.746,33",1
Producción,"1.747,00",1
Producción,"1.747,20",1
Producción,"1.747,72",1
Producción,"1.748,00",1
Producción,"1.748,25",1
Producción,"1.748,81",1
Producción,"1.749,30",1
Producción,"1.751,11",1
Producción,"1.751,21",1
Producción,"1.751,60",1
Producción,"1.752,30",1
Producción,"1.752,34",1
Producción,"1.754,37",1
Producción,"1.754,88",1
Producción,"1.755,30",1
Producción,"1.756,80",1
Producción,"1.758,00",1
Producción,"1.758,21",1
Producción,"1.758,96",1
Producción,"1.759,20",1
Producción,"1.760,30",1
Producción,"1.762,34",1
Producción,"1.762,50",1
Producción,"1.763,30",1
Producción,"1.763,56",1
Producción,"1.763,99",1
Producción,"1.765,00",1
Producción,"1.765,60",1
Producción,"1.766,40",1
Producción,"1.767,00",1
Producción,"1.767,50",1
Producción,"1.767,60",1
Producción,"1.772,15",1
Producción,"1.772,36",1
Producción,"1.773,20",1
Producción,"1.773,58",1
Producción,"1.773,59",1
Producción,"1.773,80",1
Producción,"1.774,10",1
Producción,"1.775,68",1
Producción,"1.776,60",1
Producción,"1.776,70",1
Producción,"1.777,33",1
Producción,"1.777,86",1
Producción,"1.779,00",1
Producción,"1.779,26",1
Producción,"1.780,20",1
Producción,"1.780,44",1
Producción,"1.780,50",1
Producción,"1.781,25",1
Producción,"1.782,20",1
Producción,"1.783,23",1
Producción,"1.785,24",1
Producción,"1.786,00",1
Producción,"1.786,10",1
Producción,"1.786,16",1
Producción,"1.787,11",1
Producción,"1.787,48",1
Producción,"1.789,22",1
Producción,"1.789,50",1
Producción,"1.789,52",1
Producción,"1.789,66",1
Producción,"1.790,00",1
Producción,"1.790,06",1
Producción,"1.790,11",1
Producción,"1.791,98",1
Producción,"1.793,00",1
Producción,"1.793,04",1
Producción,"1.794,00",1
Producción,"1.795,00",1
Producción,"1.795,85",1
Producción,"1.798,00",1
Producción,"1.798,51",1
Producción,"1.798,96",1
Producción,"1.799,00",1
Producción,"1.799,84",1
Producción,"1.799,98",1
Producción,"1.800,25",1
Producción,"1.800,68",1
Producción,"1.800,81",1
Producción,"1.801,26",1
Producción,"1.801,80",1
Producción,"1.802,58",1
Producción,"1.803,20",1
Producción,"1.803,36",1
Producción,"1.803,99",1
Producción,"1.804,56",1
Producción,"1.805,00",1
Producción,"1.805,10",1
Producción,"1.807,30",1
Producción,"1.808,40",1
Producción,"1.809,97",1
Producción,"1.810,80",1
Producción,"1.811,25",1
Producción,"1.811,70",1
Producción,"1.813,39",1
Producción,"1.814,40",1
Producción,"1.815,70",1
Producción,"1.816,58",1
Producción,"1.817,19",1
Producción,"1.819,50",1
Producción,"1.819,80",1
Producción,"1.820,70",1
Producción,"1.822,28",1
Producción,"1.823,00",1
Producción,"1.824,20",1
Producción,"1.824,81",1
Producción,"1.825,50",1
Producción,"1.825,74",1
Producción,"1.826,00",1
Producción,"1.826,71",1
Producción,"1.828,20",1
Producción,"1.828,50",1
Producción,"1.829,59",1
Producción,"1.830,32",1
Producción,"1.830,60",1
Producción,"1.831,20",1
Producción,"1.831,50",1
Producción,"1.831,80",1
Producción,"1.832,13",1
Producción,"1.832,46",1
Producción,"1.832,80",1
Producción,"1.835,20",1
Producción,"1.835,37",1
Producción,"1.837,00",1
Producción,"1.837,80",1
Producción,"1.838,50",1
Producción,"1.839,00",1
Producción,"1.840,80",1
Producción,"1.841,00",1
Producción,"1.842,00",1
Producción,"1.842,10",1
Producción,"1.844,70",1
Producción,"1.846,84",1
Producción,"1.849,20",1
Producción,"1.849,50",1
Producción,"1.850,85",1
Producción,"1.851,50",1
Producción,"1.851,78",1
Producción,"1.852,20",1
Producción,"1.852,50",1
Producción,"1.853,44",1
Producción,"1.854,91",1
Producción,"1.855,50",1
Producción,"1.858,73",1
Producción,"1.859,70",1
Producción,"1.859,80",1
Producción,"1.861,00",1
Producción,"1.861,20",1
Producción,"1.862,90",1
Producción,"1.863,75",1
Producción,"1.864,00",1
Producción,"1.864,20",1
Producción,"1.865,82",1
Producción,"1.866,00",1
Producción,"1.867,84",1
Producción,"1.868,90",1
Producción,"1.870,70",1
Producción,"1.871,16",1
Producción,"1.871,19",1
Producción,"1.871,40",1
Producción,"1.874,00",1
Producción,"1.874,25",1
Producción,"1.874,70",1
Producción,"1.874,71",1
Producción,"1.874,90",1
Producción,"1.876,25",1
Producción,"1.877,50",1
Producción,"1.877,80",1
Producción,"1.878,00",1
Producción,"1.878,92",1
Producción,"1.879,00",1
Producción,"1.879,47",1
Producción,"1.880,34",1
Producción,"1.883,00",1
Producción,"1.884,27",1
Producción,"1.886,40",1
Producción,"1.886,62",1
Producción,"1.887,00",1
Producción,"1.888,00",1
Producción,"1.891,00",1
Producción,"1.891,07",1
Producción,"1.892,10",1
Producción,"1.892,50",1
Producción,"1.894,00",1
Producción,"1.894,50",1
Producción,"1.894,52",1
Producción,"1.895,63",1
Producción,"1.897,08",1
Producción,"1.897,50",1
Producción,"1.898,61",1
Producción,"1.899,24",1
Producción,"1.899,63",1
Producción,"1.899,80",1
Producción,"1.900,74",1
Producción,"1.900,86",1
Producción,"1.901,69",1
Producción,"1.901,85",1
Producción,"1.902,00",1
Producción,"1.903,67",1
Producción,"1.904,60",1
Producción,"1.905,94",1
Producción,"1.906,40",1
Producción,"1.906,73",1
Producción,"1.907,50",1
Producción,"1.908,38",1
Producción,"1.909,00",1
Producción,"1.911,74",1
Producción,"1.912,50",1
Producción,"1.912,53",1
Producción,"1.912,80",1
Producción,"1.913,54",1
Producción,"1.914,36",1
Producción,"1.914,55",1
Producción,"1.915,53",1
Producción,"1.916,20",1
Producción,"1.916,40",1
Producción,"1.918,47",1
Producción,"1.919,69",1
Producción,"1.919,86",1
Producción,"1.919,94",1
Producción,"1.921,00",1
Producción,"1.922,00",1
Producción,"1.922,70",1
Producción,"1.923,30",1
Producción,"1.927,62",1
Producción,"1.928,13",1
Producción,"1.928,19",1
Producción,"1.928,30",1
Producción,"1.929,91",1
Producción,"1.931,67",1
Producción,"1.932,98",1
Producción,"1.933,00",1
Producción,"1.933,75",1
Producción,"1.933,93",1
Producción,"1.935,50",1
Producción,"1.937,00",1
Producción,"1.938,80",1
Producción,"1.940,32",1
Producción,"1.941,44",1
Producción,"1.942,00",1
Producción,"1.942,50",1
Producción,"1.943,00",1
Producción,"1.943,50",1
Producción,"1.944,75",1
Producción,"1.946,50",1
Producción,"1.947,00",1
Producción,"1.948,44",1
Producción,"1.949,50",1
Producción,"1.950,85",1
Producción,"1.951,00",1
Producción,"1.951,68",1
Producción,"1.951,72",1
Producción,"1.954,59",1
Producción,"1.954,78",1
Producción,"1.955,58",1
Producción,"1.956,15",1
Producción,"1.956,59",1
Producción,"1.956,65",1
Producción,"1.957,00",1
Producción,"1.958,04",1
Producción,"1.958,19",1
Producción,"1.959,00",1
Producción,"1.959,26",1
Producción,"1.959,50",1
Producción,"1.959,56",1
Producción,"1.959,90",1
Producción,"1.960,44",1
Producción,"1.961,00",1
Producción,"1.962,50",1
Producción,"1.963,00",1
Producción,"1.963,24",1
Producción,"1.963,80",1
Producción,"1.964,00",1
Producción,"1.965,36",1
Producción,"1.965,60",1
Producción,"1.966,20",1
Producción,"1.966,63",1
Producción,"1.967,00",1
Producción,"1.970,40",1
Producción,"1.971,00",1
Producción,"1.971,20",1
Producción,"1.973,00",1
Producción,"1.973,58",1
Producción,"1.974,00",1
Producción,"1.974,90",1
Producción,"1.977,05",1
Producción,"1.977,24",1
Producción,"1.977,60",1
Producción,"1.979,00",1
Producción,"1.981,00",1
Producción,"1.982,00",1
Producción,"1.982,39",1
Producción,"1.982,47",1
Producción,"1.983,40",1
Producción,"1.983,60",1
Producción,"1.983,97",1
Producción,"1.984,44",1
Producción,"1.984,50",1
Producción,"1.985,50",1
Producción,"1.985,98",1
Producción,"1.986,17",1
Producción,"1.986,72",1
Producción,"1.987,62",1
Producción,"1.988,40",1
Producción,"1.990,30",1
Producción,"1.992,00",1
Producción,"1.992,50",1
Producción,"1.993,48",1
Producción,"1.994,25",1
Producción,"1.995,69",1
Producción,"1.996,00",1
Producción,"1.996,16",1
Producción,"1.996,40",1
Producción,"1.997,75",1
Producción,"1.998,64",1
Producción,"10.004,40",1
Producción,"10.008,00",1
Producción,"10.013,92",1
Producción,"10.016,23",1
Producción,"10.017,00",1
Producción,"10.044,00",1
Producción,"10.045,00",1
Producción,"10.048,00",1
Producción,"10.048,65",1
Producción,"10.049,00",1
Producción,"10.049,20",1
Producción,"10.050,00",1
Producción,"10.054,00",1
Producción,"10.057,50",1
Producción,"10.058,00",1
Producción,"10.062,00",1
Producción,"10.097,50",1
Producción,"10.125,00",1
Producción,"10.131,66",1
Producción,"10.134,00",1
Producción,"10.149,60",1
Producción,"10.152,00",1
Producción,"10.155,60",1
Producción,"10.167,00",1
Producción,"10.168,00",1
Producción,"10.170,00",1
Producción,"10.178,25",1
Producción,"10.180,00",1
Producción,"10.184,00",1
Producción,"10.220,00",1
Producción,"10.224,00",1
Producción,"10.233,90",1
Producción,"10.237,36",1
Producción,"10.246,00",1
Producción,"10.276,00",1
Producción,"10.281,00",1
Producción,"10.284,00",1
Producción,"10.290,00",1
Producción,"10.296,00",1
Producción,"10.300,00",1
Producción,"10.304,00",1
Producción,"10.306,05",1
Producción,"10.317,00",1
Producción,"10.327,45",1
Producción,"10.332,00",1
Producción,"10.334,40",1
Producción,"10.340,00",1
Producción,"10.340,20",1
Producción,"10.340,72",1
Producción,"10.355,00",1
Producción,"10.360,00",1
Producción,"10.392,00",1
Producción,"10.392,80",1
Producción,"10.395,00",1
Producción,"10.396,00",1
Producción,"10.410,50",1
Producción,"10.412,50",1
Producción,"10.413,00",1
Producción,"10.422,50",1
Producción,"10.431,00",1
Producción,"10.440,36",1
Producción,"10.450,00",1
Producción,"10.450,80",1
Producción,"10.455,00",1
Producción,"10.460,81",1
Producción,"10.470,00",1
Producción,"10.478,00",1
Producción,"10.487,70",1
Producción,"10.496,00",1
Producción,"10.506,00",1
Producción,"10.516,00",1
Producción,"10.530,00",1
Producción,"10.542,00",1
Producción,"10.549,45",1
Producción,"10.550,00",1
Producción,"10.575,00",1
Producción,"10.587,85",1
Producción,"10.596,00",1
Producción,"10.602,00",1
Producción,"10.615,00",1
Producción,"10.617,60",1
Producción,"10.620,00",1
Producción,"10.622,89",1
Producción,"10.637,50",1
Producción,"10.650,00",1
Producción,"10.660,00",1
Producción,"10.662,30",1
Producción,"10.676,25",1
Producción,"10.685,20",1
Producción,"10.687,00",1
Producción,"10.695,00",1
Producción,"10.696,00",1
Producción,"10.699,00",1
Producción,"10.721,20",1
Producción,"10.725,00",1
Producción,"10.730,00",1
Producción,"10.736,00",1
Producción,"10.752,00",1
Producción,"10.760,00",1
Producción,"10.765,00",1
Producción,"10.780,00",1
Producción,"10.785,10",1
Producción,"10.804,50",1
Producción,"10.808,00",1
Producción,"10.819,20",1
Producción,"10.822,50",1
Producción,"10.830,00",1
Producción,"10.831,00",1
Producción,"10.836,00",1
Producción,"10.841,60",1
Producción,"10.842,86",1
Producción,"10.846,50",1
Producción,"10.857,00",1
Producción,"10.860,00",1
Producción,"10.878,00",1
Producción,"10.882,33",1
Producción,"10.900,00",1
Producción,"10.916,00",1
Producción,"10.916,75",1
Producción,"10.928,00",1
Producción,"10.944,00",1
Producción,"10.950,00",1
Producción,"10.951,60",1
Producción,"10.960,00",1
Producción,"10.962,00",1
Producción,"10.985,00",1
Producción,"10.993,80",1
Producción,"100.000,00",1
Producción,"100.200,00",1
Producción,"100.303,47",1
Producción,"100.700,00",1
Producción,"101.137,50",1
Producción,"101.443,47",1
Producción,"101.600,00",1
Producción,"101.850,00",1
Producción,"102.000,00",1
Producción,"102.240,00",1
Producción,"102.400,00",1
Producción,"103.200,00",1
Producción,"103.443,00",1
Producción,"104.000,00",1
Producción,"104.280,00",1
Producción,"104.720,00",1
Producción,"105.364,00",1
Producción,"105.860,17",1
Producción,"105.880,00",1
Producción,"105.918,00",1
Producción,"105.960,00",1
Producción,"106.329,30",1
Producción,"106.377,00",1
Producción,"106.400,00",1
Producción,"106.410,00",1
Producción,"106.500,00",1
Producción,"106.520,00",1
Producción,"106.719,60",1
Producción,"106.980,00",1
Producción,"107.840,00",1
Producción,"108.000,00",1
Producción,"108.523,20",1
Producción,"108.548,00",1
Producción,"109.350,00",1
Producción,"109.440,00",1
Producción,"109.686,50",1
Producción,"11.006,32",1
Producción,"11.008,00",1
Producción,"11.011,56",1
Producción,"11.020,00",1
Producción,"11.022,97",1
Producción,"11.028,00",1
Producción,"11.039,00",1
Producción,"11.044,00",1
Producción,"11.071,20",1
Producción,"11.076,00",1
Producción,"11.076,30",1
Producción,"11.080,00",1
Producción,"11.082,00",1
Producción,"11.093,24",1
Producción,"11.096,00",1
Producción,"11.104,00",1
Producción,"11.110,00",1
Producción,"11.140,36",1
Producción,"11.163,00",1
Producción,"11.168,00",1
Producción,"11.212,50",1
Producción,"11.220,00",1
Producción,"11.238,00",1
Producción,"11.257,50",1
Producción,"11.265,00",1
Producción,"11.272,00",1
Producción,"11.342,50",1
Producción,"11.360,00",1
Producción,"11.375,00",1
Producción,"11.376,40",1
Producción,"11.377,60",1
Producción,"11.381,38",1
Producción,"11.383,20",1
Producción,"11.396,00",1
Producción,"11.410,00",1
Producción,"11.419,00",1
Producción,"11.436,00",1
Producción,"11.438,23",1
Producción,"11.462,00",1
Producción,"11.480,00",1
Producción,"11.483,00",1
Producción,"11.488,70",1
Producción,"11.496,40",1
Producción,"11.504,60",1
