metrica,valor_original,cantidad
Producción,"5.353,56",1
Producción,"5.354,56",1
Producción,"5.359,74",1
Producción,"5.360,20",1
Producción,"5.362,00",1
Producción,"5.364,52",1
Producción,"5.365,50",1
Producción,"5.366,20",1
Producción,"5.367,70",1
Producción,"5.373,00",1
Producción,"5.374,10",1
Producción,"5.374,20",1
Producción,"5.375,00",1
Producción,"5.376,00",1
Producción,"5.382,41",1
Producción,"5.387,32",1
Producción,"5.388,00",1
Producción,"5.388,32",1
Producción,"5.390,07",1
Producción,"5.392,00",1
Producción,"5.397,50",1
Producción,"5.399,50",1
Producción,"5.399,80",1
Producción,"5.402,12",1
Producción,"5.404,00",1
Producción,"5.409,60",1
Producción,"5.417,00",1
Producción,"5.427,00",1
Producción,"5.428,00",1
Producción,"5.430,60",1
Producción,"5.434,00",1
Producción,"5.435,32",1
Producción,"5.441,00",1
Producción,"5.444,20",1
Producción,"5.446,00",1
Producción,"5.447,40",1
Producción,"5.447,82",1
Producción,"5.450,00",1
Producción,"5.450,21",1
Producción,"5.453,00",1
Producción,"5.462,50",1
Producción,"5.464,83",1
Producción,"5.465,00",1
Producción,"5.467,00",1
Producción,"5.467,50",1
Producción,"5.468,90",1
Producción,"5.474,40",1
Producción,"5.476,40",1
Producción,"5.476,67",1
Producción,"5.479,56",1
Producción,"5.480,48",1
Producción,"5.484,47",1
Producción,"5.484,64",1
Producción,"5.486,60",1
Producción,"5.487,04",1
Producción,"5.491,40",1
Producción,"5.494,00",1
Producción,"5.495,33",1
Producción,"5.497,00",1
Producción,"5.497,80",1
Producción,"5.504,00",1
Producción,"5.506,00",1
Producción,"5.508,50",1
Producción,"5.513,00",1
Producción,"5.516,00",1
Producción,"5.518,00",1
Producción,"5.518,83",1
Producción,"5.524,11",1
Producción,"5.527,79",1
Producción,"5.528,00",1
Producción,"5.530,88",1
Producción,"5.532,00",1
Producción,"5.535,00",1
Producción,"5.539,20",1
Producción,"5.541,00",1
Producción,"5.541,90",1
Producción,"5.547,50",1
Producción,"5.551,84",1
Producción,"5.553,00",1
Producción,"5.560,75",1
Producción,"5.568,00",1
Producción,"5.576,00",1
Producción,"5.579,44",1
Producción,"5.581,79",1
Producción,"5.582,50",1
Producción,"5.583,90",1
Producción,"5.583,99",1
Producción,"5.584,00",1
Producción,"5.585,00",1
Producción,"5.586,30",1
Producción,"5.586,33",1
Producción,"5.591,80",1
Producción,"5.595,00",1
Producción,"5.597,29",1
Producción,"5.598,00",1
Producción,"5.602,40",1
Producción,"5.602,60",1
Producción,"5.602,73",1
Producción,"5.606,00",1
Producción,"5.606,46",1
Producción,"5.607,00",1
Producción,"5.607,48",1
Producción,"5.616,00",1
Producción,"5.622,50",1
Producción,"5.626,50",1
Producción,"5.628,00",1
Producción,"5.629,00",1
Producción,"5.635,00",1
Producción,"5.635,02",1
Producción,"5.640,60",1
Producción,"5.643,00",1
Producción,"5.646,00",1
Producción,"5.646,87",1
Producción,"5.648,00",1
Producción,"5.649,21",1
Producción,"5.650,63",1
Producción,"5.654,00",1
Producción,"5.654,01",1
Producción,"5.664,00",1
Producción,"5.674,00",1
Producción,"5.677,05",1
Producción,"5.688,00",1
Producción,"5.688,20",1
Producción,"5.690,00",1
Producción,"5.695,00",1
Producción,"5.696,00",1
Producción,"5.701,20",1
Producción,"5.704,00",1
Producción,"5.706,90",1
Producción,"5.709,33",1
Producción,"5.712,00",1
Producción,"5.712,90",1
Producción,"5.715,00",1
Producción,"5.715,50",1
Producción,"5.719,11",1
Producción,"5.726,70",1
Producción,"5.730,00",1
Producción,"5.736,00",1
Producción,"5.738,00",1
Producción,"5.743,73",1
Producción,"5.746,88",1
Producción,"5.747,34",1
Producción,"5.752,17",1
Producción,"5.752,30",1
Producción,"5.753,30",1
Producción,"5.755,20",1
Producción,"5.756,00",1
Producción,"5.756,40",1
Producción,"5.761,00",1
Producción,"5.768,00",1
Producción,"5.773,06",1
Producción,"5.773,45",1
Producción,"5.780,61",1
Producción,"5.787,72",1
Producción,"5.790,00",1
Producción,"5.792,00",1
Producción,"5.797,00",1
Producción,"5.803,83",1
Producción,"5.804,44",1
Producción,"5.808,00",1
Producción,"5.811,72",1
Producción,"5.812,50",1
Producción,"5.812,80",1
Producción,"5.815,00",1
Producción,"5.815,50",1
Producción,"5.817,00",1
Producción,"5.825,04",1
Producción,"5.827,50",1
Producción,"5.832,00",1
Producción,"5.833,80",1
Producción,"5.835,00",1
Producción,"5.835,10",1
Producción,"5.844,56",1
Producción,"5.847,00",1
Producción,"5.847,72",1
Producción,"5.851,23",1
Producción,"5.852,00",1
Producción,"5.855,14",1
Producción,"5.859,00",1
Producción,"5.860,00",1
Producción,"5.861,23",1
Producción,"5.862,00",1
Producción,"5.863,00",1
Producción,"5.864,13",1
Producción,"5.867,00",1
Producción,"5.868,38",1
Producción,"5.868,56",1
Producción,"5.870,00",1
Producción,"5.870,70",1
Producción,"5.871,50",1
Producción,"5.871,72",1
Producción,"5.872,47",1
Producción,"5.876,00",1
Producción,"5.881,00",1
Producción,"5.886,00",1
Producción,"5.895,00",1
Producción,"5.896,00",1
Producción,"5.903,00",1
Producción,"5.904,00",1
Producción,"5.904,18",1
Producción,"5.906,60",1
Producción,"5.908,00",1
Producción,"5.912,00",1
Producción,"5.912,50",1
Producción,"5.914,78",1
Producción,"5.919,84",1
Producción,"5.924,82",1
Producción,"5.925,00",1
Producción,"5.929,00",1
Producción,"5.933,00",1
Producción,"5.933,20",1
Producción,"5.936,00",1
Producción,"5.943,00",1
Producción,"5.961,60",1
Producción,"5.968,00",1
Producción,"5.969,08",1
Producción,"5.969,63",1
Producción,"5.972,00",1
Producción,"5.975,20",1
Producción,"5.976,00",1
Producción,"5.979,81",1
Producción,"5.985,00",1
Producción,"5.992,00",1
Producción,"5.992,50",1
Producción,"5.997,60",1
Producción,"50.000,64",1
Producción,"50.003,20",1
Producción,"50.008,60",1
Producción,"50.062,50",1
Producción,"50.112,00",1
Producción,"50.160,00",1
Producción,"50.234,18",1
Producción,"50.250,00",1
Producción,"50.274,00",1
Producción,"50.374,90",1
Producción,"50.479,20",1
Producción,"50.619,00",1
Producción,"50.628,50",1
Producción,"50.695,65",1
Producción,"50.700,00",1
Producción,"50.840,00",1
Producción,"50.841,00",1
Producción,"50.933,61",1
Producción,"50.968,50",1
Producción,"50.996,00",1
Producción,"500.200,00",1
Producción,"501.182,40",1
Producción,"506.582,40",1
Producción,"507.782,40",1
Producción,"51.060,00",1
Producción,"51.093,00",1
Producción,"51.120,00",1
Producción,"51.280,00",1
Producción,"51.300,00",1
Producción,"51.320,00",1
Producción,"51.360,00",1
Producción,"51.408,00",1
Producción,"51.500,00",1
Producción,"51.504,00",1
Producción,"51.610,00",1
Producción,"51.687,54",1
Producción,"51.704,00",1
Producción,"51.723,00",1
Producción,"51.735,49",1
Producción,"51.770,00",1
Producción,"51.831,50",1
Producción,"51.870,00",1
Producción,"51.920,00",1
Producción,"51.926,00",1
Producción,"511.300,00",1
Producción,"515.800,00",1
Producción,"517.748,22",1
Producción,"517.800,00",1
Producción,"519.869,01",1
Producción,"52.086,00",1
Producción,"52.353,00",1
Producción,"52.380,00",1
Producción,"52.433,72",1
Producción,"52.560,00",1
Producción,"52.668,00",1
Producción,"52.695,50",1
Producción,"524.846,50",1
Producción,"527.575,00",1
Producción,"528.000,00",1
Producción,"528.018,10",1
Producción,"53.000,00",1
Producción,"53.040,00",1
Producción,"53.100,00",1
Producción,"53.215,50",1
Producción,"53.252,00",1
Producción,"53.264,00",1
Producción,"53.284,00",1
Producción,"53.293,42",1
Producción,"53.718,50",1
Producción,"53.725,80",1
Producción,"53.790,00",1
Producción,"53.830,00",1
Producción,"53.880,00",1
Producción,"53.939,47",1
Producción,"53.940,70",1
Producción,"530.750,00",1
Producción,"533.755,60",1
Producción,"535.337,00",1
Producción,"535.560,00",1
Producción,"536.346,36",1
Producción,"537.575,00",1
Producción,"54.067,50",1
Producción,"54.265,50",1
Producción,"54.441,82",1
Producción,"54.459,00",1
Producción,"54.480,00",1
Producción,"54.560,00",1
Producción,"54.565,50",1
Producción,"54.610,00",1
Producción,"54.729,00",1
Producción,"54.813,00",1
Producción,"54.870,00",1
Producción,"54.890,00",1
Producción,"54.967,22",1
Producción,"540.996,50",1
Producción,"542.575,00",1
Producción,"542.720,00",1
Producción,"546.455,60",1
Producción,"55.009,02",1
Producción,"55.055,00",1
Producción,"55.092,00",1
Producción,"55.100,00",1
Producción,"55.163,99",1
Producción,"55.225,08",1
Producción,"55.270,73",1
Producción,"55.301,54",1
Producción,"55.325,00",1
Producción,"55.350,00",1
Producción,"55.520,00",1
Producción,"55.524,00",1
Producción,"55.756,00",1
Producción,"55.980,00",1
Producción,"551.292,60",1
Producción,"551.592,60",1
Producción,"552.492,60",1
Producción,"56.156,00",1
Producción,"56.252,00",1
Producción,"56.256,60",1
Producción,"56.340,00",1
Producción,"56.346,00",1
Producción,"56.407,50",1
Producción,"56.412,50",1
Producción,"56.525,00",1
Producción,"56.640,00",1
Producción,"56.710,00",1
Producción,"56.800,00",1
Producción,"56.862,00",1
Producción,"56.888,00",1
Producción,"57.034,20",1
Producción,"57.090,00",1
Producción,"57.330,00",1
Producción,"57.360,00",1
Producción,"57.456,00",1
Producción,"57.500,00",1
Producción,"57.504,00",1
Producción,"57.528,00",1
Producción,"57.600,00",1
Producción,"57.904,83",1
Producción,"570.000,00",1
Producción,"576.000,00",1
Producción,"58.080,00",1
Producción,"58.145,50",1
Producción,"58.148,28",1
Producción,"58.218,00",1
Producción,"58.255,20",1
Producción,"58.375,00",1
Producción,"58.440,00",1
Producción,"58.620,00",1
Producción,"58.770,00",1
Producción,"58.894,00",1
Producción,"58.960,00",1
Producción,"581.520,00",1
Producción,"59.050,00",1
Producción,"59.100,00",1
Producción,"59.106,96",1
Producción,"59.123,25",1
Producción,"59.204,40",1
Producción,"59.243,47",1
Producción,"59.280,00",1
Producción,"59.520,00",1
Producción,"59.580,00",1
Producción,"59.600,00",1
Producción,"59.640,00",1
Producción,"59.732,64",1
Producción,"59.940,00",1
Producción,"597.520,00",1
Producción,"6.004,80",1
Producción,"6.005,01",1
Producción,"6.010,00",1
Producción,"6.015,00",1
Producción,"6.015,97",1
Producción,"6.017,00",1
Producción,"6.020,12",1
Producción,"6.021,00",1
Producción,"6.024,75",1
Producción,"6.032,00",1
Producción,"6.036,00",1
Producción,"6.052,50",1
Producción,"6.052,64",1
Producción,"6.055,20",1
Producción,"6.058,00",1
Producción,"6.063,72",1
Producción,"6.064,21",1
Producción,"6.072,00",1
Producción,"6.075,00",1
Producción,"6.086,68",1
Producción,"6.088,00",1
Producción,"6.090,70",1
Producción,"6.094,00",1
Producción,"6.095,00",1
Producción,"6.097,00",1
Producción,"6.100,50",1
Producción,"6.106,60",1
Producción,"6.108,50",1
Producción,"6.110,06",1
Producción,"6.114,22",1
Producción,"6.117,00",1
Producción,"6.117,96",1
Producción,"6.124,00",1
Producción,"6.147,54",1
Producción,"6.149,40",1
Producción,"6.152,52",1
Producción,"6.153,60",1
Producción,"6.156,00",1
Producción,"6.165,00",1
Producción,"6.169,52",1
Producción,"6.170,00",1
Producción,"6.173,78",1
Producción,"6.177,00",1
Producción,"6.177,60",1
Producción,"6.181,49",1
Producción,"6.183,00",1
Producción,"6.188,00",1
Producción,"6.194,40",1
Producción,"6.195,00",1
Producción,"6.196,00",1
Producción,"6.203,40",1
Producción,"6.204,00",1
Producción,"6.204,43",1
Producción,"6.205,00",1
Producción,"6.213,00",1
Producción,"6.216,00",1
Producción,"6.216,96",1
Producción,"6.220,00",1
Producción,"6.228,00",1
Producción,"6.245,60",1
Producción,"6.246,00",1
Producción,"6.249,18",1
Producción,"6.252,40",1
Producción,"6.256,00",1
Producción,"6.264,41",1
Producción,"6.266,00",1
Producción,"6.266,40",1
Producción,"6.268,50",1
Producción,"6.273,40",1
Producción,"6.275,13",1
Producción,"6.277,50",1
Producción,"6.278,14",1
Producción,"6.282,00",1
Producción,"6.283,20",1
Producción,"6.288,00",1
Producción,"6.288,60",1
Producción,"6.290,00",1
Producción,"6.291,60",1
Producción,"6.293,50",1
Producción,"6.297,00",1
Producción,"6.298,00",1
Producción,"6.302,62",1
Producción,"6.305,07",1
Producción,"6.307,00",1
Producción,"6.307,20",1
Producción,"6.313,14",1
Producción,"6.325,00",1
Producción,"6.328,00",1
Producción,"6.333,60",1
Producción,"6.344,00",1
Producción,"6.345,60",1
Producción,"6.347,00",1
Producción,"6.347,43",1
Producción,"6.353,00",1
Producción,"6.353,80",1
Producción,"6.354,60",1
Producción,"6.355,00",1
Producción,"6.361,00",1
Producción,"6.368,00",1
Producción,"6.368,75",1
Producción,"6.380,00",1
Producción,"6.382,60",1
Producción,"6.384,00",1
Producción,"6.387,50",1
Producción,"6.387,74",1
Producción,"6.388,80",1
Producción,"6.389,66",1
Producción,"6.392,62",1
Producción,"6.392,68",1
Producción,"6.392,85",1
Producción,"6.394,00",1
Producción,"6.398,00",1
Producción,"6.399,21",1
Producción,"6.408,00",1
Producción,"6.422,00",1
Producción,"6.422,44",1
Producción,"6.426,00",1
Producción,"6.431,50",1
Producción,"6.432,60",1
Producción,"6.437,20",1
Producción,"6.454,00",1
Producción,"6.456,00",1
Producción,"6.459,50",1
Producción,"6.460,48",1
Producción,"6.462,27",1
Producción,"6.467,50",1
Producción,"6.474,00",1
Producción,"6.479,01",1
Producción,"6.479,60",1
Producción,"6.488,00",1
Producción,"6.489,48",1
Producción,"6.492,00",1
Producción,"6.495,00",1
Producción,"6.499,12",1
Producción,"6.510,00",1
Producción,"6.514,06",1
Producción,"6.515,70",1
Producción,"6.517,50",1
Producción,"6.522,78",1
Producción,"6.523,60",1
Producción,"6.527,67",1
Producción,"6.528,00",1
Producción,"6.531,40",1
Producción,"6.536,00",1
Producción,"6.542,06",1
Producción,"6.544,00",1
Producción,"6.546,00",1
Producción,"6.547,17",1
Producción,"6.550,38",1
Producción,"6.556,40",1
Producción,"6.558,00",1
Producción,"6.559,00",1
Producción,"6.567,00",1
Producción,"6.571,58",1
Producción,"6.573,00",1
Producción,"6.573,60",1
Producción,"6.577,00",1
Producción,"6.577,60",1
Producción,"6.578,00",1
Producción,"6.588,00",1
Producción,"6.590,00",1
Producción,"6.594,00",1
Producción,"6.594,75",1
Producción,"6.598,50",1
Producción,"6.601,50",1
Producción,"6.602,50",1
Producción,"6.603,00",1
Producción,"6.605,63",1
Producción,"6.606,00",1
Producción,"6.608,00",1
Producción,"6.610,00",1
Producción,"6.610,60",1
Producción,"6.610,90",1
Producción,"6.612,00",1
Producción,"6.618,00",1
Producción,"6.620,00",1
Producción,"6.621,50",1
Producción,"6.622,35",1
Producción,"6.623,10",1
Producción,"6.625,00",1
Producción,"6.631,80",1
Producción,"6.636,82",1
Producción,"6.640,20",1
Producción,"6.642,00",1
Producción,"6.645,00",1
Producción,"6.651,47",1
Producción,"6.653,48",1
Producción,"6.664,00",1
Producción,"6.665,51",1
Producción,"6.669,60",1
Producción,"6.672,16",1
Producción,"6.677,00",1
Producción,"6.682,72",1
Producción,"6.693,00",1
Producción,"6.696,00",1
Producción,"6.697,00",1
Producción,"6.704,72",1
Producción,"6.705,00",1
Producción,"6.708,74",1
Producción,"6.709,64",1
Producción,"6.715,00",1
Producción,"6.723,29",1
Producción,"6.726,00",1
Producción,"6.728,00",1
Producción,"6.739,47",1
Producción,"6.741,00",1
Producción,"6.748,72",1
Producción,"6.755,47",1
Producción,"6.758,00",1
Producción,"6.759,00",1
Producción,"6.763,96",1
Producción,"6.768,00",1
Producción,"6.768,30",1
Producción,"6.774,00",1
Producción,"6.775,97",1
Producción,"6.778,20",1
Producción,"6.779,95",1
Producción,"6.780,00",1
Producción,"6.784,90",1
Producción,"6.786,00",1
Producción,"6.787,20",1
Producción,"6.794,34",1
Producción,"6.796,90",1
Producción,"6.799,00",1
Producción,"6.804,00",1
Producción,"6.805,20",1
Producción,"6.807,50",1
Producción,"6.809,55",1
Producción,"6.810,00",1
Producción,"6.813,32",1
Producción,"6.815,00",1
Producción,"6.816,00",1
Producción,"6.820,00",1
Producción,"6.825,00",1
Producción,"6.830,60",1
Producción,"6.831,50",1
Producción,"6.836,50",1
Producción,"6.838,00",1
Producción,"6.838,50",1
Producción,"6.842,40",1
Producción,"6.845,00",1
Producción,"6.846,00",1
Producción,"6.848,00",1
Producción,"6.858,00",1
Producción,"6.859,95",1
Producción,"6.864,00",1
Producción,"6.868,00",1
Producción,"6.870,00",1
Producción,"6.870,60",1
Producción,"6.879,00",1
Producción,"6.879,30",1
Producción,"6.879,60",1
Producción,"6.882,00",1
Producción,"6.885,00",1
Producción,"6.895,00",1
Producción,"6.897,66",1
Producción,"6.909,00",1
Producción,"6.910,00",1
Producción,"6.910,69",1
Producción,"6.912,00",1
Producción,"6.917,00",1
Producción,"6.919,00",1
Producción,"6.919,50",1
Producción,"6.920,48",1
Producción,"6.921,00",1
Producción,"6.925,00",1
Producción,"6.927,00",1
Producción,"6.935,00",1
Producción,"6.936,97",1
Producción,"6.939,00",1
Producción,"6.941,00",1
Producción,"6.944,30",1
Producción,"6.949,50",1
Producción,"6.949,60",1
Producción,"6.955,00",1
Producción,"6.955,67",1
Producción,"6.966,00",1
Producción,"6.980,60",1
Producción,"6.985,00",1
Producción,"6.991,25",1
Producción,"6.992,39",1
Producción,"6.996,96",1
Producción,"60.032,00",1
Producción,"60.090,00",1
Producción,"60.109,20",1
Producción,"60.141,38",1
Producción,"60.180,00",1
Producción,"60.192,00",1
Producción,"60.307,40",1
Producción,"60.570,00",1
Producción,"60.690,00",1
Producción,"60.750,00",1
Producción,"60.760,00",1
Producción,"60.800,00",1
Producción,"60.922,67",1
Producción,"600.000,00",1
Producción,"601.614,00",1
Producción,"61.080,00",1
Producción,"61.157,30",1
Producción,"61.560,00",1
Producción,"61.824,00",1
Producción,"61.902,00",1
Producción,"61.920,00",1
Producción,"62.372,66",1
Producción,"62.465,00",1
Producción,"62.480,00",1
Producción,"62.660,40",1
Producción,"62.680,00",1
Producción,"62.712,00",1
Producción,"62.999,29",1
Producción,"627.209,21",1
Producción,"63.061,00",1
Producción,"63.200,00",1
Producción,"63.210,00",1
Producción,"63.255,64",1
Producción,"63.400,00",1
Producción,"63.403,00",1
Producción,"63.450,00",1
Producción,"63.510,00",1
Producción,"63.840,00",1
Producción,"63.900,00",1
Producción,"64.273,50",1
Producción,"64.415,00",1
Producción,"64.480,00",1
Producción,"64.680,00",1
Producción,"64.960,00",1
Producción,"643.550,00",1
Producción,"644.410,00",1
Producción,"648.420,00",1
Producción,"648.830,00",1
Producción,"65.100,00",1
Producción,"65.180,00",1
Producción,"65.250,00",1
Producción,"65.600,00",1
Producción,"65.606,00",1
Producción,"65.667,00",1
Producción,"65.890,00",1
Producción,"65.994,50",1
Producción,"654.030,00",1
Producción,"657.600,00",1
Producción,"66.006,92",1
Producción,"66.080,00",1
Producción,"66.181,85",1
Producción,"66.250,00",1
Producción,"66.300,00",1
Producción,"66.431,30",1
Producción,"66.456,00",1
Producción,"66.600,00",1
Producción,"66.800,00",1
Producción,"66.818,50",1
Producción,"66.900,00",1
Producción,"660.000,00",1
Producción,"667.200,00",1
Producción,"67.000,00",1
Producción,"67.137,06",1
Producción,"67.308,78",1
Producción,"67.390,30",1
Producción,"67.900,00",1
Producción,"67.920,00",1
Producción,"670.881,00",1
Producción,"68.103,00",1
Producción,"68.160,00",1
Producción,"68.400,00",1
Producción,"68.750,00",1
Producción,"68.869,90",1
Producción,"68.906,50",1
Producción,"681.210,00",1
Producción,"69.020,00",1
Producción,"69.065,00",1
Producción,"69.180,00",1
Producción,"69.255,00",1
Producción,"69.520,00",1
Producción,"69.717,00",1
Producción,"69.750,00",1
Producción,"694.492,00",1
Producción,"7.001,40",1
Producción,"7.007,00",1
Producción,"7.009,10",1
Producción,"7.009,35",1
Producción,"7.017,88",1
Producción,"7.018,00",1
Producción,"7.022,90",1
Producción,"7.027,20",1
Producción,"7.028,00",1
Producción,"7.030,00",1
Producción,"7.030,68",1
Producción,"7.031,65",1
Producción,"7.032,00",1
Producción,"7.035,00",1
Producción,"7.044,00",1
Producción,"7.044,82",1
Producción,"7.046,00",1
Producción,"7.048,00",1
Producción,"7.049,00",1
Producción,"7.056,50",1
Producción,"7.057,50",1
Producción,"7.061,80",1
Producción,"7.064,40",1
Producción,"7.065,00",1
Producción,"7.072,50",1
Producción,"7.075,00",1
Producción,"7.084,80",1
Producción,"7.085,00",1
Producción,"7.086,30",1
Producción,"7.087,50",1
Producción,"7.088,00",1
Producción,"7.090,00",1
Producción,"7.100,50",1
Producción,"7.101,68",1
Producción,"7.109,46",1
Producción,"7.111,80",1
Producción,"7.119,00",1
Producción,"7.120,00",1
Producción,"7.122,60",1
Producción,"7.130,00",1
Producción,"7.130,61",1
Producción,"7.134,00",1
Producción,"7.134,05",1
Producción,"7.144,00",1
Producción,"7.144,20",1
Producción,"7.146,00",1
Producción,"7.161,30",1
Producción,"7.163,00",1
Producción,"7.165,16",1
Producción,"7.166,80",1
Producción,"7.168,00",1
Producción,"7.170,00",1
Producción,"7.182,50",1
Producción,"7.188,00",1
Producción,"7.191,00",1
Producción,"7.194,00",1
Producción,"7.196,26",1
Producción,"7.196,80",1
Producción,"7.199,01",1
Producción,"7.203,60",1
Producción,"7.206,30",1
Producción,"7.206,40",1
Producción,"7.206,50",1
Producción,"7.208,00",1
Producción,"7.215,00",1
Producción,"7.220,00",1
Producción,"7.228,00",1
Producción,"7.238,00",1
Producción,"7.238,10",1
Producción,"7.245,00",1
Producción,"7.246,50",1
Producción,"7.258,20",1
Producción,"7.264,10",1
Producción,"7.266,00",1
Producción,"7.270,00",1
Producción,"7.276,80",1
Producción,"7.282,20",1
Producción,"7.285,20",1
Producción,"7.290,00",1
Producción,"7.298,00",1
Producción,"7.306,60",1
Producción,"7.308,00",1
Producción,"7.324,85",1
Producción,"7.340,00",1
Producción,"7.345,00",1
Producción,"7.347,60",1
Producción,"7.353,00",1
Producción,"7.354,20",1
Producción,"7.356,00",1
Producción,"7.357,50",1
Producción,"7.362,00",1
Producción,"7.362,33",1
Producción,"7.363,12",1
Producción,"7.371,00",1
Producción,"7.375,16",1
Producción,"7.381,00",1
Producción,"7.382,91",1
Producción,"7.386,20",1
Producción,"7.389,06",1
Producción,"7.390,00",1
Producción,"7.398,30",1
Producción,"7.404,80",1
Producción,"7.407,89",1
Producción,"7.410,00",1
Producción,"7.411,33",1
Producción,"7.413,70",1
Producción,"7.414,00",1
Producción,"7.436,00",1
Producción,"7.443,09",1
Producción,"7.447,50",1
Producción,"7.448,00",1
Producción,"7.451,50",1
Producción,"7.455,00",1
Producción,"7.457,83",1
Producción,"7.462,42",1
Producción,"7.472,80",1
Producción,"7.477,50",1
Producción,"7.477,60",1
Producción,"7.482,72",1
Producción,"7.485,00",1
Producción,"7.495,00",1
Producción,"7.498,80",1
Producción,"7.505,10",1
Producción,"7.512,00",1
Producción,"7.529,51",1
Producción,"7.539,00",1
Producción,"7.546,50",1
Producción,"7.552,00",1
Producción,"7.558,70",1
Producción,"7.560,63",1
Producción,"7.562,50",1
Producción,"7.565,00",1
Producción,"7.572,00",1
Producción,"7.575,00",1
Producción,"7.578,75",1
Producción,"7.584,00",1
Producción,"7.587,20",1
Producción,"7.590,00",1
Producción,"7.593,36",1
Producción,"7.595,00",1
Producción,"7.595,59",1
Producción,"7.595,70",1
Producción,"7.596,00",1
Producción,"7.602,00",1
Producción,"7.605,00",1
Producción,"7.607,25",1
Producción,"7.608,46",1
Producción,"7.611,80",1
Producción,"7.614,00",1
Producción,"7.614,60",1
Producción,"7.615,53",1
Producción,"7.619,02",1
Producción,"7.622,43",1
Producción,"7.623,00",1
Producción,"7.624,00",1
Producción,"7.625,00",1
Producción,"7.628,00",1
Producción,"7.630,00",1
Producción,"7.630,93",1
Producción,"7.632,00",1
Producción,"7.632,50",1
Producción,"7.637,00",1
Producción,"7.644,00",1
Producción,"7.645,00",1
Producción,"7.648,00",1
Producción,"7.649,54",1
Producción,"7.667,00",1
Producción,"7.668,00",1
Producción,"7.678,00",1
Producción,"7.695,00",1
Producción,"7.696,00",1
Producción,"7.704,00",1
Producción,"7.710,00",1
Producción,"7.712,98",1
Producción,"7.721,00",1
Producción,"7.725,00",1
Producción,"7.727,14",1
Producción,"7.744,00",1
Producción,"7.744,23",1
Producción,"7.746,00",1
Producción,"7.750,00",1
Producción,"7.752,50",1
Producción,"7.772,00",1
Producción,"7.775,00",1
Producción,"7.780,00",1
Producción,"7.782,60",1
Producción,"7.784,00",1
Producción,"7.784,05",1
Producción,"7.787,00",1
Producción,"7.791,00",1
Producción,"7.797,50",1
Producción,"7.798,13",1
Producción,"7.805,00",1
Producción,"7.807,00",1
Producción,"7.809,00",1
Producción,"7.812,00",1
Producción,"7.813,62",1
Producción,"7.824,00",1
Producción,"7.828,96",1
Producción,"7.830,00",1
Producción,"7.830,65",1
Producción,"7.839,00",1
Producción,"7.840,38",1
Producción,"7.844,72",1
Producción,"7.845,00",1
Producción,"7.845,30",1
Producción,"7.848,00",1
Producción,"7.853,00",1
Producción,"7.854,00",1
Producción,"7.856,00",1
Producción,"7.858,40",1
Producción,"7.858,50",1
Producción,"7.867,62",1
Producción,"7.868,28",1
Producción,"7.870,00",1
Producción,"7.878,00",1
Producción,"7.888,00",1
Producción,"7.905,00",1
Producción,"7.905,28",1
Producción,"7.908,00",1
Producción,"7.909,67",1
Producción,"7.912,50",1
Producción,"7.926,25",1
Producción,"7.935,00",1
Producción,"7.940,00",1
Producción,"7.945,00",1
Producción,"7.952,00",1
Producción,"7.954,38",1
Producción,"7.956,00",1
Producción,"7.957,00",1
Producción,"7.957,60",1
Producción,"7.958,00",1
Producción,"7.965,00",1
Producción,"7.965,17",1
Producción,"7.968,00",1
Producción,"7.970,20",1
Producción,"7.972,98",1
Producción,"7.973,00",1
Producción,"7.974,00",1
Producción,"7.975,00",1
Producción,"7.978,95",1
Producción,"7.981,00",1
Producción,"7.988,50",1
Producción,"7.992,50",1
Producción,"7.994,90",1
Producción,"7.996,56",1
Producción,"70.011,98",1
Producción,"70.440,00",1
Producción,"70.520,00",1
Producción,"70.580,20",1
Producción,"70.646,00",1
Producción,"70.848,00",1
Producción,"70.912,80",1
Producción,"70.950,00",1
Producción,"70.980,00",1
Producción,"71.020,00",1
Producción,"71.278,67",1
Producción,"71.579,52",1
Producción,"71.600,00",1
Producción,"71.803,47",1
Producción,"712.140,00",1
Producción,"72.003,20",1
Producción,"72.333,00",1
Producción,"72.360,00",1
Producción,"72.500,00",1
Producción,"72.560,00",1
Producción,"72.600,00",1
Producción,"72.610,20",1
Producción,"72.680,00",1
Producción,"72.800,00",1
Producción,"72.880,00",1
Producción,"72.900,00",1
Producción,"72.960,00",1
Producción,"724.710,00",1
Producción,"73.100,00",1
Producción,"73.146,00",1
Producción,"73.224,00",1
Producción,"73.283,00",1
Producción,"73.473,60",1
Producción,"73.480,00",1
Producción,"73.722,00",1
Producción,"73.960,00",1
Producción,"73.973,20",1
Producción,"731.700,00",1
Producción,"739.017,00",1
Producción,"74.000,00",1
Producción,"74.100,00",1
Producción,"74.370,00",1
Producción,"74.403,20",1
Producción,"75.120,00",1
Producción,"75.144,00",1
Producción,"75.200,00",1
Producción,"75.300,00",1
Producción,"75.624,50",1
Producción,"753.710,00",1
Producción,"76.000,00",1
Producción,"76.500,00",1
Producción,"76.700,00",1
Producción,"766.590,00",1
Producción,"767.948,00",1
Producción,"77.319,00",1
Producción,"77.500,00",1
Producción,"77.600,00",1
Producción,"77.715,64",1
Producción,"77.796,00",1
Producción,"77.832,00",1
Producción,"77.850,00",1
Producción,"77.856,00",1
Producción,"77.870,00",1
