Código Dane municipio,Municipio,Código del cultivo,Cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,metrica_cero
25095,Bituima,2022800,Sábila,2020,2020,Permanente,"10,00","0,00","0,00","0,00",produccion_num
25099,Bojacá,1010402,Maíz,2025,2025A,Transitorio,"120,00","0,00","0,00","0,00",produccion_num
25099,Bojacá,1080701,Papa,2022,2022A,Transitorio,"190,00","0,00","0,00","0,00",produccion_num
25099,Bojacá,1080701,Papa,2025,2025A,Transitorio,"220,00","0,00","0,00","0,00",produccion_num
25099,Bojacá,1053000,Zanahoria,2025,2025A,Transitorio,"150,00","0,00","0,00","0,00",produccion_num
25120,Cabrera,1051000,"Calabacín, calabaza",2022,2022A,Transitorio,"4,70","0,00","0,00","0,00",produccion_num
25120,Cabrera,1060200,Frijol,2025,2025A,Transitorio,"2.500,00","0,00","0,00","0,00",produccion_num
25120,Cabrera,2043100,Gulupa o cholupa,2021,2021,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25120,Cabrera,1052400,Pepino Guiso,2022,2022A,Transitorio,"14,00","0,00","0,00","0,00",produccion_num
25120,Cabrera,2046500,Uchuva,2020,2020,Permanente,"42,00","0,00","0,00","0,00",produccion_num
25123,Cachipay,1060200,Frijol,2024,2024B,Transitorio,"3,00","0,00","0,00","0,00",produccion_num
25123,Cachipay,1060200,Frijol,2025,2025B,Transitorio,"3,00","0,00","0,00","0,00",produccion_num
25123,Cachipay,1010402,Maíz,2023,2023A,Transitorio,"15,00","0,00","0,00","0,00",produccion_num
25123,Cachipay,2022800,Sábila,2019,2019,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25126,Cajicá,1050400,Ajo,2022,2022A,Transitorio,"0,20","0,00","0,00","0,00",produccion_num
25126,Cajicá,1050400,Ajo,2024,2024A,Transitorio,"6,00","0,00","0,00","0,00",produccion_num
25126,Cajicá,1050400,Ajo,2025,2025A,Transitorio,"6,00","0,00","0,00","0,00",produccion_num
25126,Cajicá,1060200,Frijol,2023,2023A,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25126,Cajicá,1080701,Papa,2023,2023A,Transitorio,"30,00","0,00","0,00","0,00",produccion_num
25126,Cajicá,1052700,Remolacha,2024,2024A,Transitorio,"16,20","0,00","0,00","0,00",produccion_num
25126,Cajicá,2046300,Tomate de árbol,2022,2022,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25126,Cajicá,1053000,Zanahoria,2023,2023A,Transitorio,"5,20","0,00","0,00","0,00",produccion_num
25148,Caparrapí,2040500,Arazá,2020,2020,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25148,Caparrapí,1080200,Arracacha,2024,2024B,Transitorio,"3,00","0,00","0,00","0,00",produccion_num
25148,Caparrapí,2043603,Limón,2020,2020,Permanente,"20,00","0,00","0,00","0,00",produccion_num
25148,Caparrapí,2043700,Lulo,2020,2020,Permanente,"10,00","0,00","0,00","0,00",produccion_num
25148,Caparrapí,2049900,Otros frutales,2020,2020,Permanente,"50,00","0,00","0,00","0,00",produccion_num
25151,Cáqueza,2040299,Aguacate,2019,2019,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25151,Cáqueza,1050200,Ahuyama,2022,2022B,Transitorio,"36,00","0,00","0,00","0,00",produccion_num
25151,Cáqueza,1051100,Cebolla de bulbo,2024,2024A,Transitorio,"150,00","0,00","0,00","0,00",produccion_num
25151,Cáqueza,1010404,Maíz,2022,2022A,Transitorio,"40,00","0,00","0,00","0,00",produccion_num
25151,Cáqueza,1010404,Maíz,2023,2023A,Transitorio,"40,00","0,00","0,00","0,00",produccion_num
25151,Cáqueza,1010404,Maíz,2024,2024A,Transitorio,"50,00","0,00","0,00","0,00",produccion_num
25151,Cáqueza,1052901,Tomate,2024,2024A,Transitorio,"87,50","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1080200,Arracacha,2022,2022B,Transitorio,"1,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1060100,Arveja,2024,2024B,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1010402,Maíz,2022,2022A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1010402,Maíz,2023,2023A,Transitorio,"14,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1010402,Maíz,2024,2024A,Transitorio,"12,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1010404,Maíz,2022,2022A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1010404,Maíz,2023,2023A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1010404,Maíz,2024,2024A,Transitorio,"4,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,1080701,Papa,2025,2025A,Transitorio,"800,00","0,00","0,00","0,00",produccion_num
25154,Carmen de Carupa,2046500,Uchuva,2020,2020,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25168,Chaguaní,1080200,Arracacha,2023,2023A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25168,Chaguaní,1080200,Arracacha,2024,2024A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25168,Chaguaní,1010402,Maíz,2022,2022A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25168,Chaguaní,1010402,Maíz,2023,2023B,Transitorio,"7,00","0,00","0,00","0,00",produccion_num
25175,Chía,1060100,Arveja,2025,2025A,Transitorio,"7,50","0,00","0,00","0,00",produccion_num
25178,Chipaque,1080200,Arracacha,2024,2024B,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25178,Chipaque,2042800,Granadilla,2024,2024,Permanente,"1,50","0,00","0,00","0,00",produccion_num
25178,Chipaque,2043100,Gulupa o cholupa,2024,2024,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25178,Chipaque,1010402,Maíz,2024,2024A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25178,Chipaque,2046500,Uchuva,2024,2024,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25181,Choachí,2040299,Aguacate,2019,2019,Permanente,"10,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1060200,Frijol,2025,2025A,Transitorio,"6,00","0,00","0,00","0,00",produccion_num
25181,Choachí,2043100,Gulupa o cholupa,2022,2022,Permanente,"4,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1010402,Maíz,2022,2022A,Transitorio,"15,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1010402,Maíz,2023,2023A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1010402,Maíz,2024,2024A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1010402,Maíz,2025,2025A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1010404,Maíz,2022,2022A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1010404,Maíz,2023,2023A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1010404,Maíz,2024,2024A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1010404,Maíz,2025,2025A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25181,Choachí,1080701,Papa,2024,2024A,Transitorio,"15,00","0,00","0,00","0,00",produccion_num
25183,Chocontá,2040400,Arándano,2023,2023,Permanente,"18,00","0,00","0,00","0,00",produccion_num
25183,Chocontá,1060100,Arveja,2024,2024A,Transitorio,"100,00","0,00","0,00","0,00",produccion_num
25183,Chocontá,1060100,Arveja,2025,2025A,Transitorio,"80,00","0,00","0,00","0,00",produccion_num
25183,Chocontá,1080702,Papa,2024,2024A,Transitorio,"50,00","0,00","0,00","0,00",produccion_num
25183,Chocontá,1080702,Papa,2025,2025A,Transitorio,"60,00","0,00","0,00","0,00",produccion_num
25183,Chocontá,1053000,Zanahoria,2024,2024A,Transitorio,"20,00","0,00","0,00","0,00",produccion_num
25200,Cogua,2040400,Arándano,2019,2019,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25214,Cota,2042700,Fresa,2020,2020,Permanente,"0,90","0,00","0,00","0,00",produccion_num
25214,Cota,2042700,Fresa,2022,2022,Permanente,"0,30","0,00","0,00","0,00",produccion_num
25224,Cucunubá,2043700,Lulo,2022,2022,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25224,Cucunubá,2046500,Uchuva,2022,2022,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25245,El Colegio,2040201,Aguacate,2021,2021,Permanente,"8,06","0,00","0,00","0,00",produccion_num
25245,El Colegio,1081001,Yuca,2024,2024A,Transitorio,"4,00","0,00","0,00","0,00",produccion_num
25258,El Peñón,1081001,Yuca,2022,2022A,Transitorio,"100,00","0,00","0,00","0,00",produccion_num
25258,El Peñón,1081001,Yuca,2023,2023A,Transitorio,"75,00","0,00","0,00","0,00",produccion_num
25269,Facatativá,1022300,Plantas aromáticas,2019,2019,Transitorio,"9,10","0,00","0,00","0,00",produccion_num
25269,Facatativá,2046500,Uchuva,2024,2024,Permanente,"4,00","0,00","0,00","0,00",produccion_num
25281,Fosca,2042800,Granadilla,2019,2019,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25281,Fosca,1080702,Papa,2024,2024B,Transitorio,"240,00","0,00","0,00","0,00",produccion_num
25288,Fúquene,2042700,Fresa,2024,2024,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25288,Fúquene,2044700,Mora,2024,2024,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25290,Fusagasugá,1060100,Arveja,2025,2025A,Transitorio,"15,00","0,00","0,00","0,00",produccion_num
25290,Fusagasugá,2043700,Lulo,2022,2022,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25290,Fusagasugá,2049900,Otros frutales,2021,2021,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25290,Fusagasugá,1052901,Tomate,2025,2025A,Transitorio,"20,00","0,00","0,00","0,00",produccion_num
25293,Gachalá,1010402,Maíz,2024,2024A,Transitorio,"200,00","0,00","0,00","0,00",produccion_num
25293,Gachalá,1010402,Maíz,2025,2025A,Transitorio,"200,00","0,00","0,00","0,00",produccion_num
25293,Gachalá,1080701,Papa,2022,2022B,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25293,Gachalá,1080701,Papa,2023,2023B,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25293,Gachalá,2046300,Tomate de árbol,2021,2021,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25295,Gachancipá,2042200,Curuba,2020,2020,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25295,Gachancipá,2042900,Guanábana,2020,2020,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25295,Gachancipá,2043700,Lulo,2020,2020,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25295,Gachancipá,2044700,Mora,2019,2019,Permanente,"0,50","0,00","0,00","0,00",produccion_num
25295,Gachancipá,1080701,Papa,2024,2024B,Transitorio,"11,00","0,00","0,00","0,00",produccion_num
25295,Gachancipá,2046300,Tomate de árbol,2020,2020,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25297,Gachetá,2040299,Aguacate,2019,2019,Permanente,"5,50","0,00","0,00","0,00",produccion_num
25297,Gachetá,2040299,Aguacate,2020,2020,Permanente,"12,50","0,00","0,00","0,00",produccion_num
25297,Gachetá,2040299,Aguacate,2021,2021,Permanente,"12,50","0,00","0,00","0,00",produccion_num
25297,Gachetá,1010402,Maíz,2023,2023A,Transitorio,"100,00","0,00","0,00","0,00",produccion_num
25297,Gachetá,1010404,Maíz,2023,2023A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25299,Gama,1060100,Arveja,2024,2024A,Transitorio,"8,00","0,00","0,00","0,00",produccion_num
25307,Girardot,1010401,Maíz,2025,2025B,Transitorio,"1,00","0,00","0,00","0,00",produccion_num
25307,Girardot,1010402,Maíz,2025,2025B,Transitorio,"1,00","0,00","0,00","0,00",produccion_num
25307,Girardot,1010403,Maíz,2025,2025A,Transitorio,"3,00","0,00","0,00","0,00",produccion_num
25307,Girardot,1010404,Maíz,2025,2025A,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25312,Granada,1080200,Arracacha,2023,2023A,Transitorio,"6,00","0,00","0,00","0,00",produccion_num
25312,Granada,1080200,Arracacha,2024,2024A,Transitorio,"8,00","0,00","0,00","0,00",produccion_num
25317,Guachetá,1060200,Frijol,2022,2022A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25317,Guachetá,2042800,Granadilla,2021,2021,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25317,Guachetá,1010402,Maíz,2022,2022A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25317,Guachetá,1010402,Maíz,2023,2023A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25320,Guaduas,1060600,Habichuela,2024,2024A,Transitorio,"20,00","0,00","0,00","0,00",produccion_num
25322,Guasca,1080701,Papa,2023,2023A,Transitorio,"141,00","0,00","0,00","0,00",produccion_num
25326,Guatavita,1060100,Arveja,2025,2025A,Transitorio,"15,00","0,00","0,00","0,00",produccion_num
25326,Guatavita,1080701,Papa,2024,2024B,Transitorio,"1.600,00","0,00","0,00","0,00",produccion_num
25328,Guayabal de Síquima,1060200,Frijol,2025,2025A,Transitorio,"18,00","0,00","0,00","0,00",produccion_num
25335,Guayabetal,1060200,Frijol,2022,2022B,Transitorio,"550,00","0,00","0,00","0,00",produccion_num
25335,Guayabetal,1060200,Frijol,2023,2023B,Transitorio,"500,00","0,00","0,00","0,00",produccion_num
25335,Guayabetal,1060200,Frijol,2024,2024B,Transitorio,"460,00","0,00","0,00","0,00",produccion_num
25335,Guayabetal,1060200,Frijol,2025,2025B,Transitorio,"400,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,2040201,Aguacate,2023,2023,Permanente,"44,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,2042700,Fresa,2024,2024,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,1060200,Frijol,2022,2022B,Transitorio,"3.700,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,1060200,Frijol,2023,2023B,Transitorio,"3.730,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,2043603,Limón,2024,2024,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,2043603,Limón,2025,2025,Permanente,"1,50","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,2043700,Lulo,2024,2024,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,1010402,Maíz,2022,2022B,Transitorio,"2.020,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,1010402,Maíz,2023,2023B,Transitorio,"2.025,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,1010402,Maíz,2025,2025B,Transitorio,"1.400,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,2044700,Mora,2024,2024,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,1080701,Papa,2024,2024A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,1081001,Yuca,2024,2024A,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25339,Gutiérrez,1081001,Yuca,2024,2024B,Transitorio,"1,00","0,00","0,00","0,00",produccion_num
25368,Jerusalén,1081001,Yuca,2022,2022A,Transitorio,"12,00","0,00","0,00","0,00",produccion_num
25368,Jerusalén,1081001,Yuca,2023,2023A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25368,Jerusalén,1081001,Yuca,2024,2024A,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25372,Junín,1080100,Achira,2024,2024A,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25372,Junín,1080100,Achira,2025,2025A,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25372,Junín,1080200,Arracacha,2024,2024A,Transitorio,"16,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060100,Arveja,2022,2022A,Transitorio,"20,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060100,Arveja,2024,2024A,Transitorio,"24,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060100,Arveja,2025,2025A,Transitorio,"24,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060200,Frijol,2022,2022A,Transitorio,"50,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060200,Frijol,2024,2024A,Transitorio,"52,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060200,Frijol,2025,2025A,Transitorio,"52,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060500,Haba,2022,2022A,Transitorio,"20,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060500,Haba,2023,2023A,Transitorio,"16,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060500,Haba,2024,2024A,Transitorio,"13,00","0,00","0,00","0,00",produccion_num
25372,Junín,1060500,Haba,2025,2025A,Transitorio,"13,00","0,00","0,00","0,00",produccion_num
25372,Junín,1010402,Maíz,2022,2022A,Transitorio,"1.120,00","0,00","0,00","0,00",produccion_num
25372,Junín,1010402,Maíz,2023,2023A,Transitorio,"1.320,00","0,00","0,00","0,00",produccion_num
25372,Junín,1010402,Maíz,2024,2024A,Transitorio,"1.245,00","0,00","0,00","0,00",produccion_num
25372,Junín,1010402,Maíz,2025,2025A,Transitorio,"1.300,00","0,00","0,00","0,00",produccion_num
25372,Junín,1080702,Papa,2025,2025A,Transitorio,"8,00","0,00","0,00","0,00",produccion_num
25372,Junín,1080701,Papa,2025,2025A,Transitorio,"80,00","0,00","0,00","0,00",produccion_num
25394,La Palma,1010402,Maíz,2025,2025A,Transitorio,"19,00","0,00","0,00","0,00",produccion_num
25394,La Palma,1010404,Maíz,2025,2025A,Transitorio,"20,00","0,00","0,00","0,00",produccion_num
25398,La Peña,1010402,Maíz,2022,2022B,Transitorio,"4,00","0,00","0,00","0,00",produccion_num
25398,La Peña,1010402,Maíz,2023,2023B,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25398,La Peña,1010402,Maíz,2024,2024B,Transitorio,"5,00","0,00","0,00","0,00",produccion_num
25426,Machetá,2040400,Arándano,2020,2020,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25426,Machetá,2046200,Tangelo,2021,2021,Permanente,"0,01","0,00","0,00","0,00",produccion_num
25426,Machetá,2046200,Tangelo,2022,2022,Permanente,"0,01","0,00","0,00","0,00",produccion_num
25426,Machetá,2046500,Uchuva,2020,2020,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25436,Manta,2046300,Tomate de árbol,2019,2019,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25438,Medina,1050200,Ahuyama,2025,2025A,Transitorio,"1,00","0,00","0,00","0,00",produccion_num
25438,Medina,1010101,Arroz,2025,2025A,Transitorio,"0,50","0,00","0,00","0,00",produccion_num
25438,Medina,1010102,Arroz,2025,2025A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25438,Medina,1060200,Frijol,2025,2025A,Transitorio,"1,00","0,00","0,00","0,00",produccion_num
25438,Medina,2043000,Guayaba,2020,2020,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25438,Medina,2043000,Guayaba,2021,2021,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25438,Medina,2043100,Gulupa o cholupa,2020,2020,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25438,Medina,2043700,Lulo,2020,2020,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25438,Medina,2043700,Lulo,2021,2021,Permanente,"4,00","0,00","0,00","0,00",produccion_num
25438,Medina,1010402,Maíz,2025,2025B,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25438,Medina,2044300,Mangostino,2024,2024,Permanente,"18,00","0,00","0,00","0,00",produccion_num
25438,Medina,2044300,Mangostino,2025,2025,Permanente,"18,00","0,00","0,00","0,00",produccion_num
25438,Medina,2044700,Mora,2020,2020,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25438,Medina,2046900,Rambután,2024,2024,Permanente,"15,00","0,00","0,00","0,00",produccion_num
25438,Medina,2046900,Rambután,2025,2025,Permanente,"15,00","0,00","0,00","0,00",produccion_num
25473,Mosquera,1050400,Ajo,2024,2024A,Transitorio,"50,00","0,00","0,00","0,00",produccion_num
25473,Mosquera,1050400,Ajo,2025,2025A,Transitorio,"70,00","0,00","0,00","0,00",produccion_num
25473,Mosquera,2040400,Arándano,2020,2020,Permanente,"6,00","0,00","0,00","0,00",produccion_num
25473,Mosquera,2042600,Frambuesa,2020,2020,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25473,Mosquera,2042600,Frambuesa,2024,2024,Permanente,"0,30","0,00","0,00","0,00",produccion_num
25473,Mosquera,1010600,Quinua,2025,2025B,Transitorio,"20,00","0,00","0,00","0,00",produccion_num
25473,Mosquera,2046500,Uchuva,2025,2025,Permanente,"10,00","0,00","0,00","0,00",produccion_num
25483,Nariño,1050200,Ahuyama,2025,2025A,Transitorio,"15,00","0,00","0,00","0,00",produccion_num
25483,Nariño,2030200,Cacao,2019,2019,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25483,Nariño,2030200,Cacao,2020,2020,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25483,Nariño,1010404,Maíz,2025,2025B,Transitorio,"100,00","0,00","0,00","0,00",produccion_num
25486,Nemocón,1080701,Papa,2025,2025A,Transitorio,"30,00","0,00","0,00","0,00",produccion_num
25488,Nilo,1010402,Maíz,2025,2025A,Transitorio,"8,00","0,00","0,00","0,00",produccion_num
25488,Nilo,1010404,Maíz,2025,2025A,Transitorio,"7,00","0,00","0,00","0,00",produccion_num
25489,Nimaima,2043603,Limón,2025,2025,Permanente,"6,00","0,00","0,00","0,00",produccion_num
25491,Nocaima,2043603,Limón,2019,2019,Permanente,"14,40","0,00","0,00","0,00",produccion_num
25491,Nocaima,2043603,Limón,2020,2020,Permanente,"15,40","0,00","0,00","0,00",produccion_num
25491,Nocaima,1081001,Yuca,2023,2023A,Transitorio,"3,50","0,00","0,00","0,00",produccion_num
25491,Nocaima,1081001,Yuca,2024,2024A,Transitorio,"3,00","0,00","0,00","0,00",produccion_num
25506,Venecia,1060200,Frijol,2024,2024B,Transitorio,"42,00","0,00","0,00","0,00",produccion_num
25506,Venecia,1060200,Frijol,2025,2025B,Transitorio,"31,00","0,00","0,00","0,00",produccion_num
25506,Venecia,1010402,Maíz,2025,2025A,Transitorio,"4,00","0,00","0,00","0,00",produccion_num
25506,Venecia,1080702,Papa,2024,2024A,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25506,Venecia,1052500,Pimentón,2024,2024A,Transitorio,"3,00","0,00","0,00","0,00",produccion_num
25506,Venecia,1052500,Pimentón,2025,2025A,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25506,Venecia,1052901,Tomate,2024,2024A,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25513,Pacho,1081001,Yuca,2025,2025A,Transitorio,"25,00","0,00","0,00","0,00",produccion_num
25518,Paime,2043699,Limón,2020,2020,Permanente,"10,00","0,00","0,00","0,00",produccion_num
25518,Paime,2043603,Limón,2020,2020,Permanente,"20,00","0,00","0,00","0,00",produccion_num
25518,Paime,1081001,Yuca,2022,2022B,Transitorio,"40,00","0,00","0,00","0,00",produccion_num
25524,Pandi,2040202,Aguacate,2020,2020,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25524,Pandi,2042800,Granadilla,2019,2019,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25524,Pandi,2045700,Pitahaya,2022,2022,Permanente,"5,00","0,00","0,00","0,00",produccion_num
25530,Paratebueno,2040299,Aguacate,2023,2023,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25530,Paratebueno,2040202,Aguacate,2023,2023,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25530,Paratebueno,1010101,Arroz,2024,2024A,Transitorio,"593,00","0,00","0,00","0,00",produccion_num
25530,Paratebueno,1010401,Maíz,2024,2024A,Transitorio,"100,00","0,00","0,00","0,00",produccion_num
25530,Paratebueno,1010403,Maíz,2024,2024A,Transitorio,"23,00","0,00","0,00","0,00",produccion_num
25530,Paratebueno,2044299,Mango,2023,2023,Permanente,"24,00","0,00","0,00","0,00",produccion_num
25530,Paratebueno,2044299,Mango,2024,2024,Permanente,"24,00","0,00","0,00","0,00",produccion_num
25530,Paratebueno,2044299,Mango,2025,2025,Permanente,"20,00","0,00","0,00","0,00",produccion_num
25535,Pasca,2040400,Arándano,2024,2024,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25535,Pasca,2040400,Arándano,2025,2025,Permanente,"2,50","0,00","0,00","0,00",produccion_num
25535,Pasca,2043700,Lulo,2024,2024,Permanente,"20,00","0,00","0,00","0,00",produccion_num
25572,Puerto Salgar,1081001,Yuca,2025,2025B,Transitorio,"10,00","0,00","0,00","0,00",produccion_num
25592,Quebradanegra,1010401,Maíz,2025,2025A,Transitorio,"22,00","0,00","0,00","0,00",produccion_num
25594,Quetame,1060200,Frijol,2024,2024A,Transitorio,"72,00","0,00","0,00","0,00",produccion_num
25594,Quetame,2043601,Limón,2019,2019,Permanente,"3,00","0,00","0,00","0,00",produccion_num
25594,Quetame,2043700,Lulo,2019,2019,Permanente,"20,00","0,00","0,00","0,00",produccion_num
25594,Quetame,1052901,Tomate,2024,2024A,Transitorio,"37,00","0,00","0,00","0,00",produccion_num
25594,Quetame,2046300,Tomate de árbol,2019,2019,Permanente,"20,00","0,00","0,00","0,00",produccion_num
25596,Quipile,2040299,Aguacate,2020,2020,Permanente,"55,00","0,00","0,00","0,00",produccion_num
25599,Apulo,2040300,Anón,2025,2025,Permanente,"32,00","0,00","0,00","0,00",produccion_num
25599,Apulo,2043699,Limón,2020,2020,Permanente,"161,00","0,00","0,00","0,00",produccion_num
25599,Apulo,2044101,Mandarina,2020,2020,Permanente,"130,00","0,00","0,00","0,00",produccion_num
25599,Apulo,2044999,Naranja,2020,2020,Permanente,"321,00","0,00","0,00","0,00",produccion_num
25599,Apulo,1081001,Yuca,2022,2022A,Transitorio,"48,00","0,00","0,00","0,00",produccion_num
25599,Apulo,1081001,Yuca,2024,2024B,Transitorio,"40,00","0,00","0,00","0,00",produccion_num
25612,Ricaurte,1070100,Ajonjolí,2025,2025B,Transitorio,"0,60","0,00","0,00","0,00",produccion_num
25612,Ricaurte,1030100,Algodón,2025,2025A,Transitorio,"11,60","0,00","0,00","0,00",produccion_num
25612,Ricaurte,1060200,Frijol,2024,2024A,Transitorio,"22,00","0,00","0,00","0,00",produccion_num
25612,Ricaurte,2043000,Guayaba,2019,2019,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25612,Ricaurte,2043000,Guayaba,2020,2020,Permanente,"2,00","0,00","0,00","0,00",produccion_num
25612,Ricaurte,1010401,Maíz,2024,2024B,Transitorio,"1,50","0,00","0,00","0,00",produccion_num
25612,Ricaurte,1010401,Maíz,2025,2025B,Transitorio,"6,10","0,00","0,00","0,00",produccion_num
25612,Ricaurte,1010500,Millo,2024,2024A,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
25612,Ricaurte,2045301,Papaya,2022,2022,Permanente,"8,00","0,00","0,00","0,00",produccion_num
25612,Ricaurte,1010700,Sorgo,2023,2023A,Transitorio,"80,00","0,00","0,00","0,00",produccion_num
25612,Ricaurte,1081001,Yuca,2022,2022A,Transitorio,"15,00","0,00","0,00","0,00",produccion_num
25649,San Bernardo,2040400,Arándano,2025,2025,Permanente,"1,00","0,00","0,00","0,00",produccion_num
25649,San Bernardo,1010402,Maíz,2024,2024B,Transitorio,"2,00","0,00","0,00","0,00",produccion_num
