Código Dane municipio,Municipio,Código del cultivo,Cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,metrica_cero
5004,Abriaquí,1081001,Yuca,2022,2022B,Transitorio,"0,00","3,00","12,00","4,00",area_sembrada_num
5030,Amagá,1051200,Cebolla de rama,2024,2024B,Transitorio,"0,00","2,00","22,60","11,30",area_sembrada_num
5030,Amagá,1060200,Frijol,2023,2023B,Transitorio,"0,00","6,80","8,16","1,20",area_sembrada_num
5030,Amagá,1081001,Yuca,2022,2022B,Transitorio,"0,00","15,00","225,00","15,00",area_sembrada_num
5030,Amagá,1081001,Yuca,2023,2023B,Transitorio,"0,00","13,50","202,50","15,00",area_sembrada_num
5031,Amalfi,1010402,Maíz,2022,2022B,Transitorio,"0,00","100,00","110,00","1,10",area_sembrada_num
5031,Amalfi,1010402,Maíz,2023,2023B,Transitorio,"0,00","140,00","154,00","1,10",area_sembrada_num
5031,Amalfi,1010402,Maíz,2024,2024B,Transitorio,"0,00","160,00","176,00","1,10",area_sembrada_num
5031,Amalfi,1010402,Maíz,2025,2025B,Transitorio,"0,00","158,00","173,80","1,10",area_sembrada_num
5038,Angostura,1081001,Yuca,2024,2024B,Transitorio,"0,00","0,50","2,50","5,00",area_sembrada_num
5040,Anorí,1010404,Maíz,2024,2024B,Transitorio,"0,00","12,00","9,00","0,75",area_sembrada_num
5042,Santa Fé de Antioquia,1060200,Frijol,2023,2023B,Transitorio,"0,00","12,00","16,80","1,40",area_sembrada_num
5042,Santa Fé de Antioquia,1060200,Frijol,2024,2024B,Transitorio,"0,00","12,00","16,80","1,40",area_sembrada_num
5042,Santa Fé de Antioquia,1060200,Frijol,2025,2025B,Transitorio,"0,00","11,50","16,10","1,40",area_sembrada_num
5042,Santa Fé de Antioquia,1010402,Maíz,2023,2023B,Transitorio,"0,00","12,00","14,40","1,20",area_sembrada_num
5042,Santa Fé de Antioquia,1010402,Maíz,2024,2024B,Transitorio,"0,00","12,00","14,40","1,20",area_sembrada_num
5042,Santa Fé de Antioquia,1010402,Maíz,2025,2025B,Transitorio,"0,00","14,00","16,80","1,20",area_sembrada_num
5042,Santa Fé de Antioquia,1052902,Tomate,2024,2024B,Transitorio,"0,00","1,00","50,00","50,00",area_sembrada_num
5045,Apartadó,1081001,Yuca,2022,2022B,Transitorio,"0,00","394,00","4.334,00","11,00",area_sembrada_num
5045,Apartadó,1081001,Yuca,2023,2023B,Transitorio,"0,00","526,00","5.786,00","11,00",area_sembrada_num
5045,Apartadó,1081001,Yuca,2024,2024B,Transitorio,"0,00","448,00","4.928,00","11,00",area_sembrada_num
5045,Apartadó,1081001,Yuca,2025,2025B,Transitorio,"0,00","277,20","3.049,20","11,00",area_sembrada_num
5051,Arboletes,1080699,Ñame,2022,2022A,Transitorio,"0,00","309,00","4.326,00","14,00",area_sembrada_num
5051,Arboletes,1080699,Ñame,2023,2023A,Transitorio,"0,00","378,00","5.292,00","14,00",area_sembrada_num
5051,Arboletes,1081001,Yuca,2022,2022A,Transitorio,"0,00","400,00","6.000,00","15,00",area_sembrada_num
5051,Arboletes,1081001,Yuca,2023,2023A,Transitorio,"0,00","529,00","7.935,00","15,00",area_sembrada_num
5055,Argelia,1081001,Yuca,2022,2022B,Transitorio,"0,00","33,00","231,00","7,00",area_sembrada_num
5055,Argelia,1081001,Yuca,2023,2023B,Transitorio,"0,00","37,50","262,50","7,00",area_sembrada_num
5055,Argelia,1081001,Yuca,2024,2024B,Transitorio,"0,00","8,00","56,00","7,00",area_sembrada_num
5086,Belmira,1010404,Maíz,2025,2025A,Transitorio,"0,00","20,00","40,00","2,00",area_sembrada_num
5086,Belmira,1080702,Papa,2025,2025A,Transitorio,"0,00","50,00","450,00","9,00",area_sembrada_num
5091,Betania,1081001,Yuca,2022,2022A,Transitorio,"0,00","8,00","144,00","18,00",area_sembrada_num
5091,Betania,1081001,Yuca,2023,2023A,Transitorio,"0,00","5,00","75,00","15,00",area_sembrada_num
5093,Betulia,1060200,Frijol,2022,2022B,Transitorio,"0,00","19,00","13,30","0,70",area_sembrada_num
5093,Betulia,1060200,Frijol,2023,2023B,Transitorio,"0,00","19,00","13,30","0,70",area_sembrada_num
5093,Betulia,1060200,Frijol,2024,2024B,Transitorio,"0,00","9,00","6,30","0,70",area_sembrada_num
5093,Betulia,1060200,Frijol,2025,2025B,Transitorio,"0,00","20,00","14,00","0,70",area_sembrada_num
5093,Betulia,1010402,Maíz,2022,2022B,Transitorio,"0,00","23,00","57,50","2,50",area_sembrada_num
5093,Betulia,1010402,Maíz,2023,2023B,Transitorio,"0,00","23,00","57,50","2,50",area_sembrada_num
5093,Betulia,1010402,Maíz,2024,2024B,Transitorio,"0,00","11,00","27,50","2,50",area_sembrada_num
5093,Betulia,1010402,Maíz,2025,2025B,Transitorio,"0,00","30,00","75,00","2,50",area_sembrada_num
5093,Betulia,1080702,Papa,2022,2022B,Transitorio,"0,00","4,00","10,00","2,50",area_sembrada_num
5093,Betulia,1080702,Papa,2023,2023B,Transitorio,"0,00","4,00","12,00","3,00",area_sembrada_num
5093,Betulia,1080702,Papa,2024,2024B,Transitorio,"0,00","2,00","6,00","3,00",area_sembrada_num
5093,Betulia,1080702,Papa,2025,2025B,Transitorio,"0,00","4,00","12,00","3,00",area_sembrada_num
5101,Ciudad Bolívar,1081001,Yuca,2022,2022B,Transitorio,"0,00","40,00","480,00","12,00",area_sembrada_num
5101,Ciudad Bolívar,1081001,Yuca,2023,2023B,Transitorio,"0,00","30,00","300,00","10,00",area_sembrada_num
5101,Ciudad Bolívar,1081001,Yuca,2024,2024B,Transitorio,"0,00","25,00","300,00","12,00",area_sembrada_num
5107,Briceño,1010404,Maíz,2022,2022A,Transitorio,"0,00","3,50","3,15","0,90",area_sembrada_num
5107,Briceño,1081001,Yuca,2022,2022B,Transitorio,"0,00","12,00","36,00","3,00",area_sembrada_num
5107,Briceño,1081001,Yuca,2023,2023B,Transitorio,"0,00","12,00","60,00","5,00",area_sembrada_num
5107,Briceño,1081001,Yuca,2024,2024B,Transitorio,"0,00","14,00","70,00","5,00",area_sembrada_num
5120,Cáceres,1010404,Maíz,2023,2023A,Transitorio,"0,00","127,00","190,50","1,50",area_sembrada_num
5120,Cáceres,1080699,Ñame,2023,2023A,Transitorio,"0,00","100,00","1.400,00","14,00",area_sembrada_num
5120,Cáceres,1081001,Yuca,2024,2024B,Transitorio,"0,00","750,00","13.500,00","18,00",area_sembrada_num
5120,Cáceres,1081001,Yuca,2025,2025B,Transitorio,"0,00","900,00","16.200,00","18,00",area_sembrada_num
5125,Caicedo,1080200,Arracacha,2023,2023B,Transitorio,"0,00","0,50","5,00","10,00",area_sembrada_num
5125,Caicedo,1080200,Arracacha,2024,2024B,Transitorio,"0,00","0,50","5,00","10,00",area_sembrada_num
5125,Caicedo,1080200,Arracacha,2025,2025B,Transitorio,"0,00","0,50","5,00","10,00",area_sembrada_num
5142,Caracolí,1081001,Yuca,2022,2022B,Transitorio,"0,00","9,00","54,00","6,00",area_sembrada_num
5142,Caracolí,1081001,Yuca,2023,2023B,Transitorio,"0,00","9,00","56,70","6,30",area_sembrada_num
5142,Caracolí,1081001,Yuca,2024,2024B,Transitorio,"0,00","9,00","56,70","6,30",area_sembrada_num
5142,Caracolí,1081001,Yuca,2025,2025B,Transitorio,"0,00","5,00","31,50","6,30",area_sembrada_num
5145,Caramanta,1081001,Yuca,2022,2022B,Transitorio,"0,00","5,00","50,00","10,00",area_sembrada_num
5145,Caramanta,1081001,Yuca,2023,2023B,Transitorio,"0,00","5,80","58,00","10,00",area_sembrada_num
5145,Caramanta,1081001,Yuca,2024,2024B,Transitorio,"0,00","6,00","60,00","10,00",area_sembrada_num
5145,Caramanta,1081001,Yuca,2025,2025B,Transitorio,"0,00","4,00","40,00","10,00",area_sembrada_num
5147,Carepa,1081001,Yuca,2023,2023B,Transitorio,"0,00","25,00","250,00","10,00",area_sembrada_num
5147,Carepa,1081001,Yuca,2024,2024B,Transitorio,"0,00","25,00","250,00","10,00",area_sembrada_num
5147,Carepa,1081001,Yuca,2025,2025B,Transitorio,"0,00","40,00","400,00","10,00",area_sembrada_num
5148,El Carmen de Viboral,1080200,Arracacha,2023,2023A,Transitorio,"0,00","15,00","135,00","9,00",area_sembrada_num
5148,El Carmen de Viboral,1080200,Arracacha,2023,2023B,Transitorio,"0,00","15,00","135,00","9,00",area_sembrada_num
5154,Caucasia,1080699,Ñame,2025,2025B,Transitorio,"0,00","10,00","220,00","22,00",area_sembrada_num
5154,Caucasia,1052200,Patilla,2023,2023A,Transitorio,"0,00","5,00","125,00","25,00",area_sembrada_num
5154,Caucasia,1052200,Patilla,2025,2025A,Transitorio,"0,00","8,00","280,00","35,00",area_sembrada_num
5154,Caucasia,1081001,Yuca,2022,2022B,Transitorio,"0,00","215,00","3.440,00","16,00",area_sembrada_num
5154,Caucasia,1081001,Yuca,2023,2023B,Transitorio,"0,00","205,00","3.280,00","16,00",area_sembrada_num
5154,Caucasia,1081002,Yuca,2025,2025A,Transitorio,"0,00","15,00","360,00","24,00",area_sembrada_num
5172,Chigorodó,1010404,Maíz,2022,2022A,Transitorio,"0,00","71,00","113,60","1,60",area_sembrada_num
5172,Chigorodó,1081001,Yuca,2022,2022B,Transitorio,"0,00","38,00","456,00","12,00",area_sembrada_num
5172,Chigorodó,1081001,Yuca,2023,2023B,Transitorio,"0,00","52,00","624,00","12,00",area_sembrada_num
5190,Cisneros,1010404,Maíz,2024,2024A,Transitorio,"0,00","2,00","2,00","1,00",area_sembrada_num
5190,Cisneros,1081001,Yuca,2022,2022B,Transitorio,"0,00","13,00","104,00","8,00",area_sembrada_num
5190,Cisneros,1081001,Yuca,2023,2023B,Transitorio,"0,00","15,00","120,00","8,00",area_sembrada_num
5190,Cisneros,1081001,Yuca,2024,2024B,Transitorio,"0,00","16,00","128,00","8,00",area_sembrada_num
5197,Cocorná,1010102,Arroz,2022,2022B,Transitorio,"0,00","3,00","5,00","1,67",area_sembrada_num
5197,Cocorná,1081001,Yuca,2022,2022B,Transitorio,"0,00","51,50","618,00","12,00",area_sembrada_num
5197,Cocorná,1081001,Yuca,2023,2023B,Transitorio,"0,00","46,50","558,00","12,00",area_sembrada_num
5197,Cocorná,1081001,Yuca,2024,2024B,Transitorio,"0,00","49,00","588,00","12,00",area_sembrada_num
5197,Cocorná,1081001,Yuca,2025,2025B,Transitorio,"0,00","47,00","564,00","12,00",area_sembrada_num
5209,Concordia,1081001,Yuca,2025,2025A,Transitorio,"0,00","15,00","60,00","4,00",area_sembrada_num
5234,Dabeiba,1050300,Ají,2025,2025B,Transitorio,"0,00","10,00","20,00","2,00",area_sembrada_num
5234,Dabeiba,1081001,Yuca,2022,2022B,Transitorio,"0,00","260,00","4.420,00","17,00",area_sembrada_num
5237,Donmatías,1010402,Maíz,2022,2022A,Transitorio,"0,00","1,00","2,00","2,00",area_sembrada_num
5237,Donmatías,1010404,Maíz,2022,2022A,Transitorio,"0,00","2,00","4,00","2,00",area_sembrada_num
5237,Donmatías,1080702,Papa,2025,2025B,Transitorio,"0,00","2,68","26,80","10,00",area_sembrada_num
5237,Donmatías,1052901,Tomate,2025,2025B,Transitorio,"0,00","0,50","31,15","62,30",area_sembrada_num
5237,Donmatías,1081001,Yuca,2022,2022B,Transitorio,"0,00","5,40","108,00","20,00",area_sembrada_num
5240,Ebéjico,1060200,Frijol,2022,2022B,Transitorio,"0,00","5,40","7,78","1,44",area_sembrada_num
5240,Ebéjico,1060200,Frijol,2023,2023B,Transitorio,"0,00","5,50","8,03","1,46",area_sembrada_num
5240,Ebéjico,1060200,Frijol,2024,2024B,Transitorio,"0,00","20,00","29,20","1,46",area_sembrada_num
5240,Ebéjico,1060200,Frijol,2025,2025B,Transitorio,"0,00","25,00","25,52","1,02",area_sembrada_num
5240,Ebéjico,1010402,Maíz,2024,2024B,Transitorio,"0,00","97,00","97,00","1,00",area_sembrada_num
5240,Ebéjico,1010402,Maíz,2025,2025B,Transitorio,"0,00","85,00","127,50","1,50",area_sembrada_num
5240,Ebéjico,1052901,Tomate,2022,2022B,Transitorio,"0,00","0,30","9,00","30,00",area_sembrada_num
5240,Ebéjico,1052901,Tomate,2023,2023B,Transitorio,"0,00","0,30","9,00","30,00",area_sembrada_num
5240,Ebéjico,1081001,Yuca,2022,2022B,Transitorio,"0,00","6,00","120,00","20,00",area_sembrada_num
5240,Ebéjico,1081001,Yuca,2023,2023B,Transitorio,"0,00","6,00","27,00","4,50",area_sembrada_num
5240,Ebéjico,1081001,Yuca,2024,2024B,Transitorio,"0,00","8,00","36,00","4,50",area_sembrada_num
5250,El Bagre,1081001,Yuca,2022,2022B,Transitorio,"0,00","457,00","3.427,50","7,50",area_sembrada_num
5250,El Bagre,1081001,Yuca,2023,2023B,Transitorio,"0,00","337,50","2.261,25","6,70",area_sembrada_num
5250,El Bagre,1081001,Yuca,2024,2024B,Transitorio,"0,00","420,00","2.814,00","6,70",area_sembrada_num
5284,Frontino,1081001,Yuca,2022,2022B,Transitorio,"0,00","12,75","140,25","11,00",area_sembrada_num
5284,Frontino,1081001,Yuca,2024,2024B,Transitorio,"0,00","15,00","165,00","11,00",area_sembrada_num
5284,Frontino,1081001,Yuca,2025,2025B,Transitorio,"0,00","14,00","154,00","11,00",area_sembrada_num
5306,Giraldo,1051200,Cebolla de rama,2022,2022B,Transitorio,"0,00","1,00","43,00","43,00",area_sembrada_num
5306,Giraldo,1051200,Cebolla de rama,2023,2023B,Transitorio,"0,00","1,25","37,50","30,00",area_sembrada_num
5306,Giraldo,1051200,Cebolla de rama,2024,2024B,Transitorio,"0,00","2,00","60,00","30,00",area_sembrada_num
5306,Giraldo,1051200,Cebolla de rama,2025,2025B,Transitorio,"0,00","2,20","66,00","30,00",area_sembrada_num
5306,Giraldo,1051300,Cilantro,2024,2024B,Transitorio,"0,00","3,00","39,00","13,00",area_sembrada_num
5306,Giraldo,1060200,Frijol,2022,2022B,Transitorio,"0,00","2,50","2,75","1,10",area_sembrada_num
5306,Giraldo,1060200,Frijol,2023,2023B,Transitorio,"0,00","3,00","3,30","1,10",area_sembrada_num
5306,Giraldo,1060200,Frijol,2024,2024B,Transitorio,"0,00","4,00","4,40","1,10",area_sembrada_num
5306,Giraldo,1060200,Frijol,2025,2025B,Transitorio,"0,00","4,30","4,73","1,10",area_sembrada_num
5306,Giraldo,1010402,Maíz,2022,2022B,Transitorio,"0,00","1,00","0,90","0,90",area_sembrada_num
5306,Giraldo,1010402,Maíz,2023,2023B,Transitorio,"0,00","1,50","1,35","0,90",area_sembrada_num
5306,Giraldo,1010402,Maíz,2024,2024B,Transitorio,"0,00","2,00","1,80","0,90",area_sembrada_num
5306,Giraldo,1010402,Maíz,2025,2025B,Transitorio,"0,00","2,50","2,25","0,90",area_sembrada_num
5306,Giraldo,1052901,Tomate,2022,2022B,Transitorio,"0,00","1,00","17,00","17,00",area_sembrada_num
5310,Gómez Plata,1052902,Tomate,2023,2023A,Transitorio,"0,00","1,65","33,00","20,00",area_sembrada_num
5310,Gómez Plata,1081001,Yuca,2022,2022B,Transitorio,"0,00","28,00","266,00","9,50",area_sembrada_num
5315,Guadalupe,1060200,Frijol,2025,2025B,Transitorio,"0,00","28,00","42,00","1,50",area_sembrada_num
5315,Guadalupe,1010402,Maíz,2025,2025B,Transitorio,"0,00","25,00","87,50","3,50",area_sembrada_num
5315,Guadalupe,1010404,Maíz,2025,2025A,Transitorio,"0,00","2,50","8,75","3,50",area_sembrada_num
5347,Heliconia,1060200,Frijol,2024,2024B,Transitorio,"0,00","4,50","5,08","1,13",area_sembrada_num
5347,Heliconia,1060200,Frijol,2025,2025B,Transitorio,"0,00","4,00","5,20","1,30",area_sembrada_num
5347,Heliconia,1010404,Maíz,2022,2022B,Transitorio,"0,00","1,00","1,68","1,68",area_sembrada_num
5347,Heliconia,1010404,Maíz,2025,2025B,Transitorio,"0,00","9,00","10,07","1,12",area_sembrada_num
5347,Heliconia,1081001,Yuca,2025,2025B,Transitorio,"0,00","0,50","4,50","9,00",area_sembrada_num
5361,Ituango,1010402,Maíz,2022,2022B,Transitorio,"0,00","168,00","169,68","1,01",area_sembrada_num
5361,Ituango,1010402,Maíz,2023,2023B,Transitorio,"0,00","160,00","192,00","1,20",area_sembrada_num
5361,Ituango,1010402,Maíz,2024,2024B,Transitorio,"0,00","180,00","216,00","1,20",area_sembrada_num
5361,Ituango,1010402,Maíz,2025,2025B,Transitorio,"0,00","80,00","96,00","1,20",area_sembrada_num
5361,Ituango,1081001,Yuca,2022,2022B,Transitorio,"0,00","150,00","3.000,00","20,00",area_sembrada_num
5361,Ituango,1081001,Yuca,2024,2024B,Transitorio,"0,00","154,00","3.080,00","20,00",area_sembrada_num
5361,Ituango,1081001,Yuca,2025,2025B,Transitorio,"0,00","154,00","3.080,00","20,00",area_sembrada_num
5364,Jardín,1081001,Yuca,2022,2022B,Transitorio,"0,00","5,00","45,00","9,00",area_sembrada_num
5364,Jardín,1081001,Yuca,2023,2023B,Transitorio,"0,00","5,00","40,00","8,00",area_sembrada_num
5368,Jericó,1060200,Frijol,2022,2022B,Transitorio,"0,00","2,80","5,32","1,90",area_sembrada_num
5368,Jericó,1010402,Maíz,2022,2022B,Transitorio,"0,00","3,00","2,52","0,84",area_sembrada_num
5368,Jericó,1052902,Tomate,2023,2023A,Transitorio,"0,00","1,35","108,00","80,00",area_sembrada_num
5368,Jericó,1081001,Yuca,2023,2023B,Transitorio,"0,00","1,00","12,00","12,00",area_sembrada_num
5368,Jericó,1081001,Yuca,2025,2025B,Transitorio,"0,00","5,00","55,00","11,00",area_sembrada_num
5380,La Estrella,1051200,Cebolla de rama,2023,2023B,Transitorio,"0,00","5,85","58,50","10,00",area_sembrada_num
5380,La Estrella,1051200,Cebolla de rama,2024,2024B,Transitorio,"0,00","3,00","30,00","10,00",area_sembrada_num
5380,La Estrella,1051200,Cebolla de rama,2025,2025B,Transitorio,"0,00","3,60","36,00","10,00",area_sembrada_num
5380,La Estrella,1060200,Frijol,2023,2023B,Transitorio,"0,00","2,00","1,68","0,84",area_sembrada_num
5380,La Estrella,1060200,Frijol,2024,2024B,Transitorio,"0,00","2,00","1,68","0,84",area_sembrada_num
5380,La Estrella,1060200,Frijol,2025,2025B,Transitorio,"0,00","2,00","2,38","1,19",area_sembrada_num
5380,La Estrella,1010402,Maíz,2023,2023B,Transitorio,"0,00","4,00","2,80","0,70",area_sembrada_num
5380,La Estrella,1010402,Maíz,2024,2024B,Transitorio,"0,00","4,00","2,80","0,70",area_sembrada_num
5380,La Estrella,1010402,Maíz,2025,2025B,Transitorio,"0,00","4,00","2,80","0,70",area_sembrada_num
5380,La Estrella,1059900,Otras hortalizas,2024,2024B,Transitorio,"0,00","4,00","40,00","10,00",area_sembrada_num
5380,La Estrella,1059900,Otras hortalizas,2025,2025B,Transitorio,"0,00","4,30","43,00","10,00",area_sembrada_num
5380,La Estrella,1052901,Tomate,2023,2023B,Transitorio,"0,00","1,00","5,00","5,00",area_sembrada_num
5390,La Pintada,1060200,Frijol,2022,2022B,Transitorio,"0,00","0,10","0,07","0,70",area_sembrada_num
5390,La Pintada,1010402,Maíz,2022,2022B,Transitorio,"0,00","0,50","0,20","0,40",area_sembrada_num
5390,La Pintada,1081001,Yuca,2023,2023B,Transitorio,"0,00","2,00","28,00","14,00",area_sembrada_num
5411,Liborina,1010404,Maíz,2023,2023A,Transitorio,"0,00","1,50","1,05","0,70",area_sembrada_num
5475,Murindó,1010102,Arroz,2022,2022B,Transitorio,"0,00","170,00","323,00","1,90",area_sembrada_num
5475,Murindó,1010102,Arroz,2023,2023B,Transitorio,"0,00","210,00","399,00","1,90",area_sembrada_num
5475,Murindó,1010102,Arroz,2024,2024B,Transitorio,"0,00","180,00","321,30","1,78",area_sembrada_num
5475,Murindó,1010102,Arroz,2025,2025B,Transitorio,"0,00","150,00","267,75","1,78",area_sembrada_num
5475,Murindó,1010402,Maíz,2022,2022B,Transitorio,"0,00","14,00","14,00","1,00",area_sembrada_num
5475,Murindó,1010402,Maíz,2023,2023B,Transitorio,"0,00","58,00","58,00","1,00",area_sembrada_num
5475,Murindó,1010402,Maíz,2024,2024B,Transitorio,"0,00","58,00","92,80","1,60",area_sembrada_num
5475,Murindó,1010402,Maíz,2025,2025B,Transitorio,"0,00","50,00","80,00","1,60",area_sembrada_num
5475,Murindó,1010404,Maíz,2022,2022B,Transitorio,"0,00","19,00","19,00","1,00",area_sembrada_num
5475,Murindó,1010404,Maíz,2023,2023B,Transitorio,"0,00","54,00","54,00","1,00",area_sembrada_num
5475,Murindó,1010404,Maíz,2024,2024B,Transitorio,"0,00","44,00","70,40","1,60",area_sembrada_num
5475,Murindó,1010404,Maíz,2025,2025B,Transitorio,"0,00","50,00","80,00","1,60",area_sembrada_num
5475,Murindó,1081001,Yuca,2023,2023B,Transitorio,"0,00","34,00","272,00","8,00",area_sembrada_num
5475,Murindó,1081001,Yuca,2024,2024B,Transitorio,"0,00","12,00","96,00","8,00",area_sembrada_num
5475,Murindó,1081001,Yuca,2025,2025B,Transitorio,"0,00","10,00","80,00","8,00",area_sembrada_num
5480,Mutatá,1010404,Maíz,2023,2023A,Transitorio,"0,00","5,00","9,00","1,80",area_sembrada_num
5480,Mutatá,1081001,Yuca,2023,2023B,Transitorio,"0,00","2.100,00","21.000,00","10,00",area_sembrada_num
5483,Nariño,1081001,Yuca,2022,2022B,Transitorio,"0,00","8,00","80,00","10,00",area_sembrada_num
5483,Nariño,1081001,Yuca,2023,2023B,Transitorio,"0,00","10,00","100,00","10,00",area_sembrada_num
5483,Nariño,1081001,Yuca,2024,2024B,Transitorio,"0,00","8,80","88,00","10,00",area_sembrada_num
5483,Nariño,1081001,Yuca,2025,2025B,Transitorio,"0,00","8,00","80,00","10,00",area_sembrada_num
5495,Nechí,1010402,Maíz,2022,2022B,Transitorio,"0,00","300,00","1.050,00","3,50",area_sembrada_num
5495,Nechí,1010402,Maíz,2023,2023B,Transitorio,"0,00","290,00","812,00","2,80",area_sembrada_num
5495,Nechí,1081001,Yuca,2022,2022B,Transitorio,"0,00","180,00","1.800,00","10,00",area_sembrada_num
5495,Nechí,1081001,Yuca,2023,2023B,Transitorio,"0,00","254,00","2.540,00","10,00",area_sembrada_num
5501,Olaya,1081001,Yuca,2022,2022B,Transitorio,"0,00","5,00","75,00","15,00",area_sembrada_num
5501,Olaya,1081001,Yuca,2024,2024B,Transitorio,"0,00","7,50","112,50","15,00",area_sembrada_num
5501,Olaya,1081001,Yuca,2025,2025B,Transitorio,"0,00","8,00","120,00","15,00",area_sembrada_num
5579,Puerto Berrío,1081001,Yuca,2022,2022B,Transitorio,"0,00","12,00","192,00","16,00",area_sembrada_num
5579,Puerto Berrío,1081001,Yuca,2023,2023B,Transitorio,"0,00","12,00","192,00","16,00",area_sembrada_num
5579,Puerto Berrío,1081001,Yuca,2024,2024B,Transitorio,"0,00","5,00","70,00","14,00",area_sembrada_num
5579,Puerto Berrío,1081001,Yuca,2025,2025B,Transitorio,"0,00","3,00","42,00","14,00",area_sembrada_num
5591,Puerto Triunfo,1081001,Yuca,2022,2022B,Transitorio,"0,00","12,00","168,00","14,00",area_sembrada_num
5591,Puerto Triunfo,1081001,Yuca,2023,2023B,Transitorio,"0,00","11,00","165,00","15,00",area_sembrada_num
5591,Puerto Triunfo,1081001,Yuca,2024,2024B,Transitorio,"0,00","11,00","165,00","15,00",area_sembrada_num
5604,Remedios,1081001,Yuca,2022,2022B,Transitorio,"0,00","680,00","6.800,00","10,00",area_sembrada_num
5604,Remedios,1081001,Yuca,2023,2023B,Transitorio,"0,00","620,00","930,00","1,50",area_sembrada_num
5604,Remedios,1081001,Yuca,2024,2024B,Transitorio,"0,00","650,00","2.925,00","4,50",area_sembrada_num
5604,Remedios,1081001,Yuca,2025,2025B,Transitorio,"0,00","675,00","3.037,50","4,50",area_sembrada_num
5607,Retiro,1060200,Frijol,2024,2024B,Transitorio,"0,00","19,00","30,40","1,60",area_sembrada_num
5607,Retiro,1060200,Frijol,2025,2025B,Transitorio,"0,00","20,00","22,38","1,12",area_sembrada_num
5607,Retiro,1010402,Maíz,2024,2024B,Transitorio,"0,00","9,00","13,50","1,50",area_sembrada_num
5607,Retiro,1010402,Maíz,2025,2025B,Transitorio,"0,00","10,00","15,00","1,50",area_sembrada_num
5607,Retiro,1010404,Maíz,2024,2024B,Transitorio,"0,00","9,00","13,50","1,50",area_sembrada_num
5607,Retiro,1080701,Papa,2025,2025B,Transitorio,"0,00","10,00","100,00","10,00",area_sembrada_num
5607,Retiro,1081001,Yuca,2022,2022B,Transitorio,"0,00","37,00","370,00","10,00",area_sembrada_num
5607,Retiro,1081001,Yuca,2023,2023B,Transitorio,"0,00","36,00","360,00","10,00",area_sembrada_num
5607,Retiro,1081001,Yuca,2024,2024B,Transitorio,"0,00","39,00","390,00","10,00",area_sembrada_num
5607,Retiro,1081001,Yuca,2025,2025B,Transitorio,"0,00","39,00","390,00","10,00",area_sembrada_num
5642,Salgar,1060200,Frijol,2022,2022B,Transitorio,"0,00","70,00","56,00","0,80",area_sembrada_num
5642,Salgar,1060200,Frijol,2023,2023B,Transitorio,"0,00","85,00","68,00","0,80",area_sembrada_num
5642,Salgar,1060200,Frijol,2024,2024B,Transitorio,"0,00","90,00","45,00","0,50",area_sembrada_num
5642,Salgar,1010402,Maíz,2022,2022B,Transitorio,"0,00","30,00","51,00","1,70",area_sembrada_num
5642,Salgar,1010402,Maíz,2023,2023B,Transitorio,"0,00","25,00","40,00","1,60",area_sembrada_num
5642,Salgar,1010402,Maíz,2024,2024B,Transitorio,"0,00","20,00","24,00","1,20",area_sembrada_num
5642,Salgar,1010402,Maíz,2025,2025B,Transitorio,"0,00","130,00","156,00","1,20",area_sembrada_num
5642,Salgar,2044199,Mandarina,2020,2020,Permanente,"0,00","8,50","272,00","32,00",area_sembrada_num
5649,San Carlos,1081001,Yuca,2022,2022B,Transitorio,"0,00","35,00","630,00","18,00",area_sembrada_num
5659,San Juan de Urabá,1080601,Ñame,2022,2022B,Transitorio,"0,00","15,00","270,00","18,00",area_sembrada_num
5659,San Juan de Urabá,1080602,Ñame,2022,2022B,Transitorio,"0,00","40,00","640,00","16,00",area_sembrada_num
5659,San Juan de Urabá,1081001,Yuca,2022,2022B,Transitorio,"0,00","30,00","420,00","14,00",area_sembrada_num
5660,San Luis,1081001,Yuca,2022,2022B,Transitorio,"0,00","15,00","150,00","10,00",area_sembrada_num
5660,San Luis,1081001,Yuca,2023,2023B,Transitorio,"0,00","20,00","160,00","8,00",area_sembrada_num
5660,San Luis,1081001,Yuca,2024,2024B,Transitorio,"0,00","30,00","240,00","8,00",area_sembrada_num
5660,San Luis,1081001,Yuca,2025,2025B,Transitorio,"0,00","28,00","224,00","8,00",area_sembrada_num
5664,San Pedro de Los Milagros,1010404,Maíz,2022,2022B,Transitorio,"0,00","2,00","4,00","2,00",area_sembrada_num
5664,San Pedro de Los Milagros,1010404,Maíz,2023,2023B,Transitorio,"0,00","2,00","3,60","1,80",area_sembrada_num
5664,San Pedro de Los Milagros,1010404,Maíz,2024,2024B,Transitorio,"0,00","2,00","3,60","1,80",area_sembrada_num
5664,San Pedro de Los Milagros,1010404,Maíz,2025,2025B,Transitorio,"0,00","2,00","3,60","1,80",area_sembrada_num
5665,San Pedro de Urabá,1080699,Ñame,2022,2022B,Transitorio,"0,00","5,00","100,00","20,00",area_sembrada_num
5665,San Pedro de Urabá,1080699,Ñame,2023,2023B,Transitorio,"0,00","10,00","200,00","20,00",area_sembrada_num
5665,San Pedro de Urabá,1080601,Ñame,2022,2022B,Transitorio,"0,00","40,00","800,00","20,00",area_sembrada_num
