Código Dane municipio,Municipio,Código del cultivo,Cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento
18205,Curillo,1081001,Yuca,2024,2024B,Transitorio,"10,00","290,00","2.320,00","8,00"
18205,Curillo,1081001,Yuca,2025,2025B,Transitorio,"64,00","85,00","680,00","8,00"
18247,El Doncello,1081001,Yuca,2022,2022A,Transitorio,"30,00","40,00","480,00","12,00"
18247,El Doncello,1081001,Yuca,2023,2023A,Transitorio,"30,00","40,00","480,00","12,00"
18247,El Doncello,1081002,Yuca,2025,2025A,Transitorio,"0,00","3,00","45,00","15,00"
18256,El Paujíl,1081001,Yuca,2022,2022B,Transitorio,"130,00","190,00","2.375,00","12,50"
18256,El Paujíl,1081001,Yuca,2023,2023B,Transitorio,"130,00","210,00","2.625,00","12,50"
18410,La Montañita,1081001,Yuca,2023,2023B,Transitorio,"0,00","80,00","800,00","10,00"
18410,La Montañita,1081001,Yuca,2024,2024B,Transitorio,"0,00","80,00","800,00","10,00"
18410,La Montañita,1081001,Yuca,2025,2025B,Transitorio,"0,00","80,00","800,00","10,00"
18460,Milán,2030200,Cacao,2024,2024,Permanente,"42,00","522,00","261,00","0,50"
18460,Milán,2041600,Chontaduro,2024,2024,Permanente,"72,00","314,00","1.570,00","5,00"
18460,Milán,1081001,Yuca,2022,2022B,Transitorio,"60,00","550,00","4.675,00","8,50"
18460,Milán,1081001,Yuca,2023,2023B,Transitorio,"60,00","550,00","4.675,00","8,50"
18460,Milán,1081001,Yuca,2024,2024B,Transitorio,"70,00","80,00","680,00","8,50"
18479,Morelia,1081001,Yuca,2024,2024A,Transitorio,"5,00","6,00","30,00","5,00"
18479,Morelia,1081001,Yuca,2025,2025A,Transitorio,"8,00","15,00","105,00","7,00"
18592,Puerto Rico,1081001,Yuca,2022,2022B,Transitorio,"0,00","130,00","1.040,00","8,00"
18592,Puerto Rico,1081001,Yuca,2023,2023B,Transitorio,"0,00","130,00","1.040,00","8,00"
18592,Puerto Rico,1081001,Yuca,2024,2024B,Transitorio,"0,00","130,00","1.040,00","8,00"
18592,Puerto Rico,1081001,Yuca,2025,2025B,Transitorio,"0,00","140,00","1.260,00","9,00"
18610,San José del Fragua,1010402,Maíz,2022,2022B,Transitorio,"8,00","10,00","30,00","3,00"
18610,San José del Fragua,1010404,Maíz,2025,2025A,Transitorio,"6,00","7,00","11,20","1,60"
18610,San José del Fragua,1081001,Yuca,2022,2022A,Transitorio,"300,00","350,00","3.500,00","10,00"
18610,San José del Fragua,1081001,Yuca,2023,2023B,Transitorio,"150,00","280,00","2.800,00","10,00"
18610,San José del Fragua,1081001,Yuca,2024,2024B,Transitorio,"120,00","200,00","1.600,00","8,00"
18610,San José del Fragua,1081001,Yuca,2025,2025B,Transitorio,"120,00","200,00","1.800,00","9,00"
18753,San Vicente del Caguán,1010404,Maíz,2022,2022B,Transitorio,"0,00","363,00","363,00","1,00"
18753,San Vicente del Caguán,1010404,Maíz,2023,2023B,Transitorio,"0,00","320,00","320,00","1,00"
18753,San Vicente del Caguán,1010404,Maíz,2024,2024B,Transitorio,"110,00","320,00","320,00","1,00"
18753,San Vicente del Caguán,1010404,Maíz,2025,2025B,Transitorio,"90,00","360,00","360,00","1,00"
18753,San Vicente del Caguán,1081001,Yuca,2022,2022B,Transitorio,"83,00","595,00","4.462,50","7,50"
18753,San Vicente del Caguán,1081001,Yuca,2023,2023B,Transitorio,"79,00","500,00","3.750,00","7,50"
18753,San Vicente del Caguán,1081001,Yuca,2024,2024B,Transitorio,"60,00","400,00","3.000,00","7,50"
18756,Solano,1010102,Arroz,2022,2022A,Transitorio,"58,00","88,00","440,00","5,00"
18756,Solano,1010102,Arroz,2024,2024B,Transitorio,"44,00","49,00","174,93","3,57"
18756,Solano,1010102,Arroz,2025,2025B,Transitorio,"22,00","42,00","126,00","3,00"
18756,Solano,1010402,Maíz,2022,2022B,Transitorio,"38,00","61,00","213,50","3,50"
18756,Solano,1010402,Maíz,2024,2024B,Transitorio,"48,00","52,00","156,00","3,00"
18756,Solano,1010402,Maíz,2025,2025B,Transitorio,"30,00","67,00","167,50","2,50"
18756,Solano,1010404,Maíz,2022,2022B,Transitorio,"30,00","35,00","122,50","3,50"
18756,Solano,1010404,Maíz,2023,2023A,Transitorio,"25,00","33,00","99,00","3,00"
18756,Solano,1010404,Maíz,2025,2025A,Transitorio,"28,00","30,00","75,00","2,50"
18756,Solano,1010404,Maíz,2025,2025B,Transitorio,"20,00","22,00","55,00","2,50"
18756,Solano,1080699,Ñame,2022,2022B,Transitorio,"0,00","6,00","36,00","6,00"
18756,Solano,1052200,Patilla,2022,2022A,Transitorio,"0,00","5,00","60,00","12,00"
18756,Solano,1052200,Patilla,2023,2023A,Transitorio,"0,00","5,00","25,00","5,00"
18756,Solano,1052200,Patilla,2024,2024A,Transitorio,"4,00","6,00","30,00","5,00"
18756,Solano,1052200,Patilla,2025,2025A,Transitorio,"4,00","7,00","35,00","5,00"
18756,Solano,1081001,Yuca,2022,2022B,Transitorio,"45,00","120,00","1.200,00","10,00"
18756,Solano,1081001,Yuca,2023,2023A,Transitorio,"45,00","120,00","1.200,00","10,00"
18785,Solita,1081001,Yuca,2022,2022B,Transitorio,"120,00","130,00","1.560,00","12,00"
18785,Solita,1081001,Yuca,2024,2024B,Transitorio,"127,00","136,00","1.088,00","8,00"
18860,Valparaíso,1081001,Yuca,2022,2022A,Transitorio,"125,00","127,00","1.270,00","10,00"
18860,Valparaíso,1081001,Yuca,2023,2023A,Transitorio,"0,00","125,00","1.250,00","10,00"
18860,Valparaíso,1081001,Yuca,2024,2024A,Transitorio,"60,00","125,00","1.250,00","10,00"
18860,Valparaíso,1081001,Yuca,2024,2024B,Transitorio,"50,00","60,00","600,00","10,00"
18860,Valparaíso,1081001,Yuca,2025,2025B,Transitorio,"35,00","50,00","500,00","10,00"
19001,Popayán,1050600,Apio,2024,2024B,Transitorio,"1,20","1,50","1,65","1,10"
19001,Popayán,1050600,Apio,2025,2025B,Transitorio,"1,20","1,50","1,50","1,00"
19001,Popayán,1051200,Cebolla de rama,2025,2025A,Transitorio,"3,00","6,50","24,05","3,70"
19001,Popayán,1060200,Frijol,2022,2022A,Transitorio,"6,00","19,00","28,50","1,50"
19001,Popayán,1060200,Frijol,2023,2023B,Transitorio,"6,00","6,50","9,10","1,40"
19001,Popayán,1060200,Frijol,2024,2024A,Transitorio,"6,00","8,20","11,48","1,40"
19001,Popayán,1060600,Habichuela,2024,2024A,Transitorio,"3,00","3,85","23,10","6,00"
19001,Popayán,1010402,Maíz,2025,2025A,Transitorio,"4,50","6,00","5,87","0,98"
19001,Popayán,1080701,Papa,2023,2023B,Transitorio,"0,00","0,70","2,80","4,00"
19001,Popayán,1080701,Papa,2024,2024B,Transitorio,"0,60","1,00","4,50","4,50"
19001,Popayán,1080701,Papa,2025,2025B,Transitorio,"0,80","1,30","5,85","4,50"
19001,Popayán,1052901,Tomate,2025,2025A,Transitorio,"1,80","2,50","70,00","28,00"
19001,Popayán,1081001,Yuca,2024,2024B,Transitorio,"5,00","6,00","72,00","12,00"
19022,Almaguer,1060100,Arveja,2024,2024B,Transitorio,"62,00","123,00","172,43","1,40"
19022,Almaguer,1060100,Arveja,2025,2025B,Transitorio,"62,00","123,00","172,43","1,40"
19022,Almaguer,1060200,Frijol,2025,2025A,Transitorio,"0,00","190,00","285,00","1,50"
19022,Almaguer,1010402,Maíz,2022,2022B,Transitorio,"0,00","70,00","39,15","0,56"
19022,Almaguer,1010402,Maíz,2023,2023B,Transitorio,"0,00","72,40","50,62","0,70"
19022,Almaguer,1010402,Maíz,2025,2025A,Transitorio,"0,00","72,00","80,54","1,12"
19022,Almaguer,1010404,Maíz,2022,2022B,Transitorio,"0,00","32,00","5,19","0,16"
19022,Almaguer,1010404,Maíz,2023,2023B,Transitorio,"0,00","33,10","19,16","0,58"
19022,Almaguer,1010404,Maíz,2025,2025A,Transitorio,"0,00","33,00","36,92","1,12"
19022,Almaguer,1080701,Papa,2022,2022B,Transitorio,"100,00","120,00","1.200,00","10,00"
19022,Almaguer,1080701,Papa,2023,2023B,Transitorio,"125,00","134,00","1.340,00","10,00"
19022,Almaguer,1080701,Papa,2024,2024B,Transitorio,"125,00","135,00","2.025,00","15,00"
19022,Almaguer,1080701,Papa,2025,2025B,Transitorio,"125,00","140,00","2.100,00","15,00"
19022,Almaguer,1081001,Yuca,2022,2022B,Transitorio,"0,00","12,00","180,00","15,00"
19022,Almaguer,1081001,Yuca,2023,2023B,Transitorio,"0,00","12,50","187,50","15,00"
19050,Argelia,1010402,Maíz,2022,2022B,Transitorio,"6,00","28,00","43,07","1,54"
19050,Argelia,1010402,Maíz,2023,2023B,Transitorio,"7,00","33,00","55,37","1,68"
19050,Argelia,1010402,Maíz,2025,2025A,Transitorio,"35,00","36,00","108,00","3,00"
19050,Argelia,1010404,Maíz,2022,2022A,Transitorio,"0,00","3,50","3,50","1,00"
19050,Argelia,1010404,Maíz,2023,2023B,Transitorio,"3,00","5,00","5,00","1,00"
19050,Argelia,1010404,Maíz,2025,2025A,Transitorio,"4,00","6,00","6,00","1,00"
19075,Balboa,1050200,Ahuyama,2025,2025B,Transitorio,"5,00","8,00","120,00","15,00"
19075,Balboa,1010103,Arroz,2025,2025A,Transitorio,"150,00","180,00","1.260,00","7,00"
19075,Balboa,1060200,Frijol,2024,2024A,Transitorio,"2,00","3,00","6,00","2,00"
19075,Balboa,1060200,Frijol,2025,2025A,Transitorio,"0,00","2,00","2,80","1,40"
19075,Balboa,1010402,Maíz,2025,2025A,Transitorio,"0,00","10,00","20,00","2,00"
19075,Balboa,1052200,Patilla,2025,2025B,Transitorio,"0,00","2,50","37,50","15,00"
19075,Balboa,1052902,Tomate,2025,2025A,Transitorio,"0,00","1,00","70,00","70,00"
19100,Bolívar,1080200,Arracacha,2024,2024B,Transitorio,"41,00","42,00","210,00","5,00"
19100,Bolívar,1080200,Arracacha,2025,2025B,Transitorio,"41,00","42,00","210,00","5,00"
19100,Bolívar,1060200,Frijol,2022,2022B,Transitorio,"170,00","212,50","212,50","1,00"
19100,Bolívar,1010402,Maíz,2025,2025B,Transitorio,"37,00","39,00","40,95","1,05"
19100,Bolívar,1080702,Papa,2022,2022B,Transitorio,"0,00","16,00","192,00","12,00"
19100,Bolívar,1080702,Papa,2023,2023B,Transitorio,"0,00","20,00","240,00","12,00"
19100,Bolívar,1080702,Papa,2024,2024B,Transitorio,"0,00","20,00","240,00","12,00"
19100,Bolívar,1080702,Papa,2025,2025B,Transitorio,"0,00","21,00","252,00","12,00"
19100,Bolívar,1080701,Papa,2022,2022B,Transitorio,"0,00","80,00","1.600,00","20,00"
19100,Bolívar,1080701,Papa,2023,2023B,Transitorio,"0,00","85,00","1.700,00","20,00"
19100,Bolívar,1080701,Papa,2025,2025B,Transitorio,"0,00","70,00","1.400,00","20,00"
19100,Bolívar,1010600,Quinua,2022,2022B,Transitorio,"0,00","175,00","175,00","1,00"
19100,Bolívar,1010600,Quinua,2023,2023B,Transitorio,"0,00","175,00","210,00","1,20"
19100,Bolívar,1010600,Quinua,2024,2024B,Transitorio,"0,00","176,00","193,60","1,10"
19100,Bolívar,1010600,Quinua,2025,2025B,Transitorio,"0,00","176,00","193,60","1,10"
19100,Bolívar,1010800,Trigo,2025,2025B,Transitorio,"0,00","14,50","14,50","1,00"
19100,Bolívar,1081001,Yuca,2024,2024A,Transitorio,"81,00","82,00","492,00","6,00"
19110,Buenos Aires,1060200,Frijol,2025,2025B,Transitorio,"3,00","6,00","4,62","0,77"
19110,Buenos Aires,1081002,Yuca,2022,2022B,Transitorio,"100,00","580,00","6.960,00","12,00"
19110,Buenos Aires,1081002,Yuca,2023,2023B,Transitorio,"100,00","610,00","7.320,00","12,00"
19110,Buenos Aires,1081002,Yuca,2024,2024B,Transitorio,"100,00","520,00","6.240,00","12,00"
19130,Cajibío,1081001,Yuca,2024,2024B,Transitorio,"12,00","14,00","63,00","4,50"
19137,Caldono,1060200,Frijol,2024,2024A,Transitorio,"25,00","30,00","45,00","1,50"
19137,Caldono,1060200,Frijol,2025,2025A,Transitorio,"35,00","40,00","41,96","1,05"
19137,Caldono,1010404,Maíz,2023,2023B,Transitorio,"3,00","5,00","16,00","3,20"
19137,Caldono,1081001,Yuca,2024,2024A,Transitorio,"200,00","250,00","2.750,00","11,00"
19142,Caloto,1010101,Arroz,2025,2025A,Transitorio,"420,00","471,00","2.826,00","6,00"
19142,Caloto,1010101,Arroz,2025,2025B,Transitorio,"420,00","499,00","2.994,00","6,00"
19142,Caloto,1060100,Arveja,2025,2025A,Transitorio,"5,00","9,50","13,32","1,40"
19142,Caloto,1010402,Maíz,2022,2022B,Transitorio,"10,00","11,00","13,20","1,20"
19142,Caloto,1010402,Maíz,2024,2024B,Transitorio,"10,00","15,00","15,00","1,00"
19142,Caloto,1081001,Yuca,2025,2025A,Transitorio,"10,00","12,00","120,00","10,00"
19212,Corinto,1081001,Yuca,2022,2022B,Transitorio,"0,00","2,00","36,00","18,00"
19212,Corinto,1081001,Yuca,2023,2023B,Transitorio,"0,00","2,00","36,00","18,00"
19212,Corinto,1081001,Yuca,2024,2024B,Transitorio,"0,00","2,00","26,00","13,00"
19256,El Tambo,1080200,Arracacha,2022,2022B,Transitorio,"60,00","68,00","680,00","10,00"
19256,El Tambo,1080200,Arracacha,2024,2024A,Transitorio,"60,00","70,00","700,00","10,00"
19256,El Tambo,1080200,Arracacha,2025,2025A,Transitorio,"50,00","60,00","600,00","10,00"
19256,El Tambo,1060600,Habichuela,2023,2023A,Transitorio,"25,00","35,00","280,00","8,00"
19256,El Tambo,1010402,Maíz,2022,2022A,Transitorio,"250,00","300,00","504,00","1,68"
19256,El Tambo,1010402,Maíz,2023,2023A,Transitorio,"250,00","400,00","672,00","1,68"
19256,El Tambo,1010402,Maíz,2024,2024A,Transitorio,"250,00","270,00","453,60","1,68"
19256,El Tambo,1010404,Maíz,2022,2022B,Transitorio,"30,00","40,00","60,00","1,50"
19256,El Tambo,1010404,Maíz,2023,2023A,Transitorio,"30,00","50,00","75,00","1,50"
19256,El Tambo,1010404,Maíz,2024,2024A,Transitorio,"25,00","30,00","45,00","1,50"
19256,El Tambo,1052902,Tomate,2022,2022A,Transitorio,"10,00","18,00","810,00","45,00"
19256,El Tambo,1052902,Tomate,2023,2023A,Transitorio,"10,00","15,00","675,00","45,00"
19256,El Tambo,1081001,Yuca,2022,2022A,Transitorio,"550,00","600,00","9.600,00","16,00"
19256,El Tambo,1081001,Yuca,2023,2023B,Transitorio,"500,00","550,00","8.800,00","16,00"
19256,El Tambo,1081001,Yuca,2025,2025B,Transitorio,"450,00","500,00","8.000,00","16,00"
19256,El Tambo,1081002,Yuca,2022,2022B,Transitorio,"500,00","790,00","14.220,00","18,00"
19256,El Tambo,1081002,Yuca,2024,2024A,Transitorio,"600,00","650,00","11.700,00","18,00"
19256,El Tambo,1081002,Yuca,2024,2024B,Transitorio,"550,00","600,00","10.800,00","18,00"
19256,El Tambo,1081002,Yuca,2025,2025A,Transitorio,"400,00","550,00","9.900,00","18,00"
19290,Florencia,1060200,Frijol,2024,2024A,Transitorio,"0,00","8,00","12,31","1,54"
19290,Florencia,1060200,Frijol,2025,2025A,Transitorio,"0,00","8,00","12,00","1,50"
19290,Florencia,1010402,Maíz,2023,2023B,Transitorio,"20,00","22,00","36,92","1,68"
19290,Florencia,1060700,Maní,2024,2024A,Transitorio,"0,00","2,00","3,00","1,50"
19290,Florencia,1060700,Maní,2025,2025A,Transitorio,"0,00","2,00","3,00","1,50"
19290,Florencia,1059900,Otras hortalizas,2023,2023A,Transitorio,"2,00","3,00","15,00","5,00"
19290,Florencia,1059900,Otras hortalizas,2023,2023B,Transitorio,"2,00","2,50","25,00","10,00"
19290,Florencia,1052901,Tomate,2023,2023B,Transitorio,"0,50","1,00","20,00","20,00"
19290,Florencia,1081001,Yuca,2023,2023A,Transitorio,"7,00","10,00","130,00","13,00"
19290,Florencia,1081001,Yuca,2023,2023B,Transitorio,"8,00","10,00","130,00","13,00"
19290,Florencia,1081001,Yuca,2024,2024B,Transitorio,"7,00","8,00","104,00","13,00"
19290,Florencia,1081001,Yuca,2025,2025A,Transitorio,"3,00","7,00","91,00","13,00"
19290,Florencia,1081001,Yuca,2025,2025B,Transitorio,"3,00","7,00","91,00","13,00"
19300,Guachené,1010403,Maíz,2022,2022B,Transitorio,"200,00","400,00","2.400,00","6,00"
19300,Guachené,1010403,Maíz,2023,2023B,Transitorio,"220,00","400,00","2.400,00","6,00"
19300,Guachené,1010403,Maíz,2024,2024B,Transitorio,"220,00","336,00","1.344,00","4,00"
19300,Guachené,1010403,Maíz,2025,2025B,Transitorio,"260,00","360,00","1.260,00","3,50"
19300,Guachené,1081001,Yuca,2022,2022B,Transitorio,"0,00","60,00","480,00","8,00"
19300,Guachené,1081001,Yuca,2023,2023B,Transitorio,"40,00","64,00","1.152,00","18,00"
19300,Guachené,1081001,Yuca,2024,2024B,Transitorio,"50,00","80,00","1.440,00","18,00"
19300,Guachené,1081002,Yuca,2022,2022A,Transitorio,"12,00","76,00","1.520,00","20,00"
19300,Guachené,1081002,Yuca,2023,2023A,Transitorio,"13,00","80,00","1.920,00","24,00"
19300,Guachené,1081002,Yuca,2024,2024A,Transitorio,"18,00","80,00","1.600,00","20,00"
19300,Guachené,1081002,Yuca,2025,2025A,Transitorio,"0,00","50,00","750,00","15,00"
19318,Guapi,1010102,Arroz,2022,2022A,Transitorio,"230,00","450,00","1.874,25","4,16"
19318,Guapi,1010102,Arroz,2023,2023A,Transitorio,"300,00","531,00","1.752,30","3,30"
19318,Guapi,1020700,Cimarrón,2023,2023A,Transitorio,"15,00","28,00","14,00","0,50"
19318,Guapi,1021400,Jengibre,2025,2025A,Transitorio,"0,00","5,00","25,00","5,00"
19318,Guapi,1010402,Maíz,2022,2022B,Transitorio,"17,00","23,00","27,60","1,20"
19318,Guapi,1010402,Maíz,2023,2023B,Transitorio,"20,00","25,00","30,00","1,20"
19318,Guapi,1010404,Maíz,2022,2022A,Transitorio,"10,00","13,00","15,60","1,20"
19318,Guapi,1010404,Maíz,2023,2023B,Transitorio,"25,00","30,00","36,00","1,20"
19318,Guapi,1080400,"Malanga, achín, yota, papa china, bore",2022,2022A,Transitorio,"497,00","890,00","3.115,00","3,50"
19318,Guapi,1080400,"Malanga, achín, yota, papa china, bore",2023,2023B,Transitorio,"405,00","500,00","1.750,00","3,50"
19318,Guapi,1080400,"Malanga, achín, yota, papa china, bore",2024,2024B,Transitorio,"405,00","490,00","1.715,00","3,50"
19318,Guapi,1080400,"Malanga, achín, yota, papa china, bore",2025,2025A,Transitorio,"5,00","200,00","740,00","3,70"
19318,Guapi,1081001,Yuca,2024,2024B,Transitorio,"0,00","28,00","280,00","10,00"
19318,Guapi,1081001,Yuca,2025,2025B,Transitorio,"0,00","4,00","40,00","10,00"
19355,Inzá,1060100,Arveja,2023,2023B,Transitorio,"0,00","6,00","15,42","2,57"
19355,Inzá,1060100,Arveja,2024,2024B,Transitorio,"0,00","25,00","64,25","2,57"
19355,Inzá,1060100,Arveja,2025,2025B,Transitorio,"6,00","104,00","267,29","2,57"
19355,Inzá,1060200,Frijol,2023,2023B,Transitorio,"0,00","8,00","8,39","1,05"
19355,Inzá,1060200,Frijol,2024,2024B,Transitorio,"0,00","20,00","20,98","1,05"
19355,Inzá,1060200,Frijol,2025,2025B,Transitorio,"6,00","50,00","52,45","1,05"
19355,Inzá,1010402,Maíz,2023,2023B,Transitorio,"0,00","20,00","38,59","1,93"
19355,Inzá,1010402,Maíz,2024,2024B,Transitorio,"0,00","50,00","96,48","1,93"
19355,Inzá,1010402,Maíz,2025,2025B,Transitorio,"6,00","125,00","241,21","1,93"
19355,Inzá,1010404,Maíz,2023,2023B,Transitorio,"0,00","10,00","19,58","1,96"
19355,Inzá,1010404,Maíz,2024,2024B,Transitorio,"0,00","15,00","29,36","1,96"
19355,Inzá,1010404,Maíz,2025,2025B,Transitorio,"4,00","23,00","45,03","1,96"
19355,Inzá,1080701,Papa,2022,2022B,Transitorio,"0,00","1,80","18,00","10,00"
19355,Inzá,1080701,Papa,2023,2023B,Transitorio,"0,00","11,00","110,00","10,00"
19355,Inzá,1080701,Papa,2024,2024B,Transitorio,"0,00","30,00","300,00","10,00"
19355,Inzá,1080701,Papa,2025,2025B,Transitorio,"4,00","75,00","750,00","10,00"
19364,Jambaló,1080200,Arracacha,2022,2022B,Transitorio,"0,00","4,00","22,00","5,50"
19364,Jambaló,1080200,Arracacha,2023,2023B,Transitorio,"0,00","5,00","27,50","5,50"
19364,Jambaló,1080200,Arracacha,2024,2024B,Transitorio,"0,00","7,00","38,50","5,50"
19364,Jambaló,1080200,Arracacha,2025,2025B,Transitorio,"0,00","7,00","38,50","5,50"
19364,Jambaló,1060100,Arveja,2023,2023A,Transitorio,"2,50","3,00","4,50","1,50"
19364,Jambaló,1060100,Arveja,2024,2024A,Transitorio,"3,00","4,00","6,00","1,50"
19364,Jambaló,1051200,Cebolla de rama,2025,2025A,Transitorio,"2,00","3,00","15,00","5,00"
19364,Jambaló,1010402,Maíz,2022,2022B,Transitorio,"0,00","27,00","43,20","1,60"
19364,Jambaló,1010402,Maíz,2023,2023B,Transitorio,"0,00","80,00","128,00","1,60"
19364,Jambaló,1010402,Maíz,2024,2024B,Transitorio,"0,00","84,50","135,20","1,60"
19364,Jambaló,1010402,Maíz,2025,2025B,Transitorio,"0,00","85,00","136,00","1,60"
19364,Jambaló,1010404,Maíz,2022,2022B,Transitorio,"0,00","2,00","2,20","1,10"
19364,Jambaló,1010404,Maíz,2023,2023B,Transitorio,"0,00","5,00","5,50","1,10"
19364,Jambaló,1010404,Maíz,2024,2024B,Transitorio,"0,00","7,00","7,70","1,10"
19364,Jambaló,1010404,Maíz,2025,2025B,Transitorio,"0,00","7,00","7,70","1,10"
19364,Jambaló,1081001,Yuca,2022,2022B,Transitorio,"0,00","6,00","4,20","0,70"
19364,Jambaló,1081001,Yuca,2023,2023B,Transitorio,"0,00","7,00","4,90","0,70"
19364,Jambaló,1081001,Yuca,2024,2024B,Transitorio,"0,00","7,00","17,50","2,50"
19364,Jambaló,1081001,Yuca,2025,2025B,Transitorio,"0,00","7,00","17,50","2,50"
19392,La Sierra,1080100,Achira,2022,2022A,Transitorio,"3,00","9,00","12,87","1,43"
19392,La Sierra,1080100,Achira,2024,2024A,Transitorio,"0,00","4,00","5,60","1,40"
19392,La Sierra,1080100,Achira,2025,2025B,Transitorio,"0,00","6,00","8,40","1,40"
19392,La Sierra,1080200,Arracacha,2022,2022B,Transitorio,"0,00","3,00","60,00","20,00"
19392,La Sierra,1080200,Arracacha,2023,2023B,Transitorio,"0,00","1,00","20,00","20,00"
19392,La Sierra,1080200,Arracacha,2024,2024B,Transitorio,"0,00","1,00","18,00","18,00"
19392,La Sierra,1080200,Arracacha,2025,2025B,Transitorio,"0,00","1,00","16,00","16,00"
19392,La Sierra,1010402,Maíz,2022,2022A,Transitorio,"19,00","23,00","46,00","2,00"
19392,La Sierra,1010402,Maíz,2022,2022B,Transitorio,"16,00","19,00","38,00","2,00"
19392,La Sierra,1010402,Maíz,2023,2023A,Transitorio,"20,00","36,00","72,00","2,00"
19392,La Sierra,1010402,Maíz,2025,2025B,Transitorio,"22,00","25,00","32,50","1,30"
19392,La Sierra,1010404,Maíz,2022,2022A,Transitorio,"12,00","18,00","36,00","2,00"
19392,La Sierra,1010404,Maíz,2022,2022B,Transitorio,"11,00","12,00","24,00","2,00"
19392,La Sierra,1010404,Maíz,2025,2025A,Transitorio,"0,00","10,00","12,00","1,20"
19392,La Sierra,1081001,Yuca,2022,2022A,Transitorio,"15,00","17,00","255,00","15,00"
19392,La Sierra,1081001,Yuca,2022,2022B,Transitorio,"14,00","15,00","225,00","15,00"
19392,La Sierra,1081001,Yuca,2023,2023A,Transitorio,"12,00","14,00","210,00","15,00"
19392,La Sierra,1081001,Yuca,2024,2024B,Transitorio,"0,00","16,00","240,00","15,00"
19392,La Sierra,1081001,Yuca,2025,2025B,Transitorio,"0,00","16,00","240,00","15,00"
19392,La Sierra,1081002,Yuca,2022,2022B,Transitorio,"48,00","50,00","950,00","19,00"
19392,La Sierra,1081002,Yuca,2023,2023B,Transitorio,"60,00","80,00","1.520,00","19,00"
19392,La Sierra,1081002,Yuca,2024,2024B,Transitorio,"0,00","100,00","1.900,00","19,00"
19392,La Sierra,1081002,Yuca,2025,2025B,Transitorio,"0,00","20,00","400,00","20,00"
19397,La Vega,1080200,Arracacha,2022,2022A,Transitorio,"5,00","8,00","24,00","3,00"
19397,La Vega,1080200,Arracacha,2023,2023A,Transitorio,"5,50","6,00","18,00","3,00"
19397,La Vega,1080200,Arracacha,2024,2024A,Transitorio,"5,00","6,00","36,00","6,00"
19397,La Vega,1080200,Arracacha,2024,2024B,Transitorio,"4,00","5,00","25,00","5,00"
19397,La Vega,1080200,Arracacha,2025,2025B,Transitorio,"2,00","6,00","30,00","5,00"
19397,La Vega,1060100,Arveja,2025,2025A,Transitorio,"9,00","12,00","12,90","1,08"
19397,La Vega,1060200,Frijol,2025,2025A,Transitorio,"13,00","18,00","21,40","1,19"
19397,La Vega,1060500,Haba,2022,2022B,Transitorio,"4,00","5,00","2,21","0,44"
19397,La Vega,1060500,Haba,2023,2023B,Transitorio,"4,50","5,00","2,21","0,44"
19397,La Vega,1060500,Haba,2024,2024A,Transitorio,"3,00","4,50","2,39","0,53"
19397,La Vega,1060500,Haba,2024,2024B,Transitorio,"2,00","3,00","1,33","0,44"
19397,La Vega,1060500,Haba,2025,2025B,Transitorio,"1,00","2,00","0,88","0,44"
19397,La Vega,1010402,Maíz,2024,2024B,Transitorio,"3,50","10,00","7,83","0,78"
19397,La Vega,1010402,Maíz,2025,2025B,Transitorio,"5,00","10,00","6,99","0,70"
19397,La Vega,1010404,Maíz,2024,2024B,Transitorio,"2,00","8,00","5,15","0,64"
19397,La Vega,1010404,Maíz,2025,2025B,Transitorio,"3,00","8,00","4,92","0,62"
19397,La Vega,1080701,Papa,2024,2024B,Transitorio,"90,00","100,00","1.200,00","12,00"
19397,La Vega,1080701,Papa,2025,2025A,Transitorio,"50,00","90,00","1.350,00","15,00"
19397,La Vega,1080701,Papa,2025,2025B,Transitorio,"40,00","50,00","750,00","15,00"
19397,La Vega,1010600,Quinua,2025,2025B,Transitorio,"4,00","6,00","7,20","1,20"
19397,La Vega,1010800,Trigo,2022,2022B,Transitorio,"0,00","10,00","20,00","2,00"
19397,La Vega,1010800,Trigo,2023,2023B,Transitorio,"0,00","11,00","22,00","2,00"
19397,La Vega,1010800,Trigo,2024,2024B,Transitorio,"0,00","11,00","22,00","2,00"
19397,La Vega,1010800,Trigo,2025,2025B,Transitorio,"0,00","8,00","16,00","2,00"
19397,La Vega,1081001,Yuca,2022,2022A,Transitorio,"8,00","9,00","27,00","3,00"
19397,La Vega,1081001,Yuca,2022,2022B,Transitorio,"7,00","8,00","22,40","2,80"
19397,La Vega,1081001,Yuca,2023,2023B,Transitorio,"7,00","8,00","21,60","2,70"
19397,La Vega,1081001,Yuca,2024,2024B,Transitorio,"5,00","7,00","63,00","9,00"
19397,La Vega,1081001,Yuca,2025,2025B,Transitorio,"4,50","11,00","99,00","9,00"
19418,López de Micay,1080400,"Malanga, achín, yota, papa china, bore",2022,2022B,Transitorio,"0,00","95,00","570,00","6,00"
19418,López de Micay,1080400,"Malanga, achín, yota, papa china, bore",2023,2023B,Transitorio,"0,00","94,00","564,00","6,00"
19418,López de Micay,1080400,"Malanga, achín, yota, papa china, bore",2024,2024B,Transitorio,"0,00","94,00","564,00","6,00"
