Código Dane municipio,Municipio,Código del cultivo,Cultivo,Año,Periodo,Área cosechada,Producción,Rendimiento,rendimiento_calculado,diferencia_absoluta
5001,Medellín,1050600,Apio,2021,2021A,"8,00","128,00","16,00",16.0,0.0
5001,Medellín,1050600,Apio,2021,2021B,"8,00","152,00","19,00",19.0,0.0
5001,Medellín,1050600,Apio,2022,2022A,"8,00","127,44","15,93",15.93,0.0
5001,Medellín,1050600,Apio,2022,2022B,"8,00","152,00","19,00",19.0,0.0
5001,Medellín,1050600,Apio,2023,2023A,"7,00","133,00","19,00",19.0,0.0
5001,Medellín,1050600,Apio,2023,2023B,"8,00","152,00","19,00",19.0,0.0
5001,Medellín,1050600,Apio,2024,2024A,"5,70","108,30","19,00",19.0,0.0
5001,Medellín,1050600,Apio,2024,2024B,"6,60","125,40","19,00",19.000000000000004,3.552713678800501e-15
5001,Medellín,1050600,Apio,2025,2025A,"5,50","104,50","19,00",19.0,0.0
5001,Medellín,1050600,Apio,2025,2025B,"7,00","133,00","19,00",19.0,0.0
5001,Medellín,1060100,Arveja,2022,2022A,"0,16","0,30","1,88",1.875,0.004999999999999893
5001,Medellín,1060100,Arveja,2023,2023A,"0,20","0,38","1,90",1.9,0.0
5001,Medellín,1060100,Arveja,2024,2024A,"0,30","0,27","0,90",0.9000000000000001,1.1102230246251565e-16
5001,Medellín,1060100,Arveja,2025,2025A,"0,50","0,44","0,88",0.88,0.0
5001,Medellín,2041100,Brevo,2019,2019,"15,00","105,00","7,00",7.0,0.0
5001,Medellín,2041100,Brevo,2020,2020,"12,00","84,00","7,00",7.0,0.0
5001,Medellín,2041100,Brevo,2021,2021,"12,00","84,00","7,00",7.0,0.0
5001,Medellín,2041100,Brevo,2022,2022,"12,00","84,00","7,00",7.0,0.0
5001,Medellín,2041100,Brevo,2023,2023,"8,00","56,00","7,00",7.0,0.0
5001,Medellín,2041100,Brevo,2024,2024,"7,00","49,00","7,00",7.0,0.0
5001,Medellín,2041100,Brevo,2025,2025,"7,00","56,00","8,00",8.0,0.0
5001,Medellín,1050900,Brócoli,2022,2022A,"7,00","77,00","11,00",11.0,0.0
5001,Medellín,1050900,Brócoli,2022,2022B,"6,00","96,00","16,00",16.0,0.0
5001,Medellín,1050900,Brócoli,2023,2023A,"6,50","104,00","16,00",16.0,0.0
5001,Medellín,1050900,Brócoli,2023,2023B,"7,00","112,00","16,00",16.0,0.0
5001,Medellín,1050900,Brócoli,2024,2024A,"6,70","107,20","16,00",16.0,0.0
5001,Medellín,1050900,Brócoli,2024,2024B,"7,00","112,00","16,00",16.0,0.0
5001,Medellín,1050900,Brócoli,2025,2025A,"6,70","107,20","16,00",16.0,0.0
5001,Medellín,1050900,Brócoli,2025,2025B,"7,40","118,40","16,00",16.0,0.0
5001,Medellín,2030300,Café,2019,2019,"417,00","517,00","1,24",1.2398081534772183,0.00019184652278170233
5001,Medellín,2030300,Café,2020,2020,"394,00","452,00","1,15",1.1472081218274113,0.0027918781725886355
5001,Medellín,2030300,Café,2021,2021,"378,22","276,10","0,73",0.7299984136217017,1.586378298279456e-06
5001,Medellín,2030300,Café,2022,2022,"387,08","241,18","0,62",0.6230753332644415,0.0030753332644415377
5001,Medellín,2030300,Café,2023,2023,"335,26","238,66","0,71",0.7118654178846269,0.0018654178846269076
5001,Medellín,2030300,Café,2024,2024,"317,88","279,73","0,88",0.8799861582987292,1.3841701270833617e-05
5001,Medellín,2030300,Café,2025,2025,"321,54","283,38","0,88",0.8813211420041052,0.001321142004105158
5001,Medellín,1051100,Cebolla de bulbo,2019,2019A,"8,00","112,00","14,00",14.0,0.0
5001,Medellín,1051100,Cebolla de bulbo,2019,2019B,"8,00","112,00","14,00",14.0,0.0
5001,Medellín,1051100,Cebolla de bulbo,2020,2020A,"5,00","70,00","14,00",14.0,0.0
5001,Medellín,1051100,Cebolla de bulbo,2020,2020B,"5,00","70,00","14,00",14.0,0.0
5001,Medellín,1051100,Cebolla de bulbo,2021,2021A,"5,00","70,00","14,00",14.0,0.0
5001,Medellín,1051100,Cebolla de bulbo,2021,2021B,"5,00","70,00","14,00",14.0,0.0
5001,Medellín,1051200,Cebolla de rama,2023,2023A,"75,00","975,00","13,00",13.0,0.0
5001,Medellín,1051200,Cebolla de rama,2023,2023B,"75,00","975,00","13,00",13.0,0.0
5001,Medellín,1051200,Cebolla de rama,2024,2024A,"74,00","962,00","13,00",13.0,0.0
5001,Medellín,1051300,Cilantro,2019,2019A,"28,00","140,00","5,00",5.0,0.0
5001,Medellín,1051300,Cilantro,2019,2019B,"28,00","140,00","5,00",5.0,0.0
5001,Medellín,1051300,Cilantro,2020,2020A,"25,00","125,00","5,00",5.0,0.0
5001,Medellín,1051300,Cilantro,2020,2020B,"25,00","125,00","5,00",5.0,0.0
5001,Medellín,1051300,Cilantro,2021,2021A,"25,00","125,00","5,00",5.0,0.0
5001,Medellín,1051300,Cilantro,2021,2021B,"25,00","125,00","5,00",5.0,0.0
5001,Medellín,1051300,Cilantro,2022,2022A,"14,39","82,02","5,70",5.699791521890201,0.00020847810979951475
5001,Medellín,1051300,Cilantro,2022,2022B,"14,39","57,56","4,00",4.0,0.0
5001,Medellín,1051300,Cilantro,2023,2023A,"13,50","67,50","5,00",5.0,0.0
5001,Medellín,1051300,Cilantro,2023,2023B,"14,50","72,50","5,00",5.0,0.0
5001,Medellín,1051300,Cilantro,2024,2024A,"11,50","80,50","7,00",7.0,0.0
5001,Medellín,1051300,Cilantro,2024,2024B,"11,00","77,00","7,00",7.0,0.0
5001,Medellín,1051300,Cilantro,2025,2025A,"9,50","66,50","7,00",7.0,0.0
5001,Medellín,1051300,Cilantro,2025,2025B,"9,00","63,00","7,00",7.0,0.0
5001,Medellín,1051400,Col,2019,2019A,"19,00","95,00","5,00",5.0,0.0
5001,Medellín,1051400,Col,2020,2020A,"17,00","85,00","5,00",5.0,0.0
5001,Medellín,1051400,Col,2021,2021A,"12,00","60,00","5,00",5.0,0.0
5001,Medellín,1051400,Col,2022,2022A,"14,39","82,02","5,70",5.699791521890201,0.00020847810979951475
5001,Medellín,1051400,Col,2023,2023A,"2,00","8,00","4,00",4.0,0.0
5001,Medellín,1051400,Col,2024,2024A,"1,70","6,80","4,00",4.0,0.0
5001,Medellín,1051500,Coliflor,2019,2019A,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2019,2019B,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2020,2020A,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2020,2020B,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2021,2021A,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2021,2021B,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2022,2022A,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2022,2022B,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2023,2023A,"2,50","50,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2023,2023B,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2024,2024A,"2,40","48,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2024,2024B,"3,00","60,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2025,2025A,"2,00","40,00","20,00",20.0,0.0
5001,Medellín,1051500,Coliflor,2025,2025B,"2,50","50,00","20,00",20.0,0.0
5001,Medellín,1051700,Espinaca,2019,2019A,"12,00","216,00","18,00",18.0,0.0
5001,Medellín,1051700,Espinaca,2019,2019B,"12,00","216,00","18,00",18.0,0.0
5001,Medellín,1051700,Espinaca,2020,2020A,"10,00","180,00","18,00",18.0,0.0
5001,Medellín,1051700,Espinaca,2020,2020B,"10,00","180,00","18,00",18.0,0.0
5001,Medellín,1051700,Espinaca,2021,2021A,"10,00","180,00","18,00",18.0,0.0
5001,Medellín,1051700,Espinaca,2021,2021B,"10,00","180,00","18,00",18.0,0.0
5001,Medellín,2042700,Fresa,2019,2019,"29,00","203,00","7,00",7.0,0.0
5001,Medellín,2042700,Fresa,2020,2020,"29,00","203,00","7,00",7.0,0.0
5001,Medellín,2042700,Fresa,2021,2021,"29,00","203,00","7,00",7.0,0.0
5001,Medellín,2042700,Fresa,2022,2022,"34,00","238,00","7,00",7.0,0.0
5001,Medellín,2042700,Fresa,2023,2023,"26,00","182,00","7,00",7.0,0.0
5001,Medellín,2042700,Fresa,2024,2024,"26,00","364,00","14,00",14.0,0.0
5001,Medellín,2042700,Fresa,2025,2025,"22,00","264,00","12,00",12.0,0.0
5001,Medellín,1060200,Frijol,2019,2019A,"43,00","79,00","1,84",1.8372093023255813,0.0027906976744187517
5001,Medellín,1060200,Frijol,2019,2019B,"43,00","79,00","1,84",1.8372093023255813,0.0027906976744187517
5001,Medellín,1060200,Frijol,2020,2020A,"35,00","64,97","1,86",1.8562857142857143,0.003714285714285781
5001,Medellín,1060200,Frijol,2020,2020B,"35,00","64,97","1,86",1.8562857142857143,0.003714285714285781
5001,Medellín,1060200,Frijol,2021,2021A,"35,00","45,50","1,30",1.3,0.0
5001,Medellín,1060200,Frijol,2021,2021B,"30,00","39,00","1,30",1.3,0.0
5001,Medellín,1060200,Frijol,2022,2022A,"30,00","57,90","1,93",1.93,0.0
5001,Medellín,1060200,Frijol,2022,2022B,"13,00","25,09","1,93",1.93,0.0
5001,Medellín,1060200,Frijol,2023,2023A,"16,00","20,80","1,30",1.3,0.0
5001,Medellín,1060200,Frijol,2023,2023B,"10,00","13,00","1,30",1.3,0.0
5001,Medellín,1060200,Frijol,2024,2024A,"14,00","18,20","1,30",1.3,0.0
5001,Medellín,1060200,Frijol,2024,2024B,"12,00","15,60","1,30",1.3,0.0
5001,Medellín,1060200,Frijol,2025,2025A,"8,50","11,05","1,30",1.3,0.0
5001,Medellín,1060200,Frijol,2025,2025B,"11,00","14,30","1,30",1.3,0.0
5001,Medellín,2043000,Guayaba,2019,2019,"2,50","10,00","4,00",4.0,0.0
5001,Medellín,2043000,Guayaba,2020,2020,"1,50","6,00","4,00",4.0,0.0
5001,Medellín,2043000,Guayaba,2021,2021,"1,00","4,00","4,00",4.0,0.0
5001,Medellín,2043000,Guayaba,2022,2022,"1,00","4,00","4,00",4.0,0.0
5001,Medellín,2043000,Guayaba,2023,2023,"1,00","4,00","4,00",4.0,0.0
5001,Medellín,2043000,Guayaba,2024,2024,"1,00","4,00","4,00",4.0,0.0
5001,Medellín,2043000,Guayaba,2025,2025,"1,00","4,00","4,00",4.0,0.0
5001,Medellín,1060500,Haba,2022,2022A,"30,00","8,89","0,30",0.29633333333333334,0.0036666666666666514
5001,Medellín,1060500,Haba,2022,2022B,"0,90","0,27","0,30",0.3,0.0
5001,Medellín,1060600,Habichuela,2019,2019A,"8,00","56,00","7,00",7.0,0.0
5001,Medellín,1060600,Habichuela,2019,2019B,"8,00","56,00","7,00",7.0,0.0
5001,Medellín,1060600,Habichuela,2020,2020A,"5,00","35,00","7,00",7.0,0.0
5001,Medellín,1060600,Habichuela,2020,2020B,"5,00","35,00","7,00",7.0,0.0
5001,Medellín,1060600,Habichuela,2021,2021A,"5,00","35,00","7,00",7.0,0.0
5001,Medellín,1060600,Habichuela,2021,2021B,"4,00","28,00","7,00",7.0,0.0
5001,Medellín,1051900,Lechuga,2019,2019A,"4,50","67,50","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2019,2019B,"4,50","68,00","15,11",15.11111111111111,0.0011111111111112848
5001,Medellín,1051900,Lechuga,2020,2020A,"4,00","60,00","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2020,2020B,"4,00","60,00","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2021,2021A,"4,00","60,00","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2021,2021B,"4,00","60,00","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2022,2022A,"21,51","322,65","15,00",14.999999999999998,1.7763568394002505e-15
5001,Medellín,1051900,Lechuga,2022,2022B,"28,00","420,00","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2023,2023A,"4,00","60,00","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2023,2023B,"6,00","90,00","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2024,2024A,"5,70","91,20","16,00",16.0,0.0
5001,Medellín,1051900,Lechuga,2024,2024B,"6,00","90,00","15,00",15.0,0.0
5001,Medellín,1051900,Lechuga,2025,2025A,"6,00","96,00","16,00",16.0,0.0
5001,Medellín,1051900,Lechuga,2025,2025B,"6,00","90,00","15,00",15.0,0.0
5001,Medellín,2043500,Lima,2019,2019,"7,00","56,00","8,00",8.0,0.0
5001,Medellín,2043500,Lima,2020,2020,"7,50","60,00","8,00",8.0,0.0
5001,Medellín,2043603,Limón,2021,2021,"4,50","36,00","8,00",8.0,0.0
5001,Medellín,2043603,Limón,2022,2022,"4,50","36,00","8,00",8.0,0.0
5001,Medellín,2043603,Limón,2023,2023,"3,50","28,00","8,00",8.0,0.0
5001,Medellín,2043603,Limón,2024,2024,"3,02","24,16","8,00",8.0,0.0
5001,Medellín,2043603,Limón,2025,2025,"3,02","24,16","8,00",8.0,0.0
5001,Medellín,2044101,Mandarina,2019,2019,"14,00","84,00","6,00",6.0,0.0
5001,Medellín,2044101,Mandarina,2020,2020,"14,50","87,00","6,00",6.0,0.0
5001,Medellín,2044101,Mandarina,2021,2021,"14,50","87,00","6,00",6.0,0.0
5001,Medellín,2044101,Mandarina,2022,2022,"14,50","87,00","6,00",6.0,0.0
5001,Medellín,2044101,Mandarina,2023,2023,"8,50","51,00","6,00",6.0,0.0
5001,Medellín,2044101,Mandarina,2024,2024,"8,00","48,00","6,00",6.0,0.0
5001,Medellín,2044101,Mandarina,2025,2025,"6,00","36,00","6,00",6.0,0.0
5001,Medellín,2044299,Mango,2019,2019,"8,00","48,00","6,00",6.0,0.0
5001,Medellín,2044299,Mango,2020,2020,"7,00","42,00","6,00",6.0,0.0
5001,Medellín,2044299,Mango,2021,2021,"7,00","42,00","6,00",6.0,0.0
5001,Medellín,2044299,Mango,2022,2022,"7,00","42,00","6,00",6.0,0.0
5001,Medellín,2044299,Mango,2023,2023,"5,00","30,00","6,00",6.0,0.0
5001,Medellín,2044299,Mango,2024,2024,"4,00","32,00","8,00",8.0,0.0
5001,Medellín,2044299,Mango,2025,2025,"4,00","32,00","8,00",8.0,0.0
5001,Medellín,2044700,Mora,2020,2020,"136,00","952,00","7,00",7.0,0.0
5001,Medellín,2044700,Mora,2021,2021,"86,00","602,00","7,00",7.0,0.0
5001,Medellín,2044700,Mora,2022,2022,"126,00","882,00","7,00",7.0,0.0
5001,Medellín,2044700,Mora,2023,2023,"108,00","756,00","7,00",7.0,0.0
5001,Medellín,2044700,Mora,2024,2024,"93,00","837,00","9,00",9.0,0.0
5001,Medellín,2044700,Mora,2025,2025,"80,00","640,00","8,00",8.0,0.0
5001,Medellín,2044903,Naranja,2019,2019,"12,00","84,00","7,00",7.0,0.0
5001,Medellín,2044903,Naranja,2020,2020,"12,50","87,50","7,00",7.0,0.0
5001,Medellín,2044903,Naranja,2021,2021,"12,50","87,50","7,00",7.0,0.0
5001,Medellín,2044903,Naranja,2022,2022,"12,50","87,50","7,00",7.0,0.0
5001,Medellín,2044903,Naranja,2023,2023,"6,10","42,70","7,00",7.000000000000001,8.881784197001252e-16
5001,Medellín,2044903,Naranja,2024,2024,"4,30","43,00","10,00",10.0,0.0
5001,Medellín,2044903,Naranja,2025,2025,"4,30","43,00","10,00",10.0,0.0
5001,Medellín,1059900,Otras hortalizas,2022,2022A,"86,47","562,05","6,50",6.499942176477391,5.782352260919055e-05
5001,Medellín,1059900,Otras hortalizas,2022,2022B,"66,47","432,06","6,50",6.500075221904619,7.522190461894951e-05
5001,Medellín,1059900,Otras hortalizas,2023,2023A,"21,00","147,00","7,00",7.0,0.0
5001,Medellín,1059900,Otras hortalizas,2023,2023B,"25,00","175,00","7,00",7.0,0.0
5001,Medellín,1059900,Otras hortalizas,2024,2024A,"36,00","252,00","7,00",7.0,0.0
5001,Medellín,1059900,Otras hortalizas,2024,2024B,"26,00","182,00","7,00",7.0,0.0
5001,Medellín,1059900,Otras hortalizas,2025,2025A,"28,00","196,00","7,00",7.0,0.0
5001,Medellín,1059900,Otras hortalizas,2025,2025B,"25,00","175,00","7,00",7.0,0.0
5001,Medellín,1080701,Papa,2019,2019A,"40,00","640,00","16,00",16.0,0.0
5001,Medellín,1080701,Papa,2019,2019B,"40,00","640,00","16,00",16.0,0.0
5001,Medellín,1080701,Papa,2020,2020A,"35,00","560,00","16,00",16.0,0.0
5001,Medellín,1080701,Papa,2020,2020B,"35,00","560,00","16,00",16.0,0.0
5001,Medellín,1080701,Papa,2021,2021A,"35,00","560,00","16,00",16.0,0.0
5001,Medellín,1080701,Papa,2021,2021B,"30,00","480,00","16,00",16.0,0.0
5001,Medellín,1080701,Papa,2022,2022A,"39,18","646,47","16,50",16.5,0.0
5001,Medellín,1080701,Papa,2022,2022B,"42,18","695,97","16,50",16.5,0.0
5001,Medellín,1080701,Papa,2024,2024A,"42,00","672,00","16,00",16.0,0.0
5001,Medellín,1080701,Papa,2024,2024B,"38,00","608,00","16,00",16.0,0.0
5001,Medellín,1080701,Papa,2025,2025A,"45,00","720,00","16,00",16.0,0.0
5001,Medellín,1052300,Pepino Cohombro,2019,2019A,"8,00","120,00","15,00",15.0,0.0
5001,Medellín,1052300,Pepino Cohombro,2019,2019B,"8,00","120,00","15,00",15.0,0.0
5001,Medellín,1052300,Pepino Cohombro,2020,2020A,"5,00","75,00","15,00",15.0,0.0
5001,Medellín,1052300,Pepino Cohombro,2020,2020B,"5,00","75,00","15,00",15.0,0.0
5001,Medellín,1052300,Pepino Cohombro,2021,2021A,"5,00","75,00","15,00",15.0,0.0
5001,Medellín,1052300,Pepino Cohombro,2021,2021B,"5,00","75,00","15,00",15.0,0.0
5001,Medellín,1022100,Perejil,2022,2022A,"2,15","17,20","8,00",8.0,0.0
5001,Medellín,1022100,Perejil,2022,2022B,"2,15","17,20","8,00",8.0,0.0
5001,Medellín,1022100,Perejil,2023,2023A,"1,00","7,00","7,00",7.0,0.0
5001,Medellín,1022100,Perejil,2023,2023B,"2,00","16,00","8,00",8.0,0.0
5001,Medellín,1022100,Perejil,2024,2024A,"2,10","14,70","7,00",6.999999999999999,8.881784197001252e-16
5001,Medellín,1022100,Perejil,2024,2024B,"1,90","13,30","7,00",7.000000000000001,8.881784197001252e-16
5001,Medellín,1022100,Perejil,2025,2025A,"2,10","14,70","7,00",6.999999999999999,8.881784197001252e-16
5001,Medellín,1022100,Perejil,2025,2025B,"2,30","16,10","7,00",7.000000000000001,8.881784197001252e-16
5001,Medellín,1052500,Pimentón,2019,2019A,"14,00","168,00","12,00",12.0,0.0
5001,Medellín,1052500,Pimentón,2019,2019B,"14,00","168,00","12,00",12.0,0.0
5001,Medellín,1052500,Pimentón,2020,2020A,"10,00","120,00","12,00",12.0,0.0
5001,Medellín,1052500,Pimentón,2020,2020B,"10,00","120,00","12,00",12.0,0.0
5001,Medellín,1052500,Pimentón,2021,2021A,"10,00","120,00","12,00",12.0,0.0
5001,Medellín,1052500,Pimentón,2021,2021B,"8,00","96,00","12,00",12.0,0.0
5001,Medellín,1052500,Pimentón,2022,2022A,"0,90","9,90","11,00",11.0,0.0
5001,Medellín,1052500,Pimentón,2022,2022B,"0,75","8,25","11,00",11.0,0.0
5001,Medellín,1052500,Pimentón,2023,2023A,"1,00","11,00","11,00",11.0,0.0
5001,Medellín,1052500,Pimentón,2023,2023B,"2,00","22,00","11,00",11.0,0.0
5001,Medellín,1052500,Pimentón,2024,2024A,"1,50","16,50","11,00",11.0,0.0
5001,Medellín,1052500,Pimentón,2024,2024B,"2,00","22,00","11,00",11.0,0.0
5001,Medellín,1052500,Pimentón,2025,2025A,"2,00","22,00","11,00",11.0,0.0
5001,Medellín,1052500,Pimentón,2025,2025B,"2,00","22,00","11,00",11.0,0.0
5001,Medellín,2045802,Plátano,2019,2019,"160,00","960,00","6,00",6.0,0.0
5001,Medellín,2045802,Plátano,2020,2020,"160,00","960,00","6,00",6.0,0.0
5001,Medellín,2045802,Plátano,2021,2021,"120,00","720,00","6,00",6.0,0.0
5001,Medellín,2045802,Plátano,2022,2022,"120,00","720,00","6,00",6.0,0.0
5001,Medellín,2045802,Plátano,2023,2023,"140,76","844,56","6,00",6.0,0.0
5001,Medellín,2045802,Plátano,2025,2025,"124,26","994,08","8,00",8.0,0.0
5001,Medellín,1052600,Rábano,2022,2022A,"0,40","6,92","17,30",17.299999999999997,3.552713678800501e-15
5001,Medellín,1052600,Rábano,2022,2022B,"0,40","6,48","16,20",16.2,0.0
5001,Medellín,1052600,Rábano,2023,2023A,"0,30","4,80","16,00",16.0,0.0
5001,Medellín,1052600,Rábano,2023,2023B,"0,30","4,80","16,00",16.0,0.0
5001,Medellín,1052600,Rábano,2024,2024A,"0,40","6,40","16,00",16.0,0.0
5001,Medellín,1052600,Rábano,2024,2024B,"0,40","6,40","16,00",16.0,0.0
5001,Medellín,1052600,Rábano,2025,2025A,"0,40","6,40","16,00",16.0,0.0
5001,Medellín,1052600,Rábano,2025,2025B,"0,40","6,40","16,00",16.0,0.0
5001,Medellín,1052700,Remolacha,2019,2019A,"8,00","120,00","15,00",15.0,0.0
5001,Medellín,1052700,Remolacha,2019,2019B,"8,00","120,00","15,00",15.0,0.0
5001,Medellín,1052700,Remolacha,2020,2020A,"6,00","90,00","15,00",15.0,0.0
5001,Medellín,1052700,Remolacha,2020,2020B,"6,00","90,00","15,00",15.0,0.0
5001,Medellín,1052700,Remolacha,2021,2021A,"6,00","90,00","15,00",15.0,0.0
5001,Medellín,1052700,Remolacha,2021,2021B,"6,00","90,00","15,00",15.0,0.0
5001,Medellín,1052700,Remolacha,2022,2022A,"0,20","3,60","18,00",18.0,0.0
5001,Medellín,1052700,Remolacha,2022,2022B,"0,20","3,60","18,00",18.0,0.0
5001,Medellín,1052700,Remolacha,2023,2023A,"0,30","4,80","16,00",16.0,0.0
5001,Medellín,1052700,Remolacha,2023,2023B,"2,00","36,00","18,00",18.0,0.0
5001,Medellín,1052700,Remolacha,2024,2024A,"1,70","30,60","18,00",18.0,0.0
5001,Medellín,1052700,Remolacha,2024,2024B,"1,40","25,20","18,00",18.0,0.0
5001,Medellín,1052700,Remolacha,2025,2025A,"1,50","27,00","18,00",18.0,0.0
5001,Medellín,1052700,Remolacha,2025,2025B,"1,50","27,00","18,00",18.0,0.0
5001,Medellín,1052800,Repollo,2019,2019A,"5,00","150,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2019,2019B,"5,00","150,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2020,2020A,"4,00","120,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2020,2020B,"4,00","120,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2021,2021A,"4,00","120,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2021,2021B,"4,00","120,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2022,2022A,"1,10","33,00","30,00",29.999999999999996,3.552713678800501e-15
5001,Medellín,1052800,Repollo,2022,2022B,"1,00","30,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2023,2023A,"1,50","45,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2023,2023B,"3,50","105,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2024,2024A,"2,50","75,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2024,2024B,"2,40","72,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2025,2025A,"2,00","60,00","30,00",30.0,0.0
5001,Medellín,1052800,Repollo,2025,2025B,"2,50","75,00","30,00",30.0,0.0
5001,Medellín,2046300,Tomate de árbol,2019,2019,"35,00","350,00","10,00",10.0,0.0
5001,Medellín,2046300,Tomate de árbol,2020,2020,"30,00","300,00","10,00",10.0,0.0
5001,Medellín,2046300,Tomate de árbol,2021,2021,"30,00","300,00","10,00",10.0,0.0
5001,Medellín,2046300,Tomate de árbol,2022,2022,"29,40","294,00","10,00",10.0,0.0
5001,Medellín,2046300,Tomate de árbol,2023,2023,"21,40","214,00","10,00",10.0,0.0
5001,Medellín,2046300,Tomate de árbol,2024,2024,"18,40","184,00","10,00",10.0,0.0
5001,Medellín,2046300,Tomate de árbol,2025,2025,"15,40","138,60","9,00",9.0,0.0
5001,Medellín,1052902,Tomate,2023,2023A,"6,00","480,00","80,00",80.0,0.0
5001,Medellín,1052902,Tomate,2023,2023B,"6,00","480,00","80,00",80.0,0.0
5001,Medellín,1052902,Tomate,2024,2024A,"5,60","448,00","80,00",80.0,0.0
5001,Medellín,1052902,Tomate,2024,2024B,"5,20","416,00","80,00",80.0,0.0
5001,Medellín,1052902,Tomate,2025,2025A,"5,80","464,00","80,00",80.0,0.0
5001,Medellín,1052902,Tomate,2025,2025B,"5,60","448,00","80,00",80.0,0.0
5001,Medellín,1081001,Yuca,2019,2019A,"9,00","180,00","20,00",20.0,0.0
5001,Medellín,1081001,Yuca,2019,2019B,"9,00","180,00","20,00",20.0,0.0
5001,Medellín,1081001,Yuca,2020,2020A,"9,00","180,00","20,00",20.0,0.0
5001,Medellín,1081001,Yuca,2020,2020B,"9,00","180,00","20,00",20.0,0.0
5001,Medellín,1081001,Yuca,2021,2021A,"9,00","180,00","20,00",20.0,0.0
5001,Medellín,1081001,Yuca,2022,2022B,"1,72","25,85","15,03",15.029069767441861,0.0009302325581383997
5001,Medellín,1081001,Yuca,2023,2023A,"3,00","45,00","15,00",15.0,0.0
5001,Medellín,1081001,Yuca,2023,2023B,"1,50","22,50","15,00",15.0,0.0
5001,Medellín,1081001,Yuca,2024,2024A,"2,20","33,00","15,00",14.999999999999998,1.7763568394002505e-15
5001,Medellín,1081001,Yuca,2024,2024B,"1,50","22,50","15,00",15.0,0.0
5001,Medellín,1081001,Yuca,2025,2025A,"2,00","30,00","15,00",15.0,0.0
5001,Medellín,1081001,Yuca,2025,2025B,"2,00","30,00","15,00",15.0,0.0
5001,Medellín,1053000,Zanahoria,2019,2019A,"5,00","60,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2019,2019B,"5,00","60,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2020,2020A,"5,00","60,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2020,2020B,"5,00","60,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2021,2021A,"5,00","60,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2021,2021B,"5,00","60,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2022,2022A,"0,42","6,30","15,00",15.0,0.0
5001,Medellín,1053000,Zanahoria,2022,2022B,"1,33","19,95","15,00",14.999999999999998,1.7763568394002505e-15
5001,Medellín,1053000,Zanahoria,2023,2023A,"1,50","18,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2023,2023B,"1,50","18,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2024,2024A,"1,60","19,20","12,00",11.999999999999998,1.7763568394002505e-15
5001,Medellín,1053000,Zanahoria,2024,2024B,"1,50","18,00","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2025,2025A,"1,80","21,60","12,00",12.0,0.0
5001,Medellín,1053000,Zanahoria,2025,2025B,"1,50","18,00","12,00",12.0,0.0
5001,Medellín,2040299,Aguacate,2025,2025,"6,00","72,00","12,00",12.0,0.0
